StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q2_1,Q5_1,Q6_1,Q10,Q11,condition,L_novel,L_feature,L_comparison,M_novel,M_feature,M_comparison,H_novel,H_feature,H_comparison,id
2018-02-19T12:02:23Z,2018-02-19 12:04:20,IP Address,100,116,True,2018-02-19 12:04:20,NA,NA,NA,NA,anonymous,EN,50,67,60,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,101
2018-02-19T15:08:32Z,2018-02-19 15:09:35,IP Address,100,63,True,2018-02-19 15:09:35,NA,NA,NA,NA,anonymous,EN,32,78,80,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,102
2018-02-19T13:48:14Z,2018-02-19 13:52:25,IP Address,100,250,True,2018-02-19 13:52:25,NA,NA,NA,NA,anonymous,EN,80,51,95,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,103
2018-02-19T11:56:03Z,2018-02-19 11:57:10,IP Address,100,67,True,2018-02-19 11:57:11,NA,NA,NA,NA,anonymous,EN,70,30,25,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,104
2018-02-19T18:20:59Z,2018-02-19 18:22:07,IP Address,100,68,True,2018-02-19 18:22:08,NA,NA,NA,NA,anonymous,EN,17,84,96,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,105
2018-02-19T15:05:28Z,2018-02-19 15:07:59,IP Address,100,151,True,2018-02-19 15:08:00,NA,NA,NA,NA,anonymous,EN,20,30,90,"kobas,feps,tomas",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,106
2018-02-19T19:09:43Z,2018-02-19 19:10:26,IP Address,100,42,True,2018-02-19 19:10:26,NA,NA,NA,NA,anonymous,EN,39,40,75,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,107
2018-02-19T11:44:30Z,2018-02-19 11:45:51,IP Address,100,81,True,2018-02-19 11:45:51,NA,NA,NA,NA,anonymous,EN,71,76,92,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,108
2018-02-19T11:45:00Z,2018-02-19 11:45:56,IP Address,100,55,True,2018-02-19 11:45:56,NA,NA,NA,NA,anonymous,EN,35,48,67,"kobas,feps,bems",none,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,109
2018-02-19T14:44:07Z,2018-02-19 14:45:03,IP Address,100,55,True,2018-02-19 14:45:03,NA,NA,NA,NA,anonymous,EN,91,84,62,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,110
2018-02-19T11:45:49Z,2018-02-19 11:46:53,IP Address,100,63,True,2018-02-19 11:46:53,NA,NA,NA,NA,anonymous,EN,15,2,87,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,111
2018-02-19T19:19:17Z,2018-02-19 19:20:23,IP Address,100,65,True,2018-02-19 19:20:23,NA,NA,NA,NA,anonymous,EN,20,65,95,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,112
2018-02-19T11:45:50Z,2018-02-19 11:46:08,IP Address,100,18,True,2018-02-19 11:46:09,NA,NA,NA,NA,anonymous,EN,52,37,32,wugs,0,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,113
2018-02-19T11:59:41Z,2018-02-19 12:00:43,IP Address,100,61,True,2018-02-19 12:00:43,NA,NA,NA,NA,anonymous,EN,28,86,90,"kobas,feps",Thanks,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,114
2018-02-19T15:52:49Z,2018-02-19 15:53:56,IP Address,100,66,True,2018-02-19 15:53:56,NA,NA,NA,NA,anonymous,EN,76,77,86,"feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,115
2018-02-19T12:26:01Z,2018-02-19 12:27:32,IP Address,100,91,True,2018-02-19 12:27:33,NA,NA,NA,NA,anonymous,EN,38,49,72,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,116
2018-02-19T11:48:48Z,2018-02-19 11:49:49,IP Address,100,60,True,2018-02-19 11:49:50,NA,NA,NA,NA,anonymous,EN,50,65,95,"kobas,feps,dands",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,117
2018-02-19T11:46:26Z,2018-02-19 11:47:41,IP Address,100,74,True,2018-02-19 11:47:41,NA,NA,NA,NA,anonymous,EN,40,80,95,"kobas,dands,tomas",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,118
2018-02-19T13:06:22Z,2018-02-19 13:07:32,IP Address,100,70,True,2018-02-19 13:07:32,NA,NA,NA,NA,anonymous,EN,75,50,100,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,119
2018-02-19T18:21:40Z,2018-02-19 18:22:32,IP Address,100,51,True,2018-02-19 18:22:32,NA,NA,NA,NA,anonymous,EN,38,68,100,"kobas,feps,gazzers",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,120
2018-02-19T13:55:07Z,2018-02-19 13:55:36,IP Address,100,28,True,2018-02-19 13:55:36,NA,NA,NA,NA,anonymous,EN,27,68,94,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,121
2018-02-19T11:55:36Z,2018-02-19 11:57:02,IP Address,100,85,True,2018-02-19 11:57:02,NA,NA,NA,NA,anonymous,EN,50,50,75,kobas,NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,122
2018-02-19T11:48:59Z,2018-02-19 11:49:37,IP Address,100,37,True,2018-02-19 11:49:37,NA,NA,NA,NA,anonymous,EN,57,87,77,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,123
2018-02-19T11:53:24Z,2018-02-19 11:54:17,IP Address,100,52,True,2018-02-19 11:54:17,NA,NA,NA,NA,anonymous,EN,60,66,97,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,124
2018-02-19T18:50:33Z,2018-02-19 18:51:31,IP Address,100,58,True,2018-02-19 18:51:32,NA,NA,NA,NA,anonymous,EN,51,50,46,gazzers,weird....,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,125
2018-02-19T16:45:47Z,2018-02-19 16:46:55,IP Address,100,68,True,2018-02-19 16:46:55,NA,NA,NA,NA,anonymous,EN,45,65,89,"kobas,feps,dands",I like hits with language like this.,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,126
2018-02-19T15:05:20Z,2018-02-19 15:06:11,IP Address,100,51,True,2018-02-19 15:06:11,NA,NA,NA,NA,anonymous,EN,65,70,100,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,127
2018-02-19T11:50:46Z,2018-02-19 11:54:07,IP Address,100,201,True,2018-02-19 11:54:07,NA,NA,NA,NA,anonymous,EN,85,30,97,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,128
2018-02-19T11:50:09Z,2018-02-19 11:51:07,IP Address,100,58,True,2018-02-19 11:51:08,NA,NA,NA,NA,anonymous,EN,5,75,90,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,129
2018-02-19T13:25:10Z,2018-02-19 13:26:42,IP Address,100,92,True,2018-02-19 13:26:43,NA,NA,NA,NA,anonymous,EN,44,62,88,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,130
2018-02-19T12:14:44Z,2018-02-19 12:15:22,IP Address,100,38,True,2018-02-19 12:15:23,NA,NA,NA,NA,anonymous,EN,99,100,100,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,131
2018-02-19T11:55:10Z,2018-02-19 11:56:19,IP Address,100,69,True,2018-02-19 11:56:20,NA,NA,NA,NA,anonymous,EN,50,80,95,"kobas,feps,dands",none,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,132
2018-02-19T11:46:27Z,2018-02-19 11:47:24,IP Address,100,56,True,2018-02-19 11:47:25,NA,NA,NA,NA,anonymous,EN,36,73,85,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,133
2018-02-19T17:19:39Z,2018-02-19 17:21:08,IP Address,100,88,True,2018-02-19 17:21:08,NA,NA,NA,NA,anonymous,EN,65,85,87,"kobas,feps,tomas",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,134
2018-02-19T14:47:58Z,2018-02-19 14:48:34,IP Address,100,35,True,2018-02-19 14:48:34,NA,NA,NA,NA,anonymous,EN,17,96,60,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,135
2018-02-19T12:16:05Z,2018-02-19 12:16:57,IP Address,100,52,True,2018-02-19 12:16:58,NA,NA,NA,NA,anonymous,EN,26,13,52,"kobas,dands,bems",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,136
2018-02-19T13:14:43Z,2018-02-19 13:16:23,IP Address,100,99,True,2018-02-19 13:16:23,NA,NA,NA,NA,anonymous,EN,21,96,90,"kobas,feps,dands",Thank you!,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,137
2018-02-19T12:18:33Z,2018-02-19 12:20:03,IP Address,100,89,True,2018-02-19 12:20:03,NA,NA,NA,NA,anonymous,EN,50,90,80,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,138
2018-02-19T13:25:35Z,2018-02-19 13:27:02,IP Address,100,86,True,2018-02-19 13:27:02,NA,NA,NA,NA,anonymous,EN,84,100,93,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,139
2018-02-19T14:34:55Z,2018-02-19 14:35:45,IP Address,100,50,True,2018-02-19 14:35:46,NA,NA,NA,NA,anonymous,EN,67,23,78,"kobas,feps,dands",NA,L1M3H2,kobas,tasty,vegetables,feps,friendly,goats,dands,heavy,trucks,140
2018-02-19T12:12:41Z,2018-02-19 12:14:18,IP Address,100,96,True,2018-02-19 12:14:19,NA,NA,NA,NA,anonymous,EN,50,50,75,"kobas,dands,bems",NA,L2M3H1,dands,heavy,bikes,feps,friendly,goats,kobas,tasty,pizzas,141
2018-02-19T16:21:13Z,2018-02-19 16:23:12,IP Address,100,119,True,2018-02-19 16:23:13,NA,NA,NA,NA,anonymous,EN,51,79,99,"kobas,feps,dands",none,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,142
2018-02-19T18:41:09Z,2018-02-19 18:41:52,IP Address,100,42,True,2018-02-19 18:41:52,NA,NA,NA,NA,anonymous,EN,59,93,38,"feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,143
2018-02-19T12:08:01Z,2018-02-19 12:08:47,IP Address,100,45,True,2018-02-19 12:08:48,NA,NA,NA,NA,anonymous,EN,30,92,100,"kobas,feps,dands",NA,L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,144
2018-02-19T18:51:46Z,2018-02-19 18:54:00,IP Address,100,133,True,2018-02-19 18:54:00,NA,NA,NA,NA,anonymous,EN,93,80,65,"kobas,feps,dands","I think I remembered the correct names of the items, thanks",L3M1H2,feps,friendly,squirrels,kobas,tasty,fruits,dands,heavy,trucks,145
2018-02-19T11:45:34Z,2018-02-19 11:46:17,IP Address,100,43,True,2018-02-19 11:46:17,NA,NA,NA,NA,anonymous,EN,46,59,75,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,146
2018-02-19T17:34:38Z,2018-02-19 17:35:34,IP Address,100,55,True,2018-02-19 17:35:34,NA,NA,NA,NA,anonymous,EN,60,90,95,"kobas,dands,tomas",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,147
2018-02-19T11:49:35Z,2018-02-19 11:50:16,IP Address,100,41,True,2018-02-19 11:50:17,NA,NA,NA,NA,anonymous,EN,17,36,76,"kobas,feps,dands",NA,L3M2H1,feps,friendly,squirrels,dands,heavy,rocks,kobas,tasty,pizzas,148
2018-02-19T13:55:51Z,2018-02-19 13:59:19,IP Address,100,208,True,2018-02-19 13:59:19,NA,NA,NA,NA,anonymous,EN,50,75,85,"kobas,feps,dands",NA,L2M1H3,dands,heavy,bikes,kobas,tasty,fruits,feps,friendly,puppies,149
2018-02-19T11:58:38Z,2018-02-19 11:59:31,IP Address,100,53,True,2018-02-19 11:59:32,NA,NA,NA,NA,anonymous,EN,41,77,86,"kobas,feps,dands",NA,L1M2H3,kobas,tasty,vegetables,dands,heavy,rocks,feps,friendly,puppies,150
