StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1,tennis_1,skiing_1,podcast_1,driving_1,cook_at_home_1,dairy_products_1,go_to_gym_1,drink_coffee_1,gender,age,politics_1,zip,attention_check,Q11,id
2018-10-31T11:12:26Z,2018-10-31 11:15:46,100,199,True,2018-10-31 11:15:46,NA,anonymous,EN,15,25,20,78,20,10,15,4,8,45,74,45,80,6,75,Male,34,4,49048,"drink coffee,cook at home,go to the gym,drive to work,watch TV",NA,221
2018-10-31T11:12:32Z,2018-10-31 11:14:10,100,98,True,2018-10-31 11:14:11,NA,anonymous,EN,36,37,56,54,7,15,36,8,47,15,47,74,89,3,69,Female,38,1,10026,"drink coffee,cook at home,go to the gym,drive to work",NA,222
2018-10-31T11:12:39Z,2018-10-31 11:15:01,100,142,True,2018-10-31 11:15:01,NA,anonymous,EN,36,64,50,67,10,14,15,9,61,18,96,87,78,20,89,Female,43,1,53583,"drink coffee,cook at home,go to the gym,drive to work",NA,223
2018-10-31T11:12:39Z,2018-10-31 11:23:56,100,677,True,2018-10-31 11:23:57,NA,anonymous,EN,50,55,30,40,12,35,12,21,12,15,75,55,75,30,50,Female,40,6,39648,"drink coffee,cook at home,go to the gym,drive to work",NA,224
2018-10-31T11:12:40Z,2018-10-31 11:14:18,100,97,True,2018-10-31 11:14:18,NA,anonymous,EN,62,36,49,70,8,11,10,4,10,17,84,62,76,28,78,Female,34,3,29449,"drink coffee,cook at home,go to the gym,drive to work",NA,225
2018-10-31T11:12:45Z,2018-10-31 11:15:05,100,139,True,2018-10-31 11:15:05,NA,anonymous,EN,50,20,33,45,9,21,8,13,15,5,88,70,80,10,65,Male,42,1,16055,"drink coffee,cook at home,go to the gym,drive to work,watch TV",NA,226
2018-10-31T11:12:46Z,2018-10-31 11:16:02,100,196,True,2018-10-31 11:16:03,NA,anonymous,EN,29,25,25,55,15,20,10,15,14,15,50,55,52,45,65,Female,42,6,36330,"drink coffee,cook at home,go to the gym,drive to work",interesting survey!,227
2018-10-31T11:12:47Z,2018-10-31 11:21:32,100,524,True,2018-10-31 11:21:32,NA,anonymous,EN,44,26,13,67,20,26,8,7,3,31,65,58,72,15,44,Male,31,6,41537,"drink coffee,cook at home,go to the gym",No problems.,228
2018-10-31T11:12:49Z,2018-10-31 11:15:46,100,177,True,2018-10-31 11:15:47,NA,anonymous,EN,36,41,44,75,18,34,40,14,15,25,63,90,72,12,60,Male,51,2,48328,"drink coffee,cook at home,go to the gym,drive to work",NA,229
2018-10-31T11:12:52Z,2018-10-31 11:14:53,100,121,True,2018-10-31 11:14:53,NA,anonymous,EN,39,20,50,59,33,56,29,19,20,22,40,42,24,35,46,Female,32,2,18104,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,230
2018-10-31T11:12:54Z,2018-10-31 11:17:18,100,264,True,2018-10-31 11:17:19,NA,anonymous,EN,33,55,49,19,37,6,25,32,17,39,53,67,51,27,50,Female,57,6,32907,"drink coffee,cook at home,go to the gym",NA,231
2018-10-31T11:12:55Z,2018-10-31 11:14:20,100,85,True,2018-10-31 11:14:20,NA,anonymous,EN,48,59,50,50,40,59,52,50,50,50,59,51,59,51,48,Male,28,2,85304,"cook at home,go to the gym",NA,232
2018-10-31T11:12:56Z,2018-10-31 11:15:47,100,171,True,2018-10-31 11:15:47,NA,anonymous,EN,25,50,60,40,35,15,20,20,10,20,20,60,70,35,40,Female,37,4,18324,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,233
2018-10-31T11:12:57Z,2018-10-31 11:20:48,100,471,True,2018-10-31 11:20:49,NA,anonymous,EN,58,74,79,74,51,43,37,46,59,56,79,83,70,53,79,Female,43,6,95051,drink coffee,no comments,234
2018-10-31T11:12:58Z,2018-10-31 11:15:37,100,159,True,2018-10-31 11:15:37,NA,anonymous,EN,35,25,15,66,3,15,5,15,15,30,75,75,95,10,75,Male,49,4,37921,"drink coffee,cook at home,go to the gym,drive to work",NA,235
2018-10-31T11:12:59Z,2018-10-31 11:14:52,100,112,True,2018-10-31 11:14:52,NA,anonymous,EN,69,42,17,76,33,46,22,21,44,35,80,59,41,34,55,Female,32,5,89436,"drink coffee,cook at home,go to the gym,drive to work",Nope,236
2018-10-31T11:13:01Z,2018-10-31 11:15:06,100,125,True,2018-10-31 11:15:07,NA,anonymous,EN,55,43,31,55,8,30,8,15,27,18,68,70,58,23,56,Male,48,4,32603,"drink coffee,cook at home,go to the gym,drive to work",NA,237
2018-10-31T11:13:04Z,2018-10-31 11:15:36,100,151,True,2018-10-31 11:15:36,NA,anonymous,EN,66,32,30,64,30,20,5,17,11,22,70,45,76,40,80,Male,31,3,79901,"drink coffee,cook at home,go to the gym,drive to work",NA,238
2018-10-31T11:13:08Z,2018-10-31 11:16:21,100,192,True,2018-10-31 11:16:21,NA,anonymous,EN,58,45,75,84,25,63,5,10,20,42,78,40,80,40,71,Female,53,3,85338,"drink coffee,cook at home,go to the gym,drive to work",Fun study!,239
2018-10-31T11:13:08Z,2018-10-31 11:17:08,100,240,True,2018-10-31 11:17:09,NA,anonymous,EN,63,45,31,77,18,18,12,24,32,13,67,75,73,31,65,Female,49,4,48891,"drink coffee,cook at home,go to the gym,drive to work",NA,240
2018-10-31T11:13:10Z,2018-10-31 11:18:08,100,297,True,2018-10-31 11:18:08,NA,anonymous,EN,90,20,39,70,21,40,22,10,70,60,62,40,90,20,90,Male,25,2,02119,"drink coffee,cook at home,go to the gym,drive to work",NA,241
2018-10-31T11:13:12Z,2018-10-31 11:17:25,100,252,True,2018-10-31 11:17:25,NA,anonymous,EN,45,70,25,75,20,18,26,40,25,47,75,95,80,29,80,Female,61,2,17844,"drink coffee,cook at home,go to the gym,drive to work",NA,242
2018-10-31T11:13:15Z,2018-10-31 11:18:46,100,331,True,2018-10-31 11:18:47,NA,anonymous,EN,56,42,38,34,45,19,20,32,51,53,73,65,75,29,41,Male,29,1,98043,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,243
2018-10-31T11:13:17Z,2018-10-31 11:15:28,100,130,True,2018-10-31 11:15:29,NA,anonymous,EN,60,40,25,70,25,30,25,20,20,34,60,40,80,30,80,Female,30,2,32257,"drink coffee,cook at home,go to the gym,drive to work",NA,244
2018-10-31T11:13:18Z,2018-10-31 11:18:15,100,296,True,2018-10-31 11:18:15,NA,anonymous,EN,78,56,41,55,40,60,54,43,35,50,65,74,62,43,72,Male,28,4,98383,"go to the gym,go to the movies",NICE SURVEY AND PLEASE ACCEPT MY HIT,245
2018-10-31T11:13:21Z,2018-10-31 11:16:51,100,209,True,2018-10-31 11:16:51,NA,anonymous,EN,45,45,35,50,30,25,15,20,20,20,80,80,80,10,45,Male,36,5,30252,"drink coffee,cook at home,go to the gym,drive to work",NA,246
2018-10-31T11:13:25Z,2018-10-31 11:15:29,100,123,True,2018-10-31 11:15:29,NA,anonymous,EN,60,40,60,72,26,19,17,17,36,58,67,73,65,24,58,Male,38,5,85531,"drink coffee,cook at home,go to the gym,drive to work",NA,247
2018-10-31T11:13:27Z,2018-10-31 11:16:39,100,192,True,2018-10-31 11:16:40,NA,anonymous,EN,44,20,10,65,5,40,30,15,5,30,80,50,80,40,60,Male,43,2,40220,"drink coffee,cook at home,go to the gym,drive to work,go to bars",Thank you for the opportunity for the HIT.,248
2018-10-31T11:13:28Z,2018-10-31 11:15:12,100,103,True,2018-10-31 11:15:12,NA,anonymous,EN,0,27,4,2,9,35,78,4,4,45,36,71,85,4,69,Female,55,1,97404,"drink coffee,cook at home,go to the gym,drive to work",NA,249
2018-10-31T11:13:33Z,2018-10-31 11:16:04,100,151,True,2018-10-31 11:16:04,NA,anonymous,EN,40,26,39,56,13,13,9,15,26,10,75,72,75,7,61,Male,56,1,98382,"drink coffee,cook at home,go to the gym,drive to work",NA,250
2018-10-31T11:13:36Z,2018-10-31 11:17:58,100,261,True,2018-10-31 11:17:58,NA,anonymous,EN,58,49,54,69,14,59,61,35,36,53,75,49,68,47,71,Male,34,3,30350,"drink coffee,cook at home,go to the gym,drive to work",NA,251
2018-10-31T11:13:44Z,2018-10-31 11:15:34,100,110,True,2018-10-31 11:15:35,NA,anonymous,EN,54,40,4,80,27,66,3,16,35,17,83,82,58,46,94,Female,33,7,76239,"watch TV,go to the movies,go to bars",the instructions were clear and easy to follow.,252
2018-10-31T11:13:47Z,2018-10-31 11:17:27,100,219,True,2018-10-31 11:17:27,NA,anonymous,EN,50,7,20,15,2,18,5,10,6,3,61,82,89,10,67,Male,58,3,76039,"drink coffee,cook at home,go to the gym,drive to work",you should send the actual numbers to your subjects following the study ... i'd like to know the answers to some of these,253
2018-10-31T11:13:48Z,2018-10-31 11:16:49,100,180,True,2018-10-31 11:16:50,NA,anonymous,EN,63,67,52,84,5,8,40,15,53,26,52,94,96,20,82,Female,68,5,97457,"drink coffee,cook at home,go to the gym,drive to work",NA,254
2018-10-31T11:13:52Z,2018-10-31 11:16:24,100,151,True,2018-10-31 11:16:24,NA,anonymous,EN,65,42,34,90,37,65,65,20,35,30,90,65,80,50,100,Female,28,4,51501,"drink coffee,cook at home,go to the gym,drive to work",NA,255
2018-10-31T11:13:57Z,2018-10-31 11:16:08,100,130,True,2018-10-31 11:16:08,NA,anonymous,EN,49,29,40,44,10,9,11,8,25,42,64,99,75,58,57,Male,31,4,07661,"watch TV,read newspapers,go to the movies,go to bars",NA,256
2018-10-31T11:14:02Z,2018-10-31 11:16:35,100,152,True,2018-10-31 11:16:35,NA,anonymous,EN,35,60,40,85,25,30,25,10,10,30,80,65,90,40,70,Male,21,4,34711,"drink coffee,cook at home,go to the gym,drive to work",NA,257
2018-10-31T11:14:08Z,2018-10-31 11:16:16,100,127,True,2018-10-31 11:16:16,NA,anonymous,EN,50,40,25,80,15,5,40,10,10,45,75,70,85,33,66,Male,32,2,21228,"drink coffee,cook at home,go to the gym,drive to work",NA,258
2018-10-31T11:14:13Z,2018-10-31 11:16:36,100,142,True,2018-10-31 11:16:36,NA,anonymous,EN,71,2,34,85,15,9,40,63,72,26,98,100,96,24,74,Male,24,2,90807,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,259
2018-10-31T11:14:13Z,2018-10-31 11:38:26,100,1453,True,2018-10-31 11:38:27,NA,anonymous,EN,74,14,72,68,7,29,10,22,3,82,73,80,83,18,49,Female,35,1,95205,"watch TV,go to the movies,go to bars",NA,260
2018-10-31T11:14:16Z,2018-10-31 11:15:48,100,91,True,2018-10-31 11:15:48,NA,anonymous,EN,53,48,22,51,35,31,36,15,15,51,78,65,58,54,72,Male,27,2,36301,"drink coffee,cook at home,go to the gym,drive to work",underpaid,261
2018-10-31T11:14:18Z,2018-10-31 11:16:13,100,115,True,2018-10-31 11:16:14,NA,anonymous,EN,52,50,48,62,31,28,18,30,35,40,61,48,59,30,70,Female,27,2,77053,"drink coffee,cook at home,go to the gym,drive to work",NA,262
2018-10-31T11:14:19Z,2018-10-31 11:16:21,100,121,True,2018-10-31 11:16:21,NA,anonymous,EN,67,30,35,87,29,27,23,14,19,37,66,96,81,31,73,Male,29,2,77082,"drink coffee,cook at home,go to the gym,drive to work",NA,263
2018-10-31T11:14:20Z,2018-10-31 11:16:44,100,144,True,2018-10-31 11:16:44,NA,anonymous,EN,50,40,50,90,10,10,60,20,50,10,65,95,80,20,75,Male,49,5,60657,"drink coffee,cook at home,go to the gym,drive to work",Good luck with your study.,264
2018-10-31T11:14:20Z,2018-10-31 11:16:52,100,152,True,2018-10-31 11:16:53,NA,anonymous,EN,40,25,45,45,15,18,5,10,15,15,70,45,80,20,85,Male,43,4,44124,"drink coffee,cook at home,go to the gym,drive to work",NA,265
2018-10-31T11:14:23Z,2018-10-31 11:17:02,100,159,True,2018-10-31 11:17:03,NA,anonymous,EN,94,35,19,44,14,11,10,23,26,22,79,91,96,61,67,Female,33,4,70607,"drink coffee,cook at home,go to the gym,drive to work",NA,266
2018-10-31T11:14:24Z,2018-10-31 11:16:02,100,98,True,2018-10-31 11:16:02,NA,anonymous,EN,75,54,46,72,18,25,36,18,44,46,59,74,62,44,91,Female,41,3,49424,"drink coffee,cook at home,go to the gym,drive to work",NA,267
2018-10-31T11:14:29Z,2018-10-31 11:16:44,100,134,True,2018-10-31 11:16:44,NA,anonymous,EN,58,21,29,78,16,29,26,8,21,25,71,42,94,19,72,Female,23,1,17552,"drink coffee,cook at home,go to the gym,drive to work",NA,268
2018-10-31T11:14:33Z,2018-10-31 11:19:08,100,275,True,2018-10-31 11:19:09,NA,anonymous,EN,57,60,58,56,38,59,25,29,25,52,76,90,71,51,70,Male,30,6,95051,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",very good,269
2018-10-31T11:14:34Z,2018-10-31 11:16:31,100,116,True,2018-10-31 11:16:31,NA,anonymous,EN,78,62,76,80,40,39,40,39,71,48,72,66,70,64,82,Female,30,2,19073,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,270
2018-10-31T11:14:34Z,2018-10-31 11:16:09,100,94,True,2018-10-31 11:16:09,NA,anonymous,EN,40,60,47,76,11,46,11,31,32,53,74,77,79,57,80,Female,28,7,98370,"drink coffee,cook at home,go to the gym,drive to work",NA,271
2018-10-31T11:14:36Z,2018-10-31 11:16:45,100,129,True,2018-10-31 11:16:45,NA,anonymous,EN,34,41,30,59,2,10,26,6,10,60,77,56,82,21,40,Male,29,1,48198,go to bars,NA,272
2018-10-31T11:14:39Z,2018-10-31 11:16:46,100,126,True,2018-10-31 11:16:46,NA,anonymous,EN,85,33,49,93,25,40,24,38,70,73,87,61,89,44,65,Female,21,1,50436,"drink coffee,cook at home,go to the gym,drive to work",NA,273
2018-10-31T11:14:42Z,2018-10-31 11:18:32,100,229,True,2018-10-31 11:18:32,NA,anonymous,EN,52,25,61,62,35,41,11,31,15,62,72,50,78,37,79,Female,30,4,90260,"drink coffee,cook at home,go to the gym,drive to work",NA,274
2018-10-31T11:14:52Z,2018-10-31 11:16:39,100,107,True,2018-10-31 11:16:40,NA,anonymous,EN,63,19,27,35,17,35,9,18,49,33,73,33,78,13,41,Male,31,2,28211,"drink coffee,cook at home,go to the gym,drive to work",NA,275
2018-10-31T11:14:53Z,2018-10-31 11:17:35,100,161,True,2018-10-31 11:17:35,NA,anonymous,EN,55,60,60,70,15,55,15,25,35,20,75,93,95,35,75,Female,40,4,92101,"drink coffee,cook at home,go to the gym,drive to work",NA,276
2018-10-31T11:14:54Z,2018-10-31 11:16:20,100,86,True,2018-10-31 11:16:21,NA,anonymous,EN,53,43,30,75,11,33,24,25,11,20,81,87,90,39,84,Female,28,1,74135,"drink coffee,cook at home,go to the gym,drive to work",NA,277
2018-10-31T11:14:54Z,2018-10-31 11:17:36,100,161,True,2018-10-31 11:17:36,NA,anonymous,EN,31,60,20,92,8,60,25,17,14,12,80,70,80,37,71,Male,54,6,32301,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,278
2018-10-31T11:14:58Z,2018-10-31 11:19:35,100,277,True,2018-10-31 11:19:35,NA,anonymous,EN,35,27,34,49,22,41,19,31,25,44,47,56,57,37,59,Male,55,7,27569,"drink coffee,cook at home,go to the gym,drive to work",Thank you for the opportunity to participate in your survey!,279
2018-10-31T11:15:00Z,2018-10-31 11:17:25,100,144,True,2018-10-31 11:17:25,NA,anonymous,EN,67,38,40,71,30,40,6,31,19,59,72,42,51,35,79,Male,27,3,75243,"drink coffee,cook at home,go to the gym,drive to work",NA,280
2018-10-31T11:15:02Z,2018-10-31 11:17:17,100,135,True,2018-10-31 11:17:18,NA,anonymous,EN,50,25,18,32,13,16,29,17,29,29,74,81,77,28,70,Female,57,2,32789,"drink coffee,cook at home,go to the gym,drive to work",NA,281
2018-10-31T11:15:06Z,2018-10-31 11:18:36,100,209,True,2018-10-31 11:18:36,NA,anonymous,EN,50,40,40,45,40,30,25,25,25,35,55,70,40,35,70,Male,22,3,85001,"drink coffee,cook at home,go to the gym,drive to work",Thank you for letting me take your HIT and have a nice day or night!,282
2018-10-31T11:15:10Z,2018-10-31 11:23:53,100,523,True,2018-10-31 11:23:53,NA,anonymous,EN,73,66,23,67,64,30,60,67,24,26,60,58,79,21,72,Female,32,2,21202,"drink coffee,cook at home,go to the gym,drive to work",NA,283
2018-10-31T11:15:11Z,2018-10-31 11:18:12,100,180,True,2018-10-31 11:18:12,NA,anonymous,EN,62,12,73,43,45,64,50,37,62,43,60,75,69,66,69,Female,40,5,14609,"drink coffee,go to the gym,drive to work,watch TV",NA,284
2018-10-31T11:15:11Z,2018-10-31 11:17:19,100,128,True,2018-10-31 11:17:20,NA,anonymous,EN,15,40,50,85,20,10,30,5,20,25,70,95,75,25,75,Female,28,6,94510,"drink coffee,cook at home,go to the gym,drive to work",NA,285
2018-10-31T11:15:12Z,2018-10-31 11:20:05,100,292,True,2018-10-31 11:20:05,NA,anonymous,EN,44,62,44,67,17,23,18,5,64,44,70,46,80,18,81,Female,35,1,98101,"drink coffee,cook at home,go to the gym,drive to work",NA,286
2018-10-31T11:15:12Z,2018-10-31 11:17:44,100,152,True,2018-10-31 11:17:44,NA,anonymous,EN,62,41,37,39,18,23,10,29,27,29,44,41,76,28,67,Female,27,2,02155,"watch TV,go to the movies,go to bars",NA,287
2018-10-31T11:15:16Z,2018-10-31 11:16:25,100,69,True,2018-10-31 11:16:25,NA,anonymous,EN,29,28,74,91,74,46,69,76,87,48,55,37,39,67,76,Female,32,7,35768,"drink coffee,cook at home,go to the gym,go to bars",NA,288
2018-10-31T11:15:20Z,2018-10-31 11:21:16,100,355,True,2018-10-31 11:21:16,NA,anonymous,EN,91,90,88,80,67,86,100,90,96,85,93,70,88,95,93,Female,33,3,30080,drive to work,none,289
2018-10-31T11:15:21Z,2018-10-31 11:17:13,100,112,True,2018-10-31 11:17:14,NA,anonymous,EN,70,93,55,71,82,77,56,36,56,71,53,69,42,61,61,Male,31,3,76106,drive to work,NA,290
2018-10-31T11:15:21Z,2018-10-31 11:25:22,100,601,True,2018-10-31 11:25:22,NA,anonymous,EN,64,55,62,73,45,72,53,60,70,55,80,55,70,55,75,Female,50,1,92252,"drink coffee,cook at home,go to the gym,drive to work",Thank-you,291
2018-10-31T11:15:23Z,2018-10-31 11:17:07,100,103,True,2018-10-31 11:17:07,NA,anonymous,EN,55,39,43,69,30,46,14,32,40,39,76,28,83,22,71,Male,24,3,20603,"drink coffee,cook at home,go to the gym,drive to work",NA,292
2018-10-31T11:15:24Z,2018-10-31 11:19:49,100,264,True,2018-10-31 11:19:49,NA,anonymous,EN,71,25,40,60,8,17,17,19,7,19,95,14,84,23,85,Male,42,1,97446,"cook at home,go to the gym,drive to work",Thanks!,293
2018-10-31T11:15:26Z,2018-10-31 11:16:57,100,91,True,2018-10-31 11:16:57,NA,anonymous,EN,36,44,35,76,27,33,7,23,11,30,86,58,91,70,77,Male,27,2,32812,"drink coffee,cook at home,go to the gym,drive to work",NA,294
2018-10-31T11:15:26Z,2018-10-31 11:17:00,100,93,True,2018-10-31 11:17:00,NA,anonymous,EN,61,37,14,67,6,55,11,27,28,15,82,75,90,20,73,Male,26,2,69341,"drink coffee,cook at home,go to the gym,drive to work",NA,295
2018-10-31T11:15:27Z,2018-10-31 11:16:53,100,85,True,2018-10-31 11:16:54,NA,anonymous,EN,27,20,28,78,25,51,46,11,35,40,93,91,97,24,77,Male,30,4,61364,"drink coffee,cook at home,go to the gym,drive to work",NA,296
2018-10-31T11:15:29Z,2018-10-31 11:17:11,100,101,True,2018-10-31 11:17:11,NA,anonymous,EN,42,50,40,66,10,42,2,5,2,35,50,80,85,10,60,Male,35,1,98087,"drink coffee,cook at home,go to the gym,drive to work",NA,297
2018-10-31T11:15:32Z,2018-10-31 11:18:34,100,182,True,2018-10-31 11:18:34,NA,anonymous,EN,67,39,15,22,19,8,9,1,6,3,18,46,69,2,63,Male,31,2,10950,"drink coffee,cook at home,go to the gym,drive to work",NA,298
2018-10-31T11:15:32Z,2018-10-31 11:17:46,100,134,True,2018-10-31 11:17:46,NA,anonymous,EN,57,47,69,85,53,67,27,26,40,67,88,66,51,82,88,Female,21,4,26385,"drink coffee,cook at home,go to the gym,drive to work",NA,299
2018-10-31T11:15:35Z,2018-10-31 11:18:26,100,170,True,2018-10-31 11:18:26,NA,anonymous,EN,45,30,27,13,13,22,45,20,18,25,41,55,51,33,65,Male,33,2,90046,"drink coffee,cook at home,go to the gym,drive to work",NA,300
2018-10-31T11:15:36Z,2018-10-31 11:17:58,100,142,True,2018-10-31 11:17:59,NA,anonymous,EN,67,43,41,72,21,40,41,5,60,29,85,80,80,20,72,Female,36,2,67665,"drink coffee,cook at home,go to the gym,drive to work",NA,301
2018-10-31T11:15:36Z,2018-10-31 11:18:41,100,185,True,2018-10-31 11:18:41,NA,anonymous,EN,19,40,7,93,28,21,2,8,15,42,60,98,98,18,72,Male,58,3,65803,"drink coffee,cook at home,go to the gym,drive to work",NA,302
2018-10-31T11:15:39Z,2018-10-31 11:17:55,100,135,True,2018-10-31 11:17:55,NA,anonymous,EN,37,33,12,87,15,36,51,21,28,50,75,39,71,46,68,Male,50,4,75156,"drink coffee,cook at home,drive to work",None.,303
2018-10-31T11:15:40Z,2018-10-31 11:17:50,100,129,True,2018-10-31 11:17:50,NA,anonymous,EN,75,42,67,69,23,52,17,47,13,53,77,35,62,47,73,Female,25,3,33444,"drink coffee,cook at home,go to the gym,drive to work",NA,304
2018-10-31T11:15:41Z,2018-10-31 11:18:38,100,176,True,2018-10-31 11:18:38,NA,anonymous,EN,70,40,35,25,20,25,30,20,25,30,70,35,60,35,30,Male,29,3,95133,"drink coffee,cook at home,go to the gym,drive to work",NA,305
2018-10-31T11:15:42Z,2018-10-31 11:18:12,100,150,True,2018-10-31 11:18:12,NA,anonymous,EN,49,54,36,31,3,30,6,11,29,19,64,49,66,16,66,Male,56,2,45327,"drink coffee,cook at home,go to the gym,drive to work",NA,306
2018-10-31T11:15:44Z,2018-10-31 11:17:10,100,85,True,2018-10-31 11:17:10,NA,anonymous,EN,83,45,83,78,59,44,38,81,32,58,85,69,79,41,46,Male,46,7,08055,"drink coffee,read newspapers",NA,307
2018-10-31T11:15:46Z,2018-10-31 11:19:22,100,215,True,2018-10-31 11:19:22,NA,anonymous,EN,50,60,40,75,20,10,10,20,26,41,75,90,75,33,80,Female,48,3,01106,"drink coffee,cook at home,go to the gym,drive to work",no,308
2018-10-31T11:15:58Z,2018-10-31 11:19:37,100,219,True,2018-10-31 11:19:37,NA,anonymous,EN,65,45,25,80,45,45,40,40,75,80,50,30,70,70,80,Female,68,5,14489,"drink coffee,go to the gym,drive to work",NA,309
2018-10-31T11:15:59Z,2018-10-31 11:18:30,100,151,True,2018-10-31 11:18:31,NA,anonymous,EN,62,85,20,80,15,18,70,32,36,23,84,69,75,36,95,Female,51,7,49405,"drink coffee,cook at home,go to the gym,drive to work,go to bars",NA,310
2018-10-31T11:16:00Z,2018-10-31 11:18:03,100,123,True,2018-10-31 11:18:04,NA,anonymous,EN,46,31,39,13,18,45,20,4,3,32,60,56,77,20,70,Female,49,2,48067,"drink coffee,cook at home,go to the gym,drive to work",I wasn't sure if you meant all people everywhere or people in my country.,311
2018-10-31T11:16:10Z,2018-10-31 11:22:28,100,377,True,2018-10-31 11:22:28,NA,anonymous,EN,80,40,20,90,25,7,10,8,30,60,40,55,80,45,60,Male,24,3,55130,"drink coffee,cook at home,go to the gym,drive to work",NA,312
2018-10-31T11:16:16Z,2018-10-31 11:19:28,100,191,True,2018-10-31 11:19:28,NA,anonymous,EN,52,52,37,64,15,23,32,23,18,48,76,79,82,23,76,Female,43,1,61606,"drink coffee,cook at home,go to the gym,drive to work",NA,313
2018-10-31T11:16:20Z,2018-10-31 11:17:55,100,95,True,2018-10-31 11:17:56,NA,anonymous,EN,34,20,43,81,16,25,33,6,28,7,48,34,43,44,60,Female,34,1,87104,"drink coffee,cook at home,go to the gym,drive to work",NA,314
2018-10-31T11:16:21Z,2018-10-31 11:18:34,100,133,True,2018-10-31 11:18:35,NA,anonymous,EN,45,41,39,76,15,30,30,30,27,40,72,65,56,25,60,Female,36,3,44515,"drink coffee,cook at home,go to the gym,drive to work",NA,315
2018-10-31T11:16:21Z,2018-10-31 11:19:04,100,163,True,2018-10-31 11:19:04,NA,anonymous,EN,70,30,50,15,5,15,20,5,5,5,70,60,80,10,80,Male,36,2,89102,"drink coffee,cook at home,go to the gym,drive to work",NA,316
2018-10-31T11:16:24Z,2018-10-31 11:19:52,100,208,True,2018-10-31 11:19:52,NA,anonymous,EN,50,47,40,42,46,40,40,28,47,32,60,80,78,42,76,Female,61,4,85193,"drink coffee,cook at home,go to the gym,drive to work,go to bars",NA,317
2018-10-31T11:16:27Z,2018-10-31 11:18:58,100,151,True,2018-10-31 11:18:58,NA,anonymous,EN,49,31,33,56,14,12,44,7,13,37,94,43,35,25,40,Male,35,2,95148,"drink coffee,cook at home,go to the gym,drive to work,go to the movies",NA,318
2018-10-31T11:16:28Z,2018-10-31 11:18:20,100,112,True,2018-10-31 11:18:20,NA,anonymous,EN,49,22,13,78,22,30,15,20,13,4,78,36,53,11,53,Female,37,2,73008,"drink coffee,cook at home,go to the gym,drive to work,watch TV",NA,319
2018-10-31T11:16:29Z,2018-10-31 11:20:12,100,222,True,2018-10-31 11:20:12,NA,anonymous,EN,45,45,40,55,8,30,2,20,20,35,65,80,75,15,75,Male,61,4,33764,"drink coffee,cook at home,go to the gym,drive to work",NA,320
2018-10-31T11:16:34Z,2018-10-31 11:20:43,100,248,True,2018-10-31 11:20:43,NA,anonymous,EN,24,67,18,54,4,24,31,24,24,52,74,76,86,30,74,Male,57,2,41011,"drink coffee,cook at home,go to the gym,drive to work,go to the movies,go to bars",NA,321
2018-10-31T11:16:39Z,2018-10-31 11:20:29,100,230,True,2018-10-31 11:20:30,NA,anonymous,EN,30,30,70,60,10,15,30,10,20,40,80,95,80,20,70,Female,39,4,33449,"drink coffee,cook at home,go to the gym,drive to work",NA,322
2018-10-31T11:16:42Z,2018-10-31 11:19:28,100,165,True,2018-10-31 11:19:28,NA,anonymous,EN,36,42,63,71,15,26,55,20,47,62,87,41,23,17,88,Male,69,5,95758,"drink coffee,cook at home,go to the gym,drive to work",The results of this survey would be very interesting to know.,323
2018-10-31T11:16:55Z,2018-10-31 11:18:49,100,114,True,2018-10-31 11:18:50,NA,anonymous,EN,62,29,0,23,1,7,7,1,5,9,75,23,32,4,21,Male,34,2,78258,"drink coffee,cook at home,go to the gym,drive to work",NA,324
2018-10-31T11:17:00Z,2018-10-31 11:19:41,100,161,True,2018-10-31 11:19:41,NA,anonymous,EN,72,28,34,46,22,14,30,14,48,8,78,45,89,34,85,Male,46,4,48371,"drink coffee,cook at home,go to the gym,drive to work",NA,325
2018-10-31T11:17:05Z,2018-10-31 11:19:06,100,121,True,2018-10-31 11:19:06,NA,anonymous,EN,64,40,34,65,5,7,65,7,41,36,67,94,94,26,80,Female,40,3,95630,"drink coffee,cook at home,go to the gym,drive to work",NA,326
2018-10-31T11:17:05Z,2018-10-31 11:25:57,100,532,True,2018-10-31 11:25:57,NA,anonymous,EN,83,58,57,69,84,80,79,70,85,73,77,83,86,80,82,Male,35,5,75247,"drink coffee,cook at home,go to the gym,drive to work,read newspapers,go to the movies",NA,327
2018-10-31T11:17:10Z,2018-10-31 11:20:06,100,176,True,2018-10-31 11:20:06,NA,anonymous,EN,50,50,50,70,20,35,15,25,45,35,65,80,90,40,80,Male,43,6,48084,"drink coffee,cook at home,go to the gym,drive to work",NA,328
