"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","37KGEN7NJ4FI0U7W0JSQU78YO6XPPE","A1ZRK6K5JUPJAV","Approved","Fri Oct 05 10:40:45 PDT 2018","Fri Oct 05 10:43:27 PDT 2018","Mon Oct 08 10:43:27 PDT 2018","2018-10-08 17:43:38 UTC","","","162","100% (3/3)","100% (1/1)","100% (1/1)","29025044"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","37Q970SNZFXCWU4M7YLUOGVB8AZ1S3","AQRPGYJ5PRBTU","Approved","Fri Oct 05 10:57:56 PDT 2018","Fri Oct 05 11:03:47 PDT 2018","Mon Oct 08 11:03:47 PDT 2018","2018-10-08 18:04:37 UTC","","","351","100% (1/1)","100% (1/1)","100% (1/1)","96314246"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","37TD41K0AIYWJXEKNVAE5CE2C7PCS3","A1A1FB3IFEHJ5W","Approved","Fri Oct 05 11:11:46 PDT 2018","Fri Oct 05 11:15:41 PDT 2018","Mon Oct 08 11:15:41 PDT 2018","2018-10-08 18:16:38 UTC","","","235","100% (1/1)","100% (1/1)","100% (1/1)","32335380"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","37U1UTWH9WBI6FOURUU4DGDN0EMR8P","A3UPZ88FI1EJC","Approved","Fri Oct 05 10:45:17 PDT 2018","Fri Oct 05 10:47:47 PDT 2018","Mon Oct 08 10:47:47 PDT 2018","2018-10-08 17:48:37 UTC","","","150","100% (2/2)","100% (1/1)","100% (1/1)","42863887"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","38BQUHLA9XPUURYIT3NJO39D9WQMOY","A5NE8TWS8ZV7B","Approved","Fri Oct 05 10:40:16 PDT 2018","Fri Oct 05 10:41:42 PDT 2018","Mon Oct 08 10:41:42 PDT 2018","2018-10-08 17:42:37 UTC","","","86","100% (2/2)","100% (1/1)","100% (1/1)","10822542"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","38F71OA9GUL0OELPU04T190ZHV4FMA","AETIZKQNUSBLB","Approved","Fri Oct 05 10:56:22 PDT 2018","Fri Oct 05 11:01:49 PDT 2018","Mon Oct 08 11:01:49 PDT 2018","2018-10-08 18:02:37 UTC","","","327","100% (1/1)","100% (1/1)","100% (1/1)","85201438"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","38SKSKU7R2M0SN5UVW9Z4TY2XI1ILX","A36O6HV8LCXLJR","Approved","Fri Oct 05 10:40:53 PDT 2018","Fri Oct 05 10:47:44 PDT 2018","Mon Oct 08 10:47:44 PDT 2018","2018-10-08 17:48:37 UTC","","","411","100% (2/2)","100% (1/1)","100% (1/1)","98275643"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","392CY0QWG2G4UFY9P4AIICWRBW6I44","ATZSD4TTNDO5V","Approved","Fri Oct 05 10:40:29 PDT 2018","Fri Oct 05 10:43:55 PDT 2018","Mon Oct 08 10:43:55 PDT 2018","2018-10-08 17:44:37 UTC","","","206","100% (1/1)","100% (1/1)","100% (1/1)","10550537"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39ASUFLU6YWJCCKXDWMWU8VXCY4XEP","A3N28TNRV4XH2S","Approved","Fri Oct 05 10:43:01 PDT 2018","Fri Oct 05 10:57:50 PDT 2018","Mon Oct 08 10:57:50 PDT 2018","2018-10-08 17:58:37 UTC","","","889","100% (1/1)","100% (1/1)","100% (1/1)","48285450"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39GAF6DQWSPSOMLQ1TQZZ3FI7ESV11","A35IJZ023KD5PQ","Approved","Fri Oct 05 10:40:45 PDT 2018","Fri Oct 05 10:45:31 PDT 2018","Mon Oct 08 10:45:31 PDT 2018","2018-10-08 17:45:38 UTC","","","286","100% (1/1)","100% (1/1)","100% (1/1)","69558010"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39JEC7537VQCBPVOHQFJGZY9BBJCV8","A1IP7MXZ9M7KOF","Approved","Fri Oct 05 10:40:37 PDT 2018","Fri Oct 05 10:44:35 PDT 2018","Mon Oct 08 10:44:35 PDT 2018","2018-10-08 17:44:38 UTC","","","238","100% (1/1)","100% (1/1)","100% (1/1)","67173819"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39JEC7537VQCBPVOHQFJGZY9BBOCVD","A15PHL4MXNUMJ5","Approved","Fri Oct 05 10:56:22 PDT 2018","Fri Oct 05 11:00:08 PDT 2018","Mon Oct 08 11:00:08 PDT 2018","2018-10-08 18:00:37 UTC","","","226","100% (2/2)","100% (2/2)","100% (1/1)","12341907"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39LOEL67OTUQND3SG4T8VIA7U05831","A2LMREAO2XRLTM","Approved","Fri Oct 05 10:40:25 PDT 2018","Fri Oct 05 10:45:09 PDT 2018","Mon Oct 08 10:45:09 PDT 2018","2018-10-08 17:45:38 UTC","","","284","100% (1/1)","100% (1/1)","100% (1/1)","50356011"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39N5ACM9HFCX87RPJUWT8H8JJ2FP9J","A207149DHAS89K","Approved","Fri Oct 05 10:40:33 PDT 2018","Fri Oct 05 10:45:49 PDT 2018","Mon Oct 08 10:45:49 PDT 2018","2018-10-08 17:46:37 UTC","","","316","100% (2/2)","100% (1/1)","100% (1/1)","43199545"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39O5D9O87UHSZGT5XG9DX46QKRR3C3","A3S4CX0HPEIX0D","Approved","Fri Oct 05 10:41:40 PDT 2018","Fri Oct 05 10:53:09 PDT 2018","Mon Oct 08 10:53:09 PDT 2018","2018-10-08 17:53:37 UTC","","","689","100% (1/1)","100% (1/1)","100% (1/1)","78697991"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39OWYR0EPLG0IVA3D3S4V4N6Q5DFYV","A3J55BJGV95JKH","Approved","Fri Oct 05 10:40:26 PDT 2018","Fri Oct 05 10:42:59 PDT 2018","Mon Oct 08 10:42:59 PDT 2018","2018-10-08 17:43:37 UTC","","","153","100% (2/2)","100% (2/2)","100% (1/1)","62383307"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","39PAAFCODNPTX6XZ3CA959YDZXJVTA","AI838RTZTF0RZ","Approved","Fri Oct 05 10:41:39 PDT 2018","Fri Oct 05 10:54:55 PDT 2018","Mon Oct 08 10:54:55 PDT 2018","2018-10-08 17:55:37 UTC","","","796","100% (1/1)","100% (1/1)","100% (1/1)","68881012"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3A9AA95ATXBE7KPDG4JCW13HX6WP5S","A2EJ7U3TZAKROG","Approved","Fri Oct 05 10:40:27 PDT 2018","Fri Oct 05 10:43:37 PDT 2018","Mon Oct 08 10:43:37 PDT 2018","2018-10-08 17:43:38 UTC","","","190","100% (1/1)","100% (1/1)","100% (1/1)","26499544"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3AMW0RGHOERIX9VJK4FYQI33ORWNPG","AXY0D2AMLKE2A","Approved","Fri Oct 05 10:40:49 PDT 2018","Fri Oct 05 10:45:12 PDT 2018","Mon Oct 08 10:45:12 PDT 2018","2018-10-08 17:45:38 UTC","","","263","100% (1/1)","100% (1/1)","100% (1/1)","95273599"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3B1NLC6UG0LCNHEXX0230YU6NFAPGA","A3GLK1KZBI9AYV","Approved","Fri Oct 05 10:40:36 PDT 2018","Fri Oct 05 10:43:30 PDT 2018","Mon Oct 08 10:43:30 PDT 2018","2018-10-08 17:43:38 UTC","","","174","100% (3/3)","100% (2/2)","100% (1/1)","47643381"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3B4YI393VALCQE3GKH0EKHIKYABSSD","A3RFX5JXM5X1GM","Approved","Fri Oct 05 10:40:52 PDT 2018","Fri Oct 05 10:47:36 PDT 2018","Mon Oct 08 10:47:36 PDT 2018","2018-10-08 17:47:38 UTC","","","404","100% (1/1)","100% (1/1)","100% (1/1)","26986982"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3B837J3LDPL0PZ335S09U7DOC8SRSO","A1LEWF3XCAKF39","Approved","Fri Oct 05 10:42:38 PDT 2018","Fri Oct 05 10:44:51 PDT 2018","Mon Oct 08 10:44:51 PDT 2018","2018-10-08 17:45:37 UTC","","","133","100% (2/2)","100% (1/1)","100% (1/1)","97019482"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3BGYGHDBBY9QGG5KWN622HSC2ME22I","A3TWYQENN82FJI","Approved","Fri Oct 05 10:42:49 PDT 2018","Fri Oct 05 10:45:30 PDT 2018","Mon Oct 08 10:45:30 PDT 2018","2018-10-08 17:45:38 UTC","","","161","100% (2/2)","100% (2/2)","100% (1/1)","31990914"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3BXQMRHWK0NP7WIFPPZSN912RIEMUB","A2ZRF4I5RTKN7G","Approved","Fri Oct 05 10:40:23 PDT 2018","Fri Oct 05 10:46:07 PDT 2018","Mon Oct 08 10:46:07 PDT 2018","2018-10-08 17:46:38 UTC","","","344","100% (2/2)","100% (1/1)","100% (1/1)","87746831"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3C2NJ6JBKB6M52UDI64MU5VADH42N8","A8VFIXE5FL8C6","Approved","Fri Oct 05 10:40:22 PDT 2018","Fri Oct 05 10:45:24 PDT 2018","Mon Oct 08 10:45:24 PDT 2018","2018-10-08 17:45:38 UTC","","","302","100% (1/1)","100% (1/1)","100% (1/1)","62457321"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3C2NJ6JBKB6M52UDI64MU5VADH4N2T","A3E8SXH0BAYG85","Approved","Fri Oct 05 10:51:53 PDT 2018","Fri Oct 05 10:55:16 PDT 2018","Mon Oct 08 10:55:16 PDT 2018","2018-10-08 17:55:38 UTC","","","203","100% (1/1)","100% (1/1)","100% (1/1)","44124942"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3CCZ6YKWR88TFX96ZFNFAB32S2E59D","A2XTK2B7R27RBG","Approved","Fri Oct 05 10:40:18 PDT 2018","Fri Oct 05 10:43:35 PDT 2018","Mon Oct 08 10:43:35 PDT 2018","2018-10-08 17:43:38 UTC","","","197","100% (2/2)","100% (2/2)","100% (1/1)","69511851"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3CFJTT4SXUF1D2GSR28PLOG12YWI7O","A7NO8TIGSDE5O","Approved","Fri Oct 05 10:40:45 PDT 2018","Fri Oct 05 10:47:33 PDT 2018","Mon Oct 08 10:47:33 PDT 2018","2018-10-08 17:47:38 UTC","","","408","100% (1/1)","100% (1/1)","100% (1/1)","35754647"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3CN4LGXD5YDQKFDETMWL40QF1F4Y4Q","A3TUV36R7RR04T","Approved","Fri Oct 05 10:41:39 PDT 2018","Fri Oct 05 10:45:53 PDT 2018","Mon Oct 08 10:45:53 PDT 2018","2018-10-08 17:46:37 UTC","","","254","100% (2/2)","100% (2/2)","100% (1/1)","33680700"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3COPXFW7XC1HP3AGNRNIYQMZUWRPKD","A1HCTAULAAOC8A","Approved","Fri Oct 05 10:40:39 PDT 2018","Fri Oct 05 10:44:09 PDT 2018","Mon Oct 08 10:44:09 PDT 2018","2018-10-08 17:44:38 UTC","","","210","100% (1/1)","100% (1/1)","100% (1/1)","50654975"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3CP1TO84PUQIFDO7E6800OVOMW452L","A4T4577P6JL6R","Approved","Fri Oct 05 10:40:12 PDT 2018","Fri Oct 05 10:46:19 PDT 2018","Mon Oct 08 10:46:19 PDT 2018","2018-10-08 17:46:38 UTC","","","367","100% (2/2)","100% (1/1)","100% (1/1)","43127615"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3D4CH1LGEBIRVUYQGB66E8URIBSG96","A3N8DCHN76QJ8K","Approved","Fri Oct 05 10:40:42 PDT 2018","Fri Oct 05 10:43:54 PDT 2018","Mon Oct 08 10:43:54 PDT 2018","2018-10-08 17:44:37 UTC","","","192","100% (1/1)","100% (1/1)","100% (1/1)","59468330"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3DOCMVPBTO3IUOJ64P26MTY8OCVNNK","A2W5RJFHZRE8IS","Approved","Fri Oct 05 10:40:49 PDT 2018","Fri Oct 05 10:43:17 PDT 2018","Mon Oct 08 10:43:17 PDT 2018","2018-10-08 17:43:38 UTC","","","148","100% (1/1)","100% (1/1)","100% (1/1)","84583955"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3E13VNJ1NOKN2G1Q2MRGKEPOZCWI1R","A2E609OEGN4D6H","Approved","Fri Oct 05 10:40:28 PDT 2018","Fri Oct 05 10:44:10 PDT 2018","Mon Oct 08 10:44:10 PDT 2018","2018-10-08 17:44:38 UTC","","","222","100% (1/1)","100% (1/1)","100% (1/1)","60955752"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3E1QT0TDFQY5DGLB170VZOCWDI2I8B","A1FYMTQ3YSEOQ9","Approved","Fri Oct 05 10:40:31 PDT 2018","Fri Oct 05 10:42:28 PDT 2018","Mon Oct 08 10:42:28 PDT 2018","2018-10-08 17:42:38 UTC","","","117","100% (1/1)","100% (1/1)","100% (1/1)","42623592"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3E47SOBEYRL7PJBOIJG01A8F39NCIB","AIZTLQM7HHQN6","Approved","Fri Oct 05 10:40:25 PDT 2018","Fri Oct 05 10:46:15 PDT 2018","Mon Oct 08 10:46:15 PDT 2018","2018-10-08 17:46:38 UTC","","","350","100% (1/1)","100% (1/1)","100% (1/1)","32775033"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3E4GGUZ1T9GLXW9ALTC62DE6JMZK2L","A2W3I2GBGDB637","Approved","Fri Oct 05 10:40:15 PDT 2018","Fri Oct 05 10:49:28 PDT 2018","Mon Oct 08 10:49:28 PDT 2018","2018-10-08 17:49:38 UTC","","","553","100% (2/2)","100% (1/1)","100% (1/1)","41081350"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3EFE17QCRDUN05P09NOFG3BIPZUHSH","A36J8NFK3XNZV0","Approved","Fri Oct 05 10:40:27 PDT 2018","Fri Oct 05 10:55:11 PDT 2018","Mon Oct 08 10:55:11 PDT 2018","2018-10-08 17:55:38 UTC","","","884","100% (1/1)","100% (1/1)","100% (1/1)","75690446"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3EQHHY4HQTH8U7WEDLTP2SPPWF9G5F","AILDNTO2TWB4A","Approved","Fri Oct 05 10:40:35 PDT 2018","Fri Oct 05 10:45:48 PDT 2018","Mon Oct 08 10:45:48 PDT 2018","2018-10-08 17:46:37 UTC","","","313","100% (1/1)","100% (1/1)","100% (1/1)","82543460"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3F0BG9B9MQCN32VXVKUS7CAPSHUY7A","A2C88J6NP26WLX","Approved","Fri Oct 05 10:41:41 PDT 2018","Fri Oct 05 10:45:38 PDT 2018","Mon Oct 08 10:45:38 PDT 2018","2018-10-08 17:46:37 UTC","","","237","100% (2/2)","100% (2/2)","100% (1/1)","27205734"
"36MUZ9VAE6R2SMHMWUGICHXHEGVED7","3QWFS36IISWI0JHQLHQTVOQMPQLQBO","Estimation Game","Make some judgements on given statements","language game, game, survey","$0.50","Fri Oct 05 10:40:01 PDT 2018","200","BatchId:3392274;OriginalHitTemplateId:920937340;","900","259200","Fri Oct 12 10:40:01 PDT 2018","","","3F6HPJW4JEPCSW3RA7V9QO816T82WZ","A1GRPIBHW72HDU","Approved","Fri Oct 05 10:40:27 PDT 2018","Fri Oct 05 10:43:07 PDT 2018","Mon Oct 08 10:43:07 PDT 2018","2018-10-08 17:43:37 UTC","","","160","100% (3/3)","100% (2/2)","100% (1/1)","49117266"
