StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1,tennis_1,skiing_1,podcast_1,driving_1,cook_at_home_1,dairy_products_1,go_to_gym_1,drink_coffee_1,gender,age,politics,zip,attention_check,Q11,MTurkCode
2018-10-05 11:40:51,2018-10-05 11:44:01,IP Address,82.102.30.43,100,190,True,2018-10-05 11:44:02,R_1IXjmrQMVuU11d0,,,,,36.1750030517578125,-115.13719940185546875,anonymous,EN,60,19,31,57,20,23,25,2,5,50,30,77,70,16,59,Male,32,Democrat,44240,"drink coffee,cook at home,go to the gym,drive to work",,50654975
2018-10-05 11:41:04,2018-10-05 11:44:02,IP Address,68.204.211.148,100,178,True,2018-10-05 11:44:03,R_Ab0i9T1WkmX6hm9,,,,,28.6024017333984375,-81.3589019775390625,anonymous,EN,55,37,24,55,16,16,23,19,41,21,69,90,74,33,74,Female,57,Democrat,32789,"drink coffee,cook at home,go to the gym,drive to work",,88712538
2018-10-05 11:40:47,2018-10-05 11:44:03,IP Address,174.205.18.207,100,195,True,2018-10-05 11:44:03,R_3HzRmTvOC0FzjOB,,,,,38.9369964599609375,-76.99340057373046875,anonymous,EN,40,32,60,75,8,15,15,10,20,50,60,66,76,60,75,Male,24,Republican,21230,"drink coffee,cook at home,go to the gym,drive to work",,55399227
2018-10-05 11:41:55,2018-10-05 11:44:04,IP Address,108.4.20.27,100,128,True,2018-10-05 11:44:04,R_yWorWEtre1ZewDL,,,,,37.5023040771484375,-77.56929779052734375,anonymous,EN,50,30,30,40,40,30,40,36,35,40,60,90,86,75,80,Female,30,Independent,23860,"drink coffee,cook at home,go to the gym,drive to work",,67173819
2018-10-05 11:41:05,2018-10-05 11:44:06,IP Address,184.158.54.107,100,180,True,2018-10-05 11:44:07,R_2dyJtHBUUCDJJ7p,,,,,43.9102020263671875,-91.24320220947265625,anonymous,EN,79,50,34,80,45,22,37,25,15,32,80,68,80,27,75,Female,59,Independent,54653,"drink coffee,cook at home,go to the gym,drive to work",None today. :o),34075061
2018-10-05 11:40:36,2018-10-05 11:44:07,IP Address,192.3.231.20,100,210,True,2018-10-05 11:44:07,R_1ib4QbntcMxlPyp,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,13,56,29,64,54,32,31,26,37,17,63,77,31,24,55,Female,33,Democrat,03109,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,57600115
2018-10-05 11:41:03,2018-10-05 11:44:12,IP Address,104.11.61.83,100,188,True,2018-10-05 11:44:12,R_2yjRoFAwDz1IZzM,,,,,37.9181060791015625,-122.0735015869140625,anonymous,EN,70,40,35,95,25,4,65,15,20,35,75,90,75,25,70,Male,52,Democrat,94598,"drink coffee,cook at home,go to the gym,drive to work",Thanks for the opportunity to participate and good luck with your research!,72214733
2018-10-05 11:42:23,2018-10-05 11:44:14,IP Address,70.176.4.129,100,110,True,2018-10-05 11:44:14,R_2A0QL6cohjkHUB0,,,,,33.6573944091796875,-112.24629974365234375,anonymous,EN,75,54,21,52,20,45,32,13,23,20,83,78,68,37,81,Female,55,Democrat,85381,"drink coffee,cook at home,go to the gym,drive to work",,38040285
2018-10-05 11:41:20,2018-10-05 11:44:15,IP Address,159.118.91.49,100,175,True,2018-10-05 11:44:15,R_OGMAXt6W14rgg93,,,,,33.756805419921875,-90.72969818115234375,anonymous,EN,40,70,40,30,20,60,10,20,20,40,60,70,60,50,80,Female,32,Democrat,38732,"drink coffee,cook at home,go to the gym,drive to work",,12318070
2018-10-05 11:42:38,2018-10-05 11:44:20,IP Address,12.233.24.130,100,101,True,2018-10-05 11:44:20,R_7ZCEAso8993oESt,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,50,44,28,45,25,33,15,8,18,9,74,78,78,31,53,Male,39,Democrat,49417,"drink coffee,cook at home,go to the gym,drive to work",,35348795
2018-10-05 11:41:41,2018-10-05 11:44:24,IP Address,67.85.63.137,100,162,True,2018-10-05 11:44:24,R_31abB9WU6F6ITL0,,,,,40.6808929443359375,-73.94629669189453125,anonymous,EN,64,14,70,78,38,71,14,43,30,28,81,49,37,50,83,Male,34,Independent,11216,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,61891225
2018-10-05 11:41:59,2018-10-05 11:44:30,IP Address,68.53.42.126,100,150,True,2018-10-05 11:44:30,R_2uVEcznDzxuovQN,,,,,35.8455963134765625,-86.39029693603515625,anonymous,EN,60,14,17,74,3,25,10,5,7,13,67,68,84,29,69,Male,33,Democrat,37086,"drink coffee,cook at home,go to the gym,drive to work",,61082425
2018-10-05 11:42:53,2018-10-05 11:44:32,IP Address,147.197.251.156,100,99,True,2018-10-05 11:44:33,R_3BDXmypFG5xuNl7,,,,,51.763397216796875,-0.2241973876953125,anonymous,EN,53,44,70,89,34,61,82,21,4,10,89,64,57,20,75,Female,20,Democrat,92064,"drink coffee,cook at home,go to the gym,drive to work,read newspapers,go to the movies",,98187027
2018-10-05 11:42:28,2018-10-05 11:44:34,IP Address,71.229.5.229,100,125,True,2018-10-05 11:44:34,R_1E3PgKnfkUC7omN,,,,,30.52520751953125,-84.33209991455078125,anonymous,EN,45,45,36,61,15,8,29,7,17,18,44,78,88,29,57,Male,36,Democrat,32308,"drink coffee,cook at home,go to the gym,drive to work",,80477963
2018-10-05 11:42:44,2018-10-05 11:44:37,IP Address,24.4.5.153,100,112,True,2018-10-05 11:44:37,R_21HQnc0qMotYrqM,,,,,37.35009765625,-121.9853973388671875,anonymous,EN,40,30,40,90,15,43,85,10,30,37,80,60,95,15,70,Male,24,Democrat,95054,"drink coffee,cook at home,go to the gym,drive to work",,70886365
2018-10-05 11:40:29,2018-10-05 11:44:38,IP Address,216.237.229.83,100,248,True,2018-10-05 11:44:38,R_1rB7EsDgR7Ox84T,,,,,35.9951934814453125,-79.9293975830078125,anonymous,EN,24,71,40,74,53,38,11,46,38,43,83,80,63,39,56,Male,23,Other,27260,"drink coffee,cook at home,go to the gym,drive to work,watch TV",,50356011
2018-10-05 11:40:58,2018-10-05 11:44:40,IP Address,68.194.80.47,100,222,True,2018-10-05 11:44:40,R_9HUfkP9q1s6oCCR,,,,,40.675994873046875,-73.92060089111328125,anonymous,EN,50,40,35,70,30,40,20,15,70,50,60,60,90,25,60,Male,30,Democrat,11216,"drink coffee,cook at home,go to the gym,drive to work",,33909566
2018-10-05 11:42:43,2018-10-05 11:44:45,IP Address,96.69.151.57,100,121,True,2018-10-05 11:44:45,R_3JEJh4Pouo6UkJL,,,,,39.742706298828125,-105.1186981201171875,anonymous,EN,45,39,60,79,30,31,30,21,20,28,53,70,58,32,46,Male,30,Independent,80234,"watch TV,read newspapers,go to the movies,go to bars",,97019482
2018-10-05 11:42:13,2018-10-05 11:44:49,IP Address,67.10.52.16,100,155,True,2018-10-05 11:44:49,R_024OsuOMzQqqLn3,,,,,25.9759979248046875,-97.54199981689453125,anonymous,EN,52,42,19,69,13,34,41,12,18,22,77,73,77,18,83,Female,68,Democrat,78520,"drink coffee,cook at home,go to the gym,drive to work",,83969094
2018-10-05 11:41:31,2018-10-05 11:44:52,IP Address,65.79.144.190,100,201,True,2018-10-05 11:44:52,R_BrDqGDmxd3TERFf,,,,,41.95599365234375,-87.66069793701171875,anonymous,EN,32,54,43,62,26,27,54,16,29,36,57,93,76,21,73,Male,69,Independent,60613,"drink coffee,cook at home,go to the gym,drive to work",,98896827
2018-10-05 11:43:14,2018-10-05 11:44:52,IP Address,66.169.55.216,100,97,True,2018-10-05 11:44:52,R_31zJlB4SwmbDLix,,,,,34.931793212890625,-82.01020050048828125,anonymous,EN,50,45,50,81,22,25,31,40,40,41,79,85,75,50,79,Female,31,Democrat,29307,"drink coffee,cook at home,go to the gym,drive to work",,26961612
2018-10-05 11:41:32,2018-10-05 11:44:53,IP Address,24.47.213.31,100,200,True,2018-10-05 11:44:53,R_1BQxJwu4jpNS4Db,,,,,40.9272003173828125,-74.30390167236328125,anonymous,EN,18,47,9,8,8,16,3,8,18,16,78,88,74,12,60,Male,68,Republican,07470,"watch TV,read newspapers,go to the movies,go to bars",NO,18668213
2018-10-05 11:43:23,2018-10-05 11:44:57,IP Address,104.175.53.164,100,94,True,2018-10-05 11:44:57,R_2cBZaVSXSEDYNum,,,,,34.059906005859375,-118.310302734375,anonymous,EN,66,53,52,83,5,16,18,9,20,36,65,49,89,27,75,Female,25,Independent,90036,"drink coffee,cook at home,go to the gym,drive to work",,15213817
2018-10-05 11:41:23,2018-10-05 11:44:59,IP Address,172.114.100.24,100,215,True,2018-10-05 11:44:59,R_1dpjv9Q2TASQexl,,,,,34.2572021484375,-118.41949462890625,anonymous,EN,35,20,30,65,25,30,30,11,20,20,60,65,55,30,45,Male,31,Independent,91402,"drink coffee,cook at home,go to the gym,drive to work",I enjoyed the study.,96206925
2018-10-05 11:43:07,2018-10-05 11:45:01,IP Address,99.203.31.136,100,114,True,2018-10-05 11:45:01,R_2YG0XFUNTZf9I01,,,,,25.9387969970703125,-80.2144012451171875,anonymous,EN,50,35,10,60,44,20,9,46,40,44,85,24,58,43,70,Female,35,Independent,32301,"drink coffee,cook at home,go to the gym,drive to work",,86607687
2018-10-05 11:42:12,2018-10-05 11:45:03,IP Address,108.244.83.203,100,170,True,2018-10-05 11:45:03,R_a99tPR0XVildPxL,,,,,32.8813018798828125,-97.3621978759765625,anonymous,EN,40,22,30,65,25,30,25,15,33,55,60,75,40,25,40,Male,38,Democrat,76137,"drink coffee,cook at home,go to the gym,drive to work",was interesting thanks for the opportunity,95273599
2018-10-05 11:42:49,2018-10-05 11:45:04,IP Address,173.215.15.248,100,134,True,2018-10-05 11:45:04,R_3j26jT3v5H5mQv2,,,,,42.007293701171875,-92.0767974853515625,anonymous,EN,32,59,34,74,25,37,30,10,15,11,71,55,77,48,80,Female,48,Republican,52346,"drink coffee,cook at home,go to the gym,drive to work",,22736484
2018-10-05 11:41:20,2018-10-05 11:45:05,IP Address,174.104.13.169,100,224,True,2018-10-05 11:45:05,R_1NnzIoH8iheNm0q,,,,,40.8350067138671875,-81.3347015380859375,anonymous,EN,47,69,37,59,24,35,30,43,33,30,49,76,65,33,64,Male,68,Republican,44703,"drink coffee,cook at home,go to the gym,drive to work",good survey thanks,96854885
2018-10-05 11:41:20,2018-10-05 11:45:17,IP Address,190.124.31.91,100,236,True,2018-10-05 11:45:17,R_2Bb9EZrKx5hf9Nh,,,,,8,-66,anonymous,EN,62,87,37,5,57,60,23,40,40,82,76,4,64,53,93,Female,30,Republican,33032,"drink coffee,cook at home,go to the gym,drive to work",very good,69558010
2018-10-05 11:43:43,2018-10-05 11:45:18,IP Address,72.74.16.102,100,95,True,2018-10-05 11:45:19,R_3DBrYJAm3nS7Vmx,,,,,42.7324066162109375,-71.1862030029296875,anonymous,EN,50,40,50,75,50,20,30,30,30,30,60,95,80,40,75,Female,26,Democrat,01844,"drink coffee,cook at home,go to the gym,drive to work",,62457321
2018-10-05 11:41:40,2018-10-05 11:45:19,IP Address,107.208.243.132,100,219,True,2018-10-05 11:45:19,R_2Bxj1U119pgIIcp,,,,,31.8545074462890625,-106.53299713134765625,anonymous,EN,84,77,58,79,46,45,55,78,79,75,100,79,73,81,73,Male,69,Democrat,79912,drive to work,Very Engaging,97815921
2018-10-05 11:42:21,2018-10-05 11:45:20,IP Address,76.113.99.214,100,178,True,2018-10-05 11:45:20,R_2WYCASlz8RPRPzp,,,,,32.247100830078125,-106.8231964111328125,anonymous,EN,35,20,25,75,35,40,15,26,20,30,85,45,70,31,80,Female,27,Independent,88007,"drink coffee,cook at home,go to the gym,drive to work",,16439387
2018-10-05 11:43:13,2018-10-05 11:45:22,IP Address,131.212.251.227,100,129,True,2018-10-05 11:45:22,R_5nflOmbQpN3C1lD,,,,,44.9759063720703125,-93.2165985107421875,anonymous,EN,50,40,30,60,10,25,3,5,10,10,66,95,85,25,55,Female,40,Democrat,55419,"drink coffee,cook at home,go to the gym,drive to work",,31990914
2018-10-05 11:40:56,2018-10-05 11:45:23,IP Address,67.189.45.48,100,266,True,2018-10-05 11:45:23,R_1g0DeleWoR7Hfy9,,,,,44.1027069091796875,-123.13410186767578125,anonymous,EN,56,40,48,73,25,25,20,10,37,27,82,80,70,35,70,Female,29,Independent,97405,"drink coffee,cook at home,go to the gym,drive to work",,29143981
2018-10-05 11:41:02,2018-10-05 11:45:24,IP Address,67.175.66.173,100,261,True,2018-10-05 11:45:24,R_2rvAbUM0acgAMkl,,,,,41.9351959228515625,-88.29090118408203125,anonymous,EN,60,60,70,65,30,25,15,5,30,15,80,70,90,20,75,Male,28,Democrat,60555,"drink coffee,cook at home,go to the gym,drive to work",,82543460
2018-10-05 11:42:02,2018-10-05 11:45:28,IP Address,198.96.95.155,100,206,True,2018-10-05 11:45:29,R_XuDzcyzwGHWciA1,,,,,32.8148040771484375,-96.8704986572265625,anonymous,EN,78,83,69,85,60,80,72,74,66,85,80,80,70,73,90,Male,28,Republican,11235,cook at home,,27205734
2018-10-05 11:43:53,2018-10-05 11:45:29,IP Address,68.6.116.2,100,95,True,2018-10-05 11:45:29,R_Y5e6oGXEEo1X9VT,,,,,34.018402099609375,-119.7252044677734375,anonymous,EN,55,45,53,72,15,23,49,19,44,21,69,52,91,42,63,Male,32,Democrat,92507,"drink coffee,cook at home,go to the gym,drive to work",,30304247
2018-10-05 11:40:20,2018-10-05 11:45:32,IP Address,157.182.121.252,100,312,True,2018-10-05 11:45:33,R_2WSyxRGOFRMUFB3,,,,,39.645599365234375,-79.94329833984375,anonymous,EN,40,30,31,61,12,13,11,17,34,20,84,62,70,37,56,Female,27,Democrat,26505,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,85681948
2018-10-05 11:43:08,2018-10-05 11:45:34,IP Address,65.186.20.223,100,145,True,2018-10-05 11:45:34,R_qFxVSwDXDU2iK7D,,,,,39.96710205078125,-83.76940155029296875,anonymous,EN,15,40,15,60,5,30,3,5,10,30,80,85,95,10,90,Male,36,Republican,45505,"drink coffee,cook at home,go to the gym,drive to work",Thanks.,17303649
2018-10-05 11:43:06,2018-10-05 11:45:39,IP Address,107.77.218.90,100,152,True,2018-10-05 11:45:39,R_2DSOfIzE1BsV9Rk,,,,,29.7527008056640625,-95.4098968505859375,anonymous,EN,56,35,42,38,11,15,23,20,35,30,82,90,91,31,76,Male,26,Democrat,77418,"drink coffee,cook at home,go to the gym,drive to work",,12062499
2018-10-05 11:41:28,2018-10-05 11:45:39,IP Address,47.210.3.243,100,250,True,2018-10-05 11:45:40,R_3q9dTdf2pcmtXOb,,,,,32.5695037841796875,-93.69229888916015625,anonymous,EN,40,30,15,25,10,15,15,10,15,3,80,95,78,9,35,Male,56,Republican,71112,"drink coffee,cook at home,go to the gym,drive to work",,57655392
2018-10-05 11:42:58,2018-10-05 11:45:40,IP Address,73.36.75.94,100,161,True,2018-10-05 11:45:40,R_1ffIvNYXQgRTmyj,,,,,41.824798583984375,-89.732696533203125,anonymous,EN,60,35,20,90,4,15,5,3,31,12,87,85,87,28,60,Male,38,Democrat,61021,"drink coffee,cook at home,go to the gym,drive to work",,52257315
2018-10-05 11:41:33,2018-10-05 11:45:41,IP Address,67.181.174.153,100,247,True,2018-10-05 11:45:41,R_2ZBppX4x7vMdKXf,,,,,38.5377960205078125,-121.4459991455078125,anonymous,EN,38,12,22,26,28,28,23,15,11,32,48,99,59,24,37,Male,22,Democrat,95826,"cook at home,go to the gym,watch TV,read newspapers,go to the movies",,30746761
2018-10-05 11:43:01,2018-10-05 11:45:42,IP Address,174.230.169.26,100,160,True,2018-10-05 11:45:42,R_2QVxvX7HmkiEaRD,,,,,42.697296142578125,-84.53029632568359375,anonymous,EN,57,62,25,80,40,30,25,20,35,21,75,90,81,27,66,Female,31,Other,49058,"drink coffee,cook at home,go to the gym,drive to work",,33680700
2018-10-05 11:43:45,2018-10-05 11:45:44,IP Address,47.184.146.229,100,118,True,2018-10-05 11:45:44,R_xymwJZKZFJUMPip,,,,,32.9579010009765625,-96.62359619140625,anonymous,EN,49,23,40,47,17,19,14,12,15,26,62,57,66,32,71,Male,40,Independent,75201,"drink coffee,cook at home,go to the gym,drive to work",,43199545
2018-10-05 11:43:44,2018-10-05 11:45:46,IP Address,68.96.169.162,100,122,True,2018-10-05 11:45:47,R_4PjF9HcptyBQqIx,,,,,36.234893798828125,-115.290496826171875,anonymous,EN,48,46,51,60,33,26,14,23,21,40,72,55,45,43,76,Male,31,Democrat,89130,"drink coffee,cook at home,go to the gym,drive to work",no comment,64737905
2018-10-05 11:44:16,2018-10-05 11:45:52,IP Address,198.153.225.230,100,95,True,2018-10-05 11:45:53,R_1Cs8wH97FL8MbAZ,,,,,41.92059326171875,-87.70169830322265625,anonymous,EN,44,42,54,78,13,24,25,38,11,39,60,83,70,34,62,Male,39,Republican,60169,"drink coffee,cook at home,go to the gym,drive to work",,39566923
2018-10-05 11:42:45,2018-10-05 11:45:53,IP Address,68.188.167.211,100,187,True,2018-10-05 11:45:53,R_ezYFknzs9IubJi9,,,,,43.0442962646484375,-83.51920318603515625,anonymous,EN,50,26,20,64,17,60,8,32,23,20,75,58,70,31,65,Male,35,Democrat,48706,"drink coffee,cook at home,go to the gym,drive to work",Thanks for letting me participate.,19299914
2018-10-05 11:41:12,2018-10-05 11:45:56,IP Address,73.121.39.251,100,283,True,2018-10-05 11:45:56,R_3RlVtdbYMbHgX2j,,,,,35.9723968505859375,-84.29039764404296875,anonymous,EN,50,50,40,45,35,40,15,25,30,35,70,90,80,40,60,Male,37,Democrat,37830,"drink coffee,cook at home,go to the gym,drive to work","Everything worked fine, no problems. Have a good day!",65827765
2018-10-05 11:44:21,2018-10-05 11:45:56,IP Address,209.12.233.137,100,95,True,2018-10-05 11:45:56,R_2QxgYkY9OSFqZ8d,,,,,30.1374969482421875,-93.45290374755859375,anonymous,EN,65,28,46,64,31,34,14,24,30,50,69,44,45,28,58,Male,27,Independent,76001,"watch TV,read newspapers,go to the movies",,14250182
2018-10-05 11:41:46,2018-10-05 11:46:00,IP Address,67.223.13.12,100,253,True,2018-10-05 11:46:00,R_Y9sz3sZqVzgz8el,,,,,36.5406036376953125,-82.17569732666015625,anonymous,EN,65,60,25,60,10,25,10,15,15,10,75,86,85,30,70,Female,40,Independent,37620,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,18936293
2018-10-05 11:44:39,2018-10-05 11:46:01,IP Address,71.194.50.48,100,82,True,2018-10-05 11:46:02,R_1N8NgXvFYHIMtMW,,,,,42.3594970703125,-88.27339935302734375,anonymous,EN,35,32,42,89,15,24,38,8,8,63,72,79,72,31,73,Female,40,Democrat,60050,"drink coffee,cook at home,go to the gym,drive to work",,87746831
2018-10-05 11:43:30,2018-10-05 11:46:03,IP Address,70.185.239.116,100,153,True,2018-10-05 11:46:03,R_33iZTiGdsUcJBDQ,,,,,36.09710693359375,-95.96269989013671875,anonymous,EN,56,45,35,80,11,16,21,15,17,28,76,53,60,21,60,Female,32,Republican,44313,"drink coffee,cook at home,go to the gym,drive to work",,85807493
2018-10-05 11:42:49,2018-10-05 11:46:04,IP Address,76.177.111.57,100,194,True,2018-10-05 11:46:05,R_2Y5LW7qOCZhY6ci,,,,,37.968505859375,-84.14600372314453125,anonymous,EN,28,26,41,80,17,31,16,13,6,50,40,78,73,48,55,Female,63,Republican,40391,"drink coffee,cook at home,go to the gym,drive to work",,59713796
2018-10-05 11:44:09,2018-10-05 11:46:05,IP Address,98.127.106.159,100,115,True,2018-10-05 11:46:05,R_1rxhwHNsvtr12GK,,,,,39.12640380859375,-108.5363006591796875,anonymous,EN,52,40,30,84,20,17,19,15,28,26,80,90,83,31,87,Female,42,Independent,81501,"drink coffee,cook at home,go to the gym,drive to work",,76754719
2018-10-05 11:43:56,2018-10-05 11:46:05,IP Address,68.199.29.126,100,129,True,2018-10-05 11:46:06,R_1cYSd24TsUsJ649,,,,,40.670501708984375,-74.1063995361328125,anonymous,EN,68,27,50,28,25,30,97,10,3,52,62,82,38,17,73,Female,29,Democrat,07002,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,85075536
2018-10-05 11:40:39,2018-10-05 11:46:06,IP Address,12.4.5.125,100,327,True,2018-10-05 11:46:06,R_DUJAtde0QbqCrZv,,,,,33.918792724609375,-84.06780242919921875,anonymous,EN,57,66,62,88,31,43,2,7,5,8,54,65,64,22,75,Male,26,Democrat,30043,"drink coffee,cook at home,go to the gym,drive to work",,32775033
2018-10-05 11:41:40,2018-10-05 11:46:11,IP Address,196.17.224.229,100,270,True,2018-10-05 11:46:11,R_1pFPyhJwva16QZs,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,72,93,81,55,61,80,52,86,94,76,44,86,54,100,62,Female,29,Democrat,90001,"go to the gym,drive to work,watch TV",,78166621
2018-10-05 11:43:21,2018-10-05 11:46:13,IP Address,75.90.197.247,100,172,True,2018-10-05 11:46:14,R_1C90l9frauL53pO,,,,,38.3050994873046875,-83.16809844970703125,anonymous,EN,44,60,41,80,30,32,25,35,56,44,95,79,74,49,92,Male,28,Democrat,41168,"drink coffee,cook at home,go to the gym,drive to work,watch TV",,43127615
2018-10-05 11:43:19,2018-10-05 11:46:21,IP Address,71.238.46.101,100,182,True,2018-10-05 11:46:22,R_2v6XtDbFnwoTaOV,,,,,44.9022979736328125,-123.06620025634765625,anonymous,EN,70,40,60,80,15,20,50,10,40,60,75,85,90,20,90,Male,29,Democrat,97111,"drink coffee,cook at home,go to the gym,drive to work",,27587892
2018-10-05 11:44:50,2018-10-05 11:46:47,IP Address,173.27.185.86,100,116,True,2018-10-05 11:46:47,R_3imO3YSD9FHMrXV,,,,,30.4073944091796875,-86.9785003662109375,anonymous,EN,51,29,24,64,6,46,22,11,33,50,76,44,92,15,50,Male,29,Independent,32563,"drink coffee,cook at home,go to the gym,drive to work",,28582526
2018-10-05 11:42:29,2018-10-05 11:46:51,IP Address,107.152.231.104,100,261,True,2018-10-05 11:46:51,R_2YP5aLi3bUMAIZ0,,,,,33.9734954833984375,-118.24520111083984375,anonymous,EN,81,87,79,91,54,40,77,65,57,54,68,84,83,70,76,Male,27,Republican,98001,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",easy to work for this study,73868956
2018-10-05 11:43:24,2018-10-05 11:46:52,IP Address,73.236.40.189,100,208,True,2018-10-05 11:46:53,R_2YzDKvmFGojXJ1a,,,,,41.05859375,-80.33480072021484375,anonymous,EN,60,51,22,65,15,18,7,15,20,21,82,75,85,13,71,Male,59,Democrat,16105,"drink coffee,cook at home,go to the gym,drive to work",,55980618
2018-10-05 11:44:40,2018-10-05 11:46:53,IP Address,205.197.219.74,100,133,True,2018-10-05 11:46:53,R_2AHxfFNgxwusN7h,,,,,39.9976043701171875,-111.81420135498046875,anonymous,EN,53,44,55,87,37,20,22,23,54,74,71,39,85,38,80,Male,36,Republican,84655,"drink coffee,cook at home,go to the gym,drive to work",,77548075
2018-10-05 11:43:17,2018-10-05 11:46:53,IP Address,47.42.172.20,100,216,True,2018-10-05 11:46:54,R_2rMH8oIU3urpI52,,,,,43.2178955078125,-123.402099609375,anonymous,EN,40,32,10,90,20,30,20,30,21,30,80,90,71,40,82,Male,38,Democrat,97471,"watch TV,read newspapers,go to the movies,go to bars",,92964908
2018-10-05 11:41:06,2018-10-05 11:47:01,IP Address,38.21.184.190,100,355,True,2018-10-05 11:47:02,R_1ovAOnbRUNZ3TmA,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,31,38,42,45,20,60,50,43,38,36,52,65,61,35,64,Female,65,Democrat,76104,"drink coffee,cook at home,go to the gym,go to bars",NA,39460420
2018-10-05 11:44:54,2018-10-05 11:47:05,IP Address,185.230.126.84,100,130,True,2018-10-05 11:47:06,R_2uOrRfE6jFATtEo,,,,,34.0493927001953125,-118.26409912109375,anonymous,EN,80,30,25,85,5,65,15,5,79,10,70,30,85,15,95,Male,24,Independent,92324,"drink coffee,cook at home,go to the gym,drive to work",Everything was fine.,10977760
2018-10-05 11:41:19,2018-10-05 11:47:06,IP Address,70.188.37.50,100,347,True,2018-10-05 11:47:07,R_vTvnJb25f15L1qp,,,,,37.269195556640625,-79.93990325927734375,anonymous,EN,33,40,20,40,20,50,15,15,25,15,70,60,60,20,65,Male,32,Other,24015,"drink coffee,cook at home,go to the gym,drive to work","An age range at the start would be helpful. Ex: Number of people who smoke- what ages? And worldwide? If you say 18-25 in the US, that number is much lower than it once was, and if you, say, include people in their 40s-60s - and expands even moreso internationally, where smoking rates are much higher, etc.",80402397
2018-10-05 11:45:23,2018-10-05 11:47:10,IP Address,135.84.223.214,100,106,True,2018-10-05 11:47:10,R_R8f8RO6uEMAYxuV,,,,,41.9922943115234375,-103.6327972412109375,anonymous,EN,60,66,23,85,8,40,20,30,60,38,84,74,94,16,76,Male,26,Democrat,69341,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,53518994
2018-10-05 11:41:35,2018-10-05 11:47:17,IP Address,117.209.168.124,100,341,True,2018-10-05 11:47:17,R_2yrLyfpKJxG9YJL,,,,,12.983306884765625,77.58331298828125,anonymous,EN,78,59,11,31,51,66,54,16,75,32,60,44,70,29,91,Male,42,Republican,37076,go to the gym,nice survey,98874351
2018-10-05 11:42:20,2018-10-05 11:47:19,IP Address,138.128.18.222,100,299,True,2018-10-05 11:47:20,R_338y85v5L92s0G1,,,,,34.0583953857421875,-118.2779998779296875,anonymous,EN,57,38,27,45,34,54,31,22,39,38,58,36,59,47,56,Male,29,Republican,34747,"drink coffee,go to the gym,drive to work,watch TV,read newspapers",GOOD,26986982
2018-10-05 11:40:55,2018-10-05 11:47:23,IP Address,47.155.203.25,100,388,True,2018-10-05 11:47:23,R_20YEJ6k7MZnZ916,,,,,34.0485992431640625,-117.0142974853515625,anonymous,EN,65,55,45,40,30,64,41,38,17,25,89,68,67,35,79,Female,25,Republican,92371,"drink coffee,cook at home,go to the gym,drive to work",,35754647
2018-10-05 11:41:32,2018-10-05 11:47:30,IP Address,108.242.223.13,100,357,True,2018-10-05 11:47:30,R_2xRh1jUd6fQT1oh,,,,,33.590301513671875,-101.851898193359375,anonymous,EN,65,45,16,37,5,30,1,10,10,20,80,95,85,7,75,Male,67,Other,79015,"drink coffee,cook at home,go to the gym,drive to work",The point?,98275643
2018-10-05 11:41:17,2018-10-05 11:47:32,IP Address,104.238.32.188,100,375,True,2018-10-05 11:47:32,R_3dNcl7lgs4YFLPR,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,90,62,35,35,25,8,5,2,5,15,75,40,85,30,80,Male,25,Democrat,91304,"drink coffee,cook at home,go to the gym,drive to work",Interesting. Nice day.,45863031
2018-10-05 11:43:54,2018-10-05 11:47:37,IP Address,47.20.200.222,100,222,True,2018-10-05 11:47:37,R_brS1nsJdkIl7a0x,,,,,40.8733062744140625,-74.16590118408203125,anonymous,EN,56,38,40,59,13,37,16,20,37,23,67,70,64,33,77,Male,33,Independent,07011,"drink coffee,cook at home,go to the gym,drive to work",,50681080
2018-10-05 11:45:41,2018-10-05 11:47:41,IP Address,160.3.43.65,100,119,True,2018-10-05 11:47:41,R_OiJN8AtqbXcBKUx,,,,,30.3748931884765625,-89.178497314453125,anonymous,EN,45,45,35,95,35,50,20,10,15,40,65,50,70,25,75,Female,30,Republican,39574,"drink coffee,cook at home,go to the gym,drive to work",,42863887
