StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1,tennis_1,skiing_1,podcast_1,driving_1,cook_at_home_1,dairy_products_1,go_to_gym_1,drink_coffee_1,gender,age,politics,zip,attention_check,Q11,id
2018-10-05T11:46:43Z,2018-10-05 11:53:46,100,422,True,2018-10-05 11:53:46,NA,anonymous,EN,75,87,78,79,88,51,95,91,67,93,72,94,85,90,81,Male,31,Republican,93230,"drink coffee,cook at home,go to the gym,drive to work",good,106
2018-10-05T11:52:28Z,2018-10-05 11:54:23,100,115,True,2018-10-05 11:54:24,NA,anonymous,EN,66,33,25,80,21,57,34,20,40,35,70,90,56,35,60,Female,24,Democrat,92084,"drink coffee,cook at home,go to the gym,drive to work",NA,107
2018-10-05T11:42:33Z,2018-10-05 11:43:57,100,83,True,2018-10-05 11:43:57,NA,anonymous,EN,51,35,37,63,23,16,8,15,7,55,83,74,45,15,73,Female,24,Independent,34748,"drink coffee,cook at home,go to the gym,drive to work",NA,108
2018-10-05T11:45:27Z,2018-10-05 11:48:38,100,190,True,2018-10-05 11:48:38,NA,anonymous,EN,47,34,41,85,6,16,8,10,11,26,90,73,76,15,41,Male,28,Independent,19904,"drink coffee,cook at home,go to the gym,drive to work",NA,109
2018-10-05T11:41:12Z,2018-10-05 11:43:45,100,152,True,2018-10-05 11:43:46,NA,anonymous,EN,75,40,20,70,25,60,20,25,25,35,50,85,70,35,65,Male,25,Republican,07013,"drink coffee,cook at home,go to the gym,drive to work",NA,110
2018-10-05T11:42:49Z,2018-10-05 11:46:04,100,194,True,2018-10-05 11:46:05,NA,anonymous,EN,28,26,41,80,17,31,16,13,6,50,40,78,73,48,55,Female,63,Republican,40391,"drink coffee,cook at home,go to the gym,drive to work",NA,111
2018-10-05T11:40:45Z,2018-10-05 11:42:19,100,93,True,2018-10-05 11:42:19,NA,anonymous,EN,51,42,53,89,8,25,4,10,11,26,80,53,85,19,66,Female,32,Democrat,32566,"drink coffee,cook at home,go to the gym,drive to work",NA,112
2018-10-05T11:40:36Z,2018-10-05 11:42:56,100,140,True,2018-10-05 11:42:56,NA,anonymous,EN,25,30,4,65,30,20,41,5,5,33,31,44,68,20,49,Male,57,Democrat,73112,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,113
2018-10-05T11:40:34Z,2018-10-05 11:44:00,100,205,True,2018-10-05 11:44:00,NA,anonymous,EN,22,40,30,40,39,43,27,28,32,40,76,62,62,38,63,Female,31,Democrat,39773,"drink coffee,cook at home,go to the gym,drive to work",NA,114
2018-10-05T11:41:59Z,2018-10-05 11:44:30,100,150,True,2018-10-05 11:44:30,NA,anonymous,EN,60,14,17,74,3,25,10,5,7,13,67,68,84,29,69,Male,33,Democrat,37086,"drink coffee,cook at home,go to the gym,drive to work",NA,115
2018-10-05T11:41:41Z,2018-10-05 11:44:24,100,162,True,2018-10-05 11:44:24,NA,anonymous,EN,64,14,70,78,38,71,14,43,30,28,81,49,37,50,83,Male,34,Independent,11216,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,116
2018-10-05T11:40:46Z,2018-10-05 11:43:52,100,185,True,2018-10-05 11:43:52,NA,anonymous,EN,70,62,27,31,9,8,33,7,11,18,63,80,69,22,61,Female,60,Independent,89048,"drink coffee,cook at home,go to the gym,drive to work",NA,117
2018-10-05T11:40:32Z,2018-10-05 11:42:49,100,137,True,2018-10-05 11:42:50,NA,anonymous,EN,75,33,22,43,20,19,13,16,8,25,75,58,85,21,70,Female,44,Democrat,74120,"drink coffee,cook at home,go to the gym,drive to work",NA,118
2018-10-05T11:43:43Z,2018-10-05 11:45:18,100,95,True,2018-10-05 11:45:19,NA,anonymous,EN,50,40,50,75,50,20,30,30,30,30,60,95,80,40,75,Female,26,Democrat,01844,"drink coffee,cook at home,go to the gym,drive to work",NA,119
2018-10-05T11:41:53Z,2018-10-05 11:43:44,100,111,True,2018-10-05 11:43:44,NA,anonymous,EN,69,54,20,75,14,14,9,20,35,50,85,90,85,20,65,Male,38,Democrat,84074,"drink coffee,cook at home,go to the gym,drive to work",NA,120
2018-10-05T11:40:48Z,2018-10-05 11:43:14,100,145,True,2018-10-05 11:43:14,NA,anonymous,EN,57,56,19,78,7,13,7,12,25,26,85,50,86,31,60,Male,50,Independent,32225,"drink coffee,cook at home,go to the gym,drive to work",NA,121
2018-10-05T11:56:28Z,2018-10-05 11:58:45,100,136,True,2018-10-05 11:58:45,NA,anonymous,EN,57,33,77,88,8,22,22,1,22,13,77,74,86,51,63,Female,30,Democrat,95035,"drink coffee,cook at home,go to the gym,drive to work",NA,122
2018-10-05T11:43:44Z,2018-10-05 11:45:46,100,122,True,2018-10-05 11:45:47,NA,anonymous,EN,48,46,51,60,33,26,14,23,21,40,72,55,45,43,76,Male,31,Democrat,89130,"drink coffee,cook at home,go to the gym,drive to work",no comment,123
2018-10-05T11:41:14Z,2018-10-05 11:48:09,100,414,True,2018-10-05 11:48:09,NA,anonymous,EN,67,23,50,51,17,25,98,14,50,16,87,59,87,26,50,Female,26,Democrat,34491,"drink coffee,cook at home,go to the gym,drive to work",NA,124
2018-10-05T11:41:12Z,2018-10-05 11:45:56,100,283,True,2018-10-05 11:45:56,NA,anonymous,EN,50,50,40,45,35,40,15,25,30,35,70,90,80,40,60,Male,37,Democrat,37830,"drink coffee,cook at home,go to the gym,drive to work","Everything worked fine, no problems. Have a good day!",125
2018-10-05T11:56:25Z,2018-10-05 11:59:08,100,162,True,2018-10-05 11:59:08,NA,anonymous,EN,40,50,5,75,20,40,5,5,10,20,80,80,60,10,65,Female,49,Democrat,37379,"drink coffee,cook at home,go to the gym,drive to work",NA,126
2018-10-05T11:46:25Z,2018-10-05 11:52:16,100,350,True,2018-10-05 11:52:16,NA,anonymous,EN,56,20,28,42,13,21,8,24,23,15,62,64,77,29,73,Male,26,Republican,85119,"watch TV,read newspapers,go to the movies,go to bars",NA,127
2018-10-05T11:41:55Z,2018-10-05 11:44:04,100,128,True,2018-10-05 11:44:04,NA,anonymous,EN,50,30,30,40,40,30,40,36,35,40,60,90,86,75,80,Female,30,Independent,23860,"drink coffee,cook at home,go to the gym,drive to work",NA,128
2018-10-05T12:07:51Z,2018-10-05 12:10:29,100,157,True,2018-10-05 12:10:29,NA,anonymous,EN,78,31,82,97,18,79,14,25,16,48,44,45,85,29,86,Male,32,Democrat,11206,"watch TV,read newspapers,go to the movies,go to bars",NA,129
2018-10-05T11:40:42Z,2018-10-05 11:43:08,100,145,True,2018-10-05 11:43:09,NA,anonymous,EN,41,55,30,70,24,15,24,19,20,54,70,60,75,21,36,Female,35,Republican,84655,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,130
2018-10-05T11:40:28Z,2018-10-05 11:43:11,100,163,True,2018-10-05 11:43:11,NA,anonymous,EN,43,60,56,83,32,41,20,38,41,43,79,63,84,68,67,Male,46,Independent,57701,"drink coffee,cook at home,go to the gym,drive to work",NA,131
2018-10-05T11:53:35Z,2018-10-05 11:54:47,100,72,True,2018-10-05 11:54:47,NA,anonymous,EN,68,75,70,73,69,82,79,72,81,81,63,73,69,64,82,Male,22,Republican,76244,"read newspapers,go to bars",None,132
2018-10-05T11:48:30Z,2018-10-05 11:52:38,100,248,True,2018-10-05 11:52:39,NA,anonymous,EN,40,30,30,40,30,30,30,40,35,43,55,85,85,30,60,Female,42,Republican,36040,"drink coffee,cook at home,go to the gym,drive to work",NA,133
2018-10-05T11:44:45Z,2018-10-05 11:48:02,100,197,True,2018-10-05 11:48:03,NA,anonymous,EN,65,35,10,75,15,30,2,5,8,20,65,45,60,35,85,Male,28,Democrat,30349,"drink coffee,cook at home,go to the gym,drive to work",NA,134
2018-10-05T11:42:06Z,2018-10-05 11:48:21,100,374,True,2018-10-05 11:48:21,NA,anonymous,EN,50,27,42,66,18,17,28,8,20,26,59,67,70,16,20,Male,37,Democrat,97202,"drink coffee,cook at home,go to the gym,drive to work",NA,135
2018-10-05T11:41:01Z,2018-10-05 11:43:11,100,130,True,2018-10-05 11:43:11,NA,anonymous,EN,61,21,56,81,18,30,5,8,19,16,70,27,87,13,82,Other/Non-conforming,26,Democrat,37055,"drink coffee,cook at home,go to the gym,drive to work",NA,136
2018-10-05T11:41:20Z,2018-10-05 11:45:17,100,236,True,2018-10-05 11:45:17,NA,anonymous,EN,62,87,37,5,57,60,23,40,40,82,76,4,64,53,93,Female,30,Republican,33032,"drink coffee,cook at home,go to the gym,drive to work",very good,137
2018-10-05T12:03:52Z,2018-10-05 12:06:24,100,151,True,2018-10-05 12:06:24,NA,anonymous,EN,69,39,26,73,22,38,44,12,21,48,58,77,67,49,57,Male,47,Democrat,31312,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,138
2018-10-05T11:42:44Z,2018-10-05 11:44:37,100,112,True,2018-10-05 11:44:37,NA,anonymous,EN,40,30,40,90,15,43,85,10,30,37,80,60,95,15,70,Male,24,Democrat,95054,"drink coffee,cook at home,go to the gym,drive to work",NA,139
2018-10-05T11:49:51Z,2018-10-05 11:52:14,100,142,True,2018-10-05 11:52:14,NA,anonymous,EN,45,35,20,90,10,11,7,5,6,10,70,65,85,30,85,Female,57,Democrat,11210,"drink coffee,cook at home,go to the gym,drive to work",NA,140
2018-10-05T11:40:25Z,2018-10-05 11:43:04,100,159,True,2018-10-05 11:43:04,NA,anonymous,EN,83,76,80,68,63,58,61,80,69,91,61,79,72,82,83,Female,28,Republican,10011,"drink coffee,go to the gym",NA,141
2018-10-05T11:41:03Z,2018-10-05 11:44:12,100,188,True,2018-10-05 11:44:12,NA,anonymous,EN,70,40,35,95,25,4,65,15,20,35,75,90,75,25,70,Male,52,Democrat,94598,"drink coffee,cook at home,go to the gym,drive to work",Thanks for the opportunity to participate and good luck with your research!,142
2018-10-05T11:40:32Z,2018-10-05 11:42:27,100,115,True,2018-10-05 11:42:28,NA,anonymous,EN,55,35,20,75,10,25,15,5,25,20,95,60,80,10,50,Male,32,Democrat,60051,"drink coffee,cook at home,go to the gym,drive to work",NA,143
2018-10-05T11:42:29Z,2018-10-05 11:46:51,100,261,True,2018-10-05 11:46:51,NA,anonymous,EN,81,87,79,91,54,40,77,65,57,54,68,84,83,70,76,Male,27,Republican,98001,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",easy to work for this study,144
2018-10-05T11:40:38Z,2018-10-05 11:43:22,100,163,True,2018-10-05 11:43:22,NA,anonymous,EN,29,50,26,32,15,25,12,9,25,62,80,83,89,20,60,Male,37,Democrat,48838,"drink coffee,cook at home,go to the gym,drive to work",No comments other than this was a lot of fun!  Thank you!,145
2018-10-05T11:50:53Z,2018-10-05 11:54:58,100,245,True,2018-10-05 11:54:59,NA,anonymous,EN,70,38,76,61,37,64,99,54,56,63,73,92,71,45,71,Male,23,Independent,97006,go to the gym,GOOD AND NICE.,146
2018-10-05T11:49:35Z,2018-10-05 11:52:37,100,181,True,2018-10-05 11:52:37,NA,anonymous,EN,40,60,40,75,30,46,35,25,45,30,80,95,90,65,60,Female,51,Democrat,44677,"drink coffee,cook at home,go to the gym,drive to work",NA,147
2018-10-05T11:46:03Z,2018-10-05 11:47:59,100,116,True,2018-10-05 11:47:59,NA,anonymous,EN,98,97,99,98,96,98,97,97,99,95,98,98,97,99,98,Female,26,Republican,19307,"drink coffee,go to the gym,drive to work",nice,148
2018-10-05T11:44:09Z,2018-10-05 11:46:05,100,115,True,2018-10-05 11:46:05,NA,anonymous,EN,52,40,30,84,20,17,19,15,28,26,80,90,83,31,87,Female,42,Independent,81501,"drink coffee,cook at home,go to the gym,drive to work",NA,149
2018-10-05T11:44:40Z,2018-10-05 11:46:53,100,133,True,2018-10-05 11:46:53,NA,anonymous,EN,53,44,55,87,37,20,22,23,54,74,71,39,85,38,80,Male,36,Republican,84655,"drink coffee,cook at home,go to the gym,drive to work",NA,150
2018-10-05T11:41:40Z,2018-10-05 11:46:11,100,270,True,2018-10-05 11:46:11,NA,anonymous,EN,72,93,81,55,61,80,52,86,94,76,44,86,54,100,62,Female,29,Democrat,90001,"go to the gym,drive to work,watch TV",NA,151
2018-10-05T11:40:35Z,2018-10-05 11:42:01,100,85,True,2018-10-05 11:42:01,NA,anonymous,EN,40,44,15,80,7,15,11,6,33,2,52,81,92,26,70,Female,28,Democrat,64068,"drink coffee,cook at home,go to the gym,drive to work",NA,152
2018-10-05T11:40:52Z,2018-10-05 11:43:15,100,143,True,2018-10-05 11:43:15,NA,anonymous,EN,50,30,30,75,20,20,10,10,15,65,60,60,70,70,85,Female,34,Democrat,11725,"drink coffee,cook at home,go to the gym,drive to work",NA,153
2018-10-05T11:49:01Z,2018-10-05 11:53:03,100,242,True,2018-10-05 11:53:03,NA,anonymous,EN,70,73,91,77,72,71,82,65,69,76,71,77,67,74,75,Male,22,Republican,76244,"drive to work,watch TV,go to the movies",None,154
2018-10-05T11:40:41Z,2018-10-05 11:43:15,100,154,True,2018-10-05 11:43:15,NA,anonymous,EN,75,75,55,75,30,25,25,35,40,30,95,85,70,60,80,Male,20,Republican,80027,"drink coffee,cook at home,go to the gym,drive to work",NA,155
2018-10-05T11:40:58Z,2018-10-05 11:43:13,100,135,True,2018-10-05 11:43:14,NA,anonymous,EN,50,30,35,80,10,35,10,10,35,25,90,90,80,25,80,Male,40,Independent,98271,"drink coffee,cook at home,go to the gym,drive to work",NA,156
2018-10-05T11:41:19Z,2018-10-05 11:47:06,100,347,True,2018-10-05 11:47:07,NA,anonymous,EN,33,40,20,40,20,50,15,15,25,15,70,60,60,20,65,Male,32,Other,24015,"drink coffee,cook at home,go to the gym,drive to work","An age range at the start would be helpful. Ex: Number of people who smoke- what ages? And worldwide? If you say 18-25 in the US, that number is much lower than it once was, and if you, say, include people in their 40s-60s - and expands even moreso internationally, where smoking rates are much higher, etc.",157
2018-10-05T11:42:28Z,2018-10-05 11:44:34,100,125,True,2018-10-05 11:44:34,NA,anonymous,EN,45,45,36,61,15,8,29,7,17,18,44,78,88,29,57,Male,36,Democrat,32308,"drink coffee,cook at home,go to the gym,drive to work",NA,158
2018-10-05T11:45:55Z,2018-10-05 11:49:45,100,230,True,2018-10-05 11:49:46,NA,anonymous,EN,89,86,88,87,95,74,91,70,84,80,46,89,91,60,80,Male,42,Republican,79703,cook at home,okey,159
2018-10-05T11:52:14Z,2018-10-05 11:59:55,100,460,True,2018-10-05 11:59:55,NA,anonymous,EN,60,31,30,75,15,65,15,21,20,5,60,35,85,35,88,Female,24,Independent,10304,"drink coffee,cook at home,go to the gym,drive to work",NA,160
2018-10-05T11:40:40Z,2018-10-05 11:41:51,100,71,True,2018-10-05 11:41:52,NA,anonymous,EN,37,17,50,40,4,6,10,3,14,5,60,40,60,7,30,Male,28,Democrat,91913,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,161
2018-10-05T11:41:02Z,2018-10-05 11:45:24,100,261,True,2018-10-05 11:45:24,NA,anonymous,EN,60,60,70,65,30,25,15,5,30,15,80,70,90,20,75,Male,28,Democrat,60555,"drink coffee,cook at home,go to the gym,drive to work",NA,162
2018-10-05T11:40:46Z,2018-10-05 11:42:13,100,86,True,2018-10-05 11:42:13,NA,anonymous,EN,55,45,15,50,10,30,20,20,40,35,70,80,90,60,60,Male,39,Republican,21220,"drink coffee,cook at home,go to the gym,drive to work",NA,163
2018-10-05T11:42:13Z,2018-10-05 11:44:49,100,155,True,2018-10-05 11:44:49,NA,anonymous,EN,52,42,19,69,13,34,41,12,18,22,77,73,77,18,83,Female,68,Democrat,78520,"drink coffee,cook at home,go to the gym,drive to work",NA,164
2018-10-05T11:40:38Z,2018-10-05 11:49:40,100,541,True,2018-10-05 11:49:40,NA,anonymous,EN,53,52,29,57,14,22,25,16,36,39,85,76,75,30,85,Male,36,Independent,45385,"drink coffee,cook at home,go to the gym,drive to work",NA,165
2018-10-05T11:40:35Z,2018-10-05 11:42:12,100,96,True,2018-10-05 11:42:12,NA,anonymous,EN,53,25,36,70,16,18,13,26,43,29,70,65,76,60,69,Female,24,Democrat,98277,"drink coffee,cook at home,go to the gym,drive to work",NA,166
2018-10-05T11:41:04Z,2018-10-05 11:43:10,100,126,True,2018-10-05 11:43:11,NA,anonymous,EN,34,38,27,65,33,36,4,12,21,60,65,67,68,47,68,Male,26,Democrat,33186,"drink coffee,cook at home,go to the gym,drive to work",NA,167
2018-10-05T11:43:56Z,2018-10-05 11:46:05,100,129,True,2018-10-05 11:46:06,NA,anonymous,EN,68,27,50,28,25,30,97,10,3,52,62,82,38,17,73,Female,29,Democrat,07002,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,168
2018-10-05T11:58:05Z,2018-10-05 12:01:43,100,217,True,2018-10-05 12:01:43,NA,anonymous,EN,70,50,35,40,30,15,10,5,30,25,70,65,85,20,80,Male,28,Republican,86314,"drink coffee,cook at home,go to the gym,drive to work",NA,169
2018-10-05T11:40:30Z,2018-10-05 11:42:53,100,143,True,2018-10-05 11:42:53,NA,anonymous,EN,50,30,30,60,20,14,10,25,75,30,80,85,75,25,65,Male,39,Democrat,98683,"drink coffee,cook at home,go to the gym,drive to work",NA,170
2018-10-05T11:40:20Z,2018-10-05 11:45:32,100,312,True,2018-10-05 11:45:33,NA,anonymous,EN,40,30,31,61,12,13,11,17,34,20,84,62,70,37,56,Female,27,Democrat,26505,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,171
2018-10-05T11:43:30Z,2018-10-05 11:46:03,100,153,True,2018-10-05 11:46:03,NA,anonymous,EN,56,45,35,80,11,16,21,15,17,28,76,53,60,21,60,Female,32,Republican,44313,"drink coffee,cook at home,go to the gym,drive to work",NA,172
2018-10-05T11:43:07Z,2018-10-05 11:45:01,100,114,True,2018-10-05 11:45:01,NA,anonymous,EN,50,35,10,60,44,20,9,46,40,44,85,24,58,43,70,Female,35,Independent,32301,"drink coffee,cook at home,go to the gym,drive to work",NA,173
2018-10-05T11:56:41Z,2018-10-05 11:58:46,100,124,True,2018-10-05 11:58:46,NA,anonymous,EN,31,30,30,75,10,35,30,5,21,60,80,55,35,35,30,Male,37,Democrat,26505,"drink coffee,cook at home,go to the gym,drive to work",NA,174
2018-10-05T11:40:46Z,2018-10-05 11:42:49,100,122,True,2018-10-05 11:42:49,NA,anonymous,EN,50,50,21,60,3,9,33,10,9,30,90,65,85,25,81,Male,24,Democrat,21042,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",NA,175
2018-10-05T11:44:39Z,2018-10-05 11:46:01,100,82,True,2018-10-05 11:46:02,NA,anonymous,EN,35,32,42,89,15,24,38,8,8,63,72,79,72,31,73,Female,40,Democrat,60050,"drink coffee,cook at home,go to the gym,drive to work",NA,176
2018-10-05T11:41:04Z,2018-10-05 11:44:02,100,178,True,2018-10-05 11:44:03,NA,anonymous,EN,55,37,24,55,16,16,23,19,41,21,69,90,74,33,74,Female,57,Democrat,32789,"drink coffee,cook at home,go to the gym,drive to work",NA,177
2018-10-05T11:40:49Z,2018-10-05 11:42:44,100,114,True,2018-10-05 11:42:44,NA,anonymous,EN,53,44,27,89,15,31,12,28,26,29,85,42,75,50,63,Female,36,Democrat,76302,"drink coffee,cook at home,go to the gym,drive to work",NA,178
2018-10-05T11:49:12Z,2018-10-05 11:52:06,100,173,True,2018-10-05 11:52:06,NA,anonymous,EN,65,15,35,50,7,12,20,5,25,30,75,90,92,40,75,Male,46,Independent,59602,"drink coffee,cook at home,go to the gym,drive to work",NA,179
2018-10-05T11:51:17Z,2018-10-05 11:53:03,100,106,True,2018-10-05 11:53:03,NA,anonymous,EN,40,33,67,25,21,47,14,19,26,21,95,80,85,30,57,Male,37,Independent,27360,"drink coffee,cook at home,go to the gym,drive to work",NA,180
2018-10-05T11:51:21Z,2018-10-05 11:52:23,100,62,True,2018-10-05 11:52:24,NA,anonymous,EN,44,30,14,67,20,33,27,20,19,17,42,64,74,33,56,Female,26,Independent,77013,"drink coffee,cook at home,go to the gym,drive to work",NA,181
2018-10-05T12:08:10Z,2018-10-05 12:10:46,100,156,True,2018-10-05 12:10:46,NA,anonymous,EN,59,25,32,72,16,24,8,2,14,9,80,30,65,19,51,Female,24,Democrat,98338,"drink coffee,cook at home,go to the gym,drive to work",NA,182
2018-10-05T11:41:00Z,2018-10-05 11:42:33,100,93,True,2018-10-05 11:42:34,NA,anonymous,EN,47,39,53,91,1,15,8,1,30,40,70,63,89,34,77,Male,29,Republican,32835,"drink coffee,cook at home,go to the gym,drive to work",NA,183
2018-10-05T11:43:17Z,2018-10-05 11:46:53,100,216,True,2018-10-05 11:46:54,NA,anonymous,EN,40,32,10,90,20,30,20,30,21,30,80,90,71,40,82,Male,38,Democrat,97471,"watch TV,read newspapers,go to the movies,go to bars",NA,184
2018-10-05T11:46:42Z,2018-10-05 11:50:14,100,211,True,2018-10-05 11:50:14,NA,anonymous,EN,50,55,30,90,40,40,20,35,70,40,60,95,90,45,85,Male,51,Other,31302,"drink coffee,cook at home,go to the gym,drive to work",None at this time,185
2018-10-05T11:59:09Z,2018-10-05 12:01:05,100,115,True,2018-10-05 12:01:05,NA,anonymous,EN,93,94,91,91,92,91,93,71,92,91,96,89,88,87,89,Male,28,Democrat,75428,go to the gym,no,186
2018-10-05T11:41:23Z,2018-10-05 11:42:38,100,74,True,2018-10-05 11:42:38,NA,anonymous,EN,65,27,38,93,11,38,11,16,33,49,82,42,91,19,83,Male,29,Democrat,14225,"watch TV,read newspapers,go to the movies,go to bars",NA,187
2018-10-05T11:42:12Z,2018-10-05 11:45:03,100,170,True,2018-10-05 11:45:03,NA,anonymous,EN,40,22,30,65,25,30,25,15,33,55,60,75,40,25,40,Male,38,Democrat,76137,"drink coffee,cook at home,go to the gym,drive to work",was interesting thanks for the opportunity,188
2018-10-05T11:41:23Z,2018-10-05 11:44:59,100,215,True,2018-10-05 11:44:59,NA,anonymous,EN,35,20,30,65,25,30,30,11,20,20,60,65,55,30,45,Male,31,Independent,91402,"drink coffee,cook at home,go to the gym,drive to work",I enjoyed the study.,189
2018-10-05T11:58:22Z,2018-10-05 12:03:35,100,312,True,2018-10-05 12:03:35,NA,anonymous,EN,61,57,48,90,30,82,56,64,65,55,75,70,63,81,75,Female,40,Democrat,61104,"drink coffee,cook at home,go to the gym,drive to work",NA,190
2018-10-05T11:41:20Z,2018-10-05 11:45:05,100,224,True,2018-10-05 11:45:05,NA,anonymous,EN,47,69,37,59,24,35,30,43,33,30,49,76,65,33,64,Male,68,Republican,44703,"drink coffee,cook at home,go to the gym,drive to work",good survey thanks,191
2018-10-05T11:42:43Z,2018-10-05 11:44:45,100,121,True,2018-10-05 11:44:45,NA,anonymous,EN,45,39,60,79,30,31,30,21,20,28,53,70,58,32,46,Male,30,Independent,80234,"watch TV,read newspapers,go to the movies,go to bars",NA,192
2018-10-05T11:40:40Z,2018-10-05 11:42:50,100,129,True,2018-10-05 11:42:50,NA,anonymous,EN,71,79,100,92,48,57,77,18,37,39,64,75,60,74,77,Female,28,Democrat,55403,"drink coffee,cook at home,go to the gym,drive to work",NA,193
2018-10-05T11:41:40Z,2018-10-05 11:45:19,100,219,True,2018-10-05 11:45:19,NA,anonymous,EN,84,77,58,79,46,45,55,78,79,75,100,79,73,81,73,Male,69,Democrat,79912,drive to work,Very Engaging,194
2018-10-05T11:42:53Z,2018-10-05 11:44:32,100,99,True,2018-10-05 11:44:33,NA,anonymous,EN,53,44,70,89,34,61,82,21,4,10,89,64,57,20,75,Female,20,Democrat,92064,"drink coffee,cook at home,go to the gym,drive to work,read newspapers,go to the movies",NA,195
2018-10-05T11:41:32Z,2018-10-05 11:47:30,100,357,True,2018-10-05 11:47:30,NA,anonymous,EN,65,45,16,37,5,30,1,10,10,20,80,95,85,7,75,Male,67,Other,79015,"drink coffee,cook at home,go to the gym,drive to work",The point?,196
2018-10-05T11:47:20Z,2018-10-05 11:49:37,100,137,True,2018-10-05 11:49:37,NA,anonymous,EN,75,48,20,70,10,22,15,5,8,15,61,90,85,35,70,Female,38,Democrat,27572,"watch TV,read newspapers,go to the movies,go to bars",NA,197
2018-10-05T11:40:32Z,2018-10-05 11:43:01,100,148,True,2018-10-05 11:43:01,NA,anonymous,EN,62,62,38,56,20,20,15,25,59,38,80,75,95,51,69,Female,39,Republican,21911,"drink coffee,cook at home,go to the gym,drive to work",thanks,198
2018-10-05T11:41:35Z,2018-10-05 11:47:17,100,341,True,2018-10-05 11:47:17,NA,anonymous,EN,78,59,11,31,51,66,54,16,75,32,60,44,70,29,91,Male,42,Republican,37076,go to the gym,nice survey,199
2018-10-05T11:41:31Z,2018-10-05 11:44:52,100,201,True,2018-10-05 11:44:52,NA,anonymous,EN,32,54,43,62,26,27,54,16,29,36,57,93,76,21,73,Male,69,Independent,60613,"drink coffee,cook at home,go to the gym,drive to work",NA,200
