StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,computer_preference_1,cook_at_home_1,dairy_products_1,go_to_gym_1,news_phone_1,gender,age,politics_1,zip,attention_check,Q11,id
2018-11-21T20:40:13Z,2018-11-21 20:43:11,100,177,True,2018-11-21 20:43:12,NA,anonymous,EN,52,51,83,91,48,72,Male,24,4,90024,"like big cities,cook at home,go to the gym,consume dairy products",NA,124
2018-11-21T14:05:19Z,2018-11-21 14:07:35,100,135,True,2018-11-21 14:07:35,NA,anonymous,EN,30,100,100,30,100,100,Female,44,3,85022,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,125
2018-11-22T05:09:57Z,2018-11-22 05:11:41,100,103,True,2018-11-22 05:11:41,NA,anonymous,EN,52,60,96,89,54,58,Female,57,6,85122,"like big cities,cook at home,go to the gym,consume dairy products",NA,126
2018-11-22T04:34:40Z,2018-11-22 04:38:55,100,254,True,2018-11-22 04:38:55,NA,anonymous,EN,50,5,30,35,15,40,Male,25,1,20874,"cook at home,go to the gym,consume dairy products",NA,127
2018-11-21T14:18:10Z,2018-11-21 14:19:33,100,82,True,2018-11-21 14:19:33,NA,anonymous,EN,100,100,100,100,100,100,Female,29,3,19465,"like big cities,cook at home,go to the gym,consume dairy products",NA,128
2018-11-21T18:45:59Z,2018-11-21 18:49:24,100,204,True,2018-11-21 18:49:25,NA,anonymous,EN,65,65,70,50,65,85,Female,52,2,77047,"like big cities,cook at home,go to the gym,consume dairy products",NA,129
2018-11-21T17:20:10Z,2018-11-21 17:22:04,100,113,True,2018-11-21 17:22:04,NA,anonymous,EN,80,70,62,95,41,71,Female,50,2,96749,"like big cities,cook at home,go to the gym,consume dairy products",NA,130
2018-11-21T22:23:10Z,2018-11-21 22:26:14,100,183,True,2018-11-21 22:26:14,NA,anonymous,EN,49,74,65,56,83,92,Male,34,7,29414,"watch TV,go to the movies",Nice,131
2018-11-21T14:00:29Z,2018-11-21 14:04:39,100,250,True,2018-11-21 14:04:40,NA,anonymous,EN,73,64,60,38,49,49,Male,23,3,10100,watch TV,NA,132
2018-11-21T13:59:20Z,2018-11-21 14:01:20,100,119,True,2018-11-21 14:01:21,NA,anonymous,EN,70,55,50,70,30,90,Male,28,2,08859,"like big cities,cook at home,go to the gym,consume dairy products",NA,133
2018-11-22T01:55:34Z,2018-11-22 01:58:35,100,180,True,2018-11-22 01:58:35,NA,anonymous,EN,66,62,59,61,52,68,Female,36,4,10013,"like big cities,go to the gym,consume dairy products",NA,134
2018-11-21T18:51:10Z,2018-11-21 18:54:01,100,170,True,2018-11-21 18:54:01,NA,anonymous,EN,61,62,65,69,72,70,Female,38,5,20190,"like big cities,cook at home,go to the gym,consume dairy products",interesting,135
2018-11-21T22:14:12Z,2018-11-21 22:15:33,100,80,True,2018-11-21 22:15:33,NA,anonymous,EN,100,81,100,100,100,100,Male,24,1,13203,"like big cities,cook at home,consume dairy products",NA,136
2018-11-21T21:03:01Z,2018-11-21 21:05:44,100,162,True,2018-11-21 21:05:44,NA,anonymous,EN,72,69,70,79,84,76,Female,72,5,42041,"like big cities,cook at home,consume dairy products",interesting,137
2018-11-21T14:04:59Z,2018-11-21 14:06:23,100,83,True,2018-11-21 14:06:23,NA,anonymous,EN,40,55,40,95,50,90,Male,22,4,13760,"like big cities,cook at home,go to the gym,consume dairy products",NA,138
2018-11-21T22:21:20Z,2018-11-21 22:24:32,100,191,True,2018-11-21 22:24:32,NA,anonymous,EN,80,85,98,90,88,100,Female,25,3,05401,"like big cities,cook at home,go to the gym,consume dairy products,watch TV,read newspapers",NA,139
2018-11-21T13:59:24Z,2018-11-21 14:00:48,100,84,True,2018-11-21 14:00:48,NA,anonymous,EN,86,82,87,84,71,95,Female,43,4,85302,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,140
2018-11-21T14:05:33Z,2018-11-21 14:06:43,100,70,True,2018-11-21 14:06:43,NA,anonymous,EN,68,57,70,55,65,65,Female,27,2,02112,"like big cities,cook at home,go to the gym,consume dairy products",NA,141
2018-11-22T00:00:19Z,2018-11-22 00:02:11,100,111,True,2018-11-22 00:02:11,NA,anonymous,EN,73,65,82,53,62,75,Male,24,5,91206,"like big cities,cook at home,go to the gym,consume dairy products",NA,142
2018-11-21T18:40:45Z,2018-11-21 18:43:03,100,138,True,2018-11-21 18:43:04,NA,anonymous,EN,75,70,40,80,40,90,Male,29,4,79703,"like big cities,cook at home,go to the gym,consume dairy products",NA,143
2018-11-21T15:46:32Z,2018-11-21 15:49:16,100,163,True,2018-11-21 15:49:16,NA,anonymous,EN,85,85,100,95,90,85,Female,22,4,08824,"like big cities,cook at home,go to the gym,consume dairy products",NA,144
2018-11-21T20:19:52Z,2018-11-21 20:22:18,100,145,True,2018-11-21 20:22:18,NA,anonymous,EN,70,75,85,70,60,85,Female,42,4,18612,"like big cities,cook at home,go to the gym,consume dairy products",it was fine,145
2018-11-21T13:59:23Z,2018-11-21 14:00:30,100,67,True,2018-11-21 14:00:30,NA,anonymous,EN,47,26,31,45,58,64,Female,31,5,70508,"like big cities,go to the gym",NA,146
2018-11-21T14:01:10Z,2018-11-21 14:03:31,100,141,True,2018-11-21 14:03:32,NA,anonymous,EN,60,50,80,65,60,55,Male,32,2,16648,"like big cities,cook at home,go to the gym,consume dairy products",NA,147
2018-11-22T00:59:34Z,2018-11-22 01:01:38,100,123,True,2018-11-22 01:01:38,NA,anonymous,EN,72,61,96,96,43,85,Male,42,5,92882,"like big cities,cook at home,go to the gym,consume dairy products",NA,148
2018-11-21T17:42:34Z,2018-11-21 17:46:29,100,235,True,2018-11-21 17:46:30,NA,anonymous,EN,71,91,78,98,65,96,Female,50,4,17013,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,149
2018-11-22T06:30:40Z,2018-11-22 06:33:17,100,157,True,2018-11-22 06:33:18,NA,anonymous,EN,29,50,80,71,59,77,Female,31,2,28054,"like big cities,cook at home,go to the gym,consume dairy products",NA,150
2018-11-22T06:06:25Z,2018-11-22 06:14:03,100,457,True,2018-11-22 06:14:04,NA,anonymous,EN,76,71,90,84,81,90,Male,32,5,22209,"like big cities,cook at home,go to the gym,consume dairy products",NA,151
2018-11-21T14:22:56Z,2018-11-21 14:24:21,100,85,True,2018-11-21 14:24:22,NA,anonymous,EN,50,55,51,51,51,51,Male,40,4,15219,"like big cities,cook at home,go to the gym",NA,152
2018-11-22T00:16:59Z,2018-11-22 00:19:37,100,158,True,2018-11-22 00:19:38,NA,anonymous,EN,92,56,90,70,77,94,Male,28,6,06040,"like big cities,cook at home,go to the gym,consume dairy products",Fun Study,153
2018-11-21T14:30:59Z,2018-11-21 14:32:08,100,68,True,2018-11-21 14:32:09,NA,anonymous,EN,80,80,80,71,78,82,Female,43,2,98034,"like big cities,cook at home,consume dairy products,go to the movies",NA,154
2018-11-21T15:43:14Z,2018-11-21 15:44:43,100,88,True,2018-11-21 15:44:43,NA,anonymous,EN,75,75,75,75,75,75,Female,29,1,55407,"like big cities,cook at home,go to the gym,consume dairy products",NA,155
2018-11-21T21:43:53Z,2018-11-21 21:45:45,100,111,True,2018-11-21 21:45:45,NA,anonymous,EN,50,50,86,84,32,75,Female,26,4,60073,"like big cities,cook at home,go to the gym,consume dairy products",NA,156
2018-11-21T14:10:12Z,2018-11-21 14:11:27,100,75,True,2018-11-21 14:11:28,NA,anonymous,EN,70,80,70,98,90,80,Male,35,4,53719,"like big cities,cook at home,go to the gym,consume dairy products",NA,157
2018-11-21T14:08:54Z,2018-11-21 14:10:25,100,91,True,2018-11-21 14:10:25,NA,anonymous,EN,89,94,96,100,96,100,Female,22,1,26184,"like big cities,cook at home,go to the gym,consume dairy products",NA,158
2018-11-21T15:03:45Z,2018-11-21 15:05:11,100,86,True,2018-11-21 15:05:12,NA,anonymous,EN,70,60,80,55,60,75,Male,36,2,15106,"like big cities,cook at home,go to the gym,consume dairy products",NA,159
2018-11-22T05:53:10Z,2018-11-22 05:54:52,100,101,True,2018-11-22 05:54:52,NA,anonymous,EN,85,70,85,75,65,85,Female,51,4,01247,"like big cities,cook at home,go to the gym,consume dairy products",NA,160
2018-11-21T21:14:28Z,2018-11-21 21:15:52,100,83,True,2018-11-21 21:15:52,NA,anonymous,EN,80,54,86,93,75,50,Male,24,2,92117,"like big cities,cook at home,go to the gym,consume dairy products",NA,161
2018-11-21T14:11:37Z,2018-11-21 14:13:57,100,140,True,2018-11-21 14:13:58,NA,anonymous,EN,72,79,89,82,64,84,Female,26,4,08753,"like big cities,cook at home,go to the gym,consume dairy products",NA,162
2018-11-21T14:49:20Z,2018-11-21 14:53:14,100,233,True,2018-11-21 14:53:14,NA,anonymous,EN,75,60,75,95,60,90,Female,61,5,33976,"like big cities,cook at home,go to the gym,consume dairy products",NA,163
2018-11-21T14:38:53Z,2018-11-21 14:40:43,100,110,True,2018-11-21 14:40:43,NA,anonymous,EN,70,57,87,70,66,87,Female,23,1,94707,"like big cities,cook at home,go to the gym,consume dairy products",NA,164
2018-11-21T14:18:14Z,2018-11-21 14:20:19,100,125,True,2018-11-21 14:20:19,NA,anonymous,EN,83,81,90,92,85,78,Female,33,5,92130,"like big cities,cook at home,go to the gym,consume dairy products,watch TV",NA,165
2018-11-21T15:10:28Z,2018-11-21 15:12:32,100,124,True,2018-11-21 15:12:33,NA,anonymous,EN,69,65,91,80,60,74,Female,33,4,76308,"like big cities,cook at home,go to the gym,consume dairy products",NA,166
2018-11-21T14:58:59Z,2018-11-21 15:01:22,100,142,True,2018-11-21 15:01:22,NA,anonymous,EN,64,55,93,85,30,70,Male,44,7,77375,"like big cities,cook at home,go to the gym,consume dairy products",Thank you for using mturk workers for your studies.,167
2018-11-21T20:24:56Z,2018-11-21 20:27:58,100,182,True,2018-11-21 20:27:58,NA,anonymous,EN,43,63,41,16,25,12,Male,44,6,20018,"like big cities,cook at home,go to the gym,consume dairy products",NA,168
2018-11-21T21:57:25Z,2018-11-21 21:58:34,100,69,True,2018-11-21 21:58:34,NA,anonymous,EN,75,68,74,68,83,92,Male,22,2,12561,"like big cities,cook at home,go to the gym,consume dairy products",NA,169
2018-11-21T14:18:07Z,2018-11-21 14:19:45,100,97,True,2018-11-21 14:19:45,NA,anonymous,EN,64,56,85,55,31,52,Male,25,4,33025,"like big cities,cook at home,go to the gym,consume dairy products",NA,170
2018-11-21T15:30:50Z,2018-11-21 15:34:34,100,224,True,2018-11-21 15:34:35,NA,anonymous,EN,50,36,62,75,50,70,Female,29,2,23455,"like big cities,cook at home,go to the gym,consume dairy products",No comments. Thank you!,171
2018-11-21T22:01:29Z,2018-11-21 22:06:42,100,313,True,2018-11-21 22:06:43,NA,anonymous,EN,52,67,95,84,38,60,Female,42,2,78155,"like big cities,cook at home,go to the gym,consume dairy products",NA,172
2018-11-21T14:44:51Z,2018-11-21 14:47:48,100,176,True,2018-11-21 14:47:48,NA,anonymous,EN,85,80,80,90,75,80,Male,33,4,18702,"like big cities,cook at home,go to the gym,consume dairy products",NA,173
2018-11-21T14:10:00Z,2018-11-21 14:11:33,100,92,True,2018-11-21 14:11:33,NA,anonymous,EN,60,50,79,70,50,82,Female,24,2,98233,"like big cities,cook at home,go to the gym,consume dairy products",NA,174
2018-11-21T19:46:16Z,2018-11-21 19:49:46,100,210,True,2018-11-21 19:49:46,NA,anonymous,EN,80,61,83,82,40,63,Male,33,5,97214,"like big cities,cook at home,go to the gym,consume dairy products",NA,175
2018-11-21T14:55:34Z,2018-11-21 15:02:08,100,394,True,2018-11-21 15:02:09,NA,anonymous,EN,100,51,100,96,100,68,Male,27,7,70458,"like big cities,cook at home,go to the gym,consume dairy products,watch TV,read newspapers",none,176
2018-11-21T20:55:48Z,2018-11-21 20:58:07,100,139,True,2018-11-21 20:58:07,NA,anonymous,EN,65,60,65,70,60,60,Male,26,3,80521,"like big cities,cook at home,go to the gym,consume dairy products,watch TV,go to bars",interesting subject matter,177
2018-11-22T06:02:22Z,2018-11-22 06:03:48,100,86,True,2018-11-22 06:03:49,NA,anonymous,EN,62,63,90,80,71,95,Female,27,2,27203,"like big cities,cook at home,go to the gym,consume dairy products",NA,178
2018-11-21T14:18:23Z,2018-11-21 14:20:01,100,97,True,2018-11-21 14:20:02,NA,anonymous,EN,81,89,80,67,70,75,Female,45,6,60007,"like big cities,cook at home,go to the gym,consume dairy products,watch TV,go to the movies",NA,179
2018-11-22T03:37:02Z,2018-11-22 03:37:58,100,56,True,2018-11-22 03:37:58,NA,anonymous,EN,64,62,65,82,62,79,Female,36,1,85008,"like big cities,go to the gym,consume dairy products,read newspapers",NA,180
2018-11-21T14:09:34Z,2018-11-21 14:11:23,100,108,True,2018-11-21 14:11:23,NA,anonymous,EN,81,70,88,97,82,98,Female,31,4,49504,"like big cities,cook at home,go to the gym,consume dairy products",NA,181
2018-11-21T22:54:34Z,2018-11-21 23:01:16,100,401,True,2018-11-21 23:01:17,NA,anonymous,EN,75,70,83,70,35,60,Male,29,2,49428,"like big cities,cook at home,go to the gym,consume dairy products","I can imagine even people who were paying attention getting the memory question (partially) wrong.  That applies more so on the newspaper one, given the statement on news through phones.  It's really easy to second-guess yourself.",182
2018-11-21T14:12:24Z,2018-11-21 14:15:26,100,181,True,2018-11-21 14:15:26,NA,anonymous,EN,74,60,70,80,70,80,Male,57,3,45249,"like big cities,cook at home,go to the gym,consume dairy products",NA,183
2018-11-21T14:57:00Z,2018-11-21 14:59:41,100,161,True,2018-11-21 14:59:41,NA,anonymous,EN,84,66,75,84,58,71,Female,25,2,48104,"like big cities,cook at home,go to the gym,consume dairy products","I couldn't remember about the newspaper, I think they read the news on their phone but don't think one of the things they did was reading newspapers",184
2018-11-21T14:04:18Z,2018-11-21 14:05:44,100,85,True,2018-11-21 14:05:44,NA,anonymous,EN,76,57,83,92,79,73,Female,52,5,60707,"like big cities,cook at home,go to the gym,consume dairy products",NA,185
2018-11-21T19:49:48Z,2018-11-21 19:51:16,100,88,True,2018-11-21 19:51:16,NA,anonymous,EN,50,50,50,50,50,50,Male,27,1,82072,"like big cities,cook at home,go to the gym,consume dairy products",NA,186
2018-11-21T19:33:36Z,2018-11-21 19:35:25,100,108,True,2018-11-21 19:35:25,NA,anonymous,EN,100,100,100,100,100,100,Female,37,7,60103,"like big cities,cook at home,go to the gym,consume dairy products",NA,187
2018-11-21T16:33:30Z,2018-11-21 16:40:53,100,443,True,2018-11-21 16:40:54,NA,anonymous,EN,74,91,68,90,85,92,Female,47,4,29732,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,188
2018-11-21T22:06:36Z,2018-11-21 22:08:43,100,127,True,2018-11-21 22:08:43,NA,anonymous,EN,50,65,81,85,22,44,Male,37,4,79936,"like big cities,cook at home,go to the gym,consume dairy products",NA,189
2018-11-21T14:11:21Z,2018-11-21 14:18:13,100,411,True,2018-11-21 14:18:14,NA,anonymous,EN,98,92,92,97,75,96,Male,26,1,07304,"like big cities,cook at home,go to the gym,consume dairy products",NA,190
2018-11-21T14:39:48Z,2018-11-21 14:41:32,100,104,True,2018-11-21 14:41:32,NA,anonymous,EN,60,70,95,85,60,80,Male,48,4,96816,"like big cities,cook at home,go to the gym,consume dairy products",NA,191
2018-11-21T14:56:31Z,2018-11-21 15:00:45,100,253,True,2018-11-21 15:00:45,NA,anonymous,EN,80,50,95,100,80,50,Female,27,2,92345,"like big cities,cook at home,go to the gym,consume dairy products",NA,192
2018-11-21T14:42:23Z,2018-11-21 14:44:24,100,121,True,2018-11-21 14:44:24,NA,anonymous,EN,40,60,95,40,40,40,Male,52,3,70510,"like big cities,cook at home,go to the gym,consume dairy products",NA,193
2018-11-21T22:19:24Z,2018-11-21 22:25:01,100,337,True,2018-11-21 22:25:02,NA,anonymous,EN,70,55,90,90,80,50,Female,53,4,46970,"like big cities,cook at home,go to the gym,consume dairy products",NA,194
2018-11-21T18:06:11Z,2018-11-21 18:07:49,100,97,True,2018-11-21 18:07:49,NA,anonymous,EN,60,80,70,65,60,65,Male,38,6,95628,"like big cities,cook at home,go to the gym,consume dairy products",NA,195
2018-11-21T14:00:01Z,2018-11-21 14:03:16,100,194,True,2018-11-21 14:03:16,NA,anonymous,EN,45,65,80,40,45,65,Male,27,1,10460,"like big cities,cook at home,go to the gym,consume dairy products","Lame memory check. Not everyone's going to remember every single thing mentioned, no matter how attentive they were throughout the HIT.",196
2018-11-21T17:16:55Z,2018-11-21 17:18:20,100,85,True,2018-11-21 17:18:21,NA,anonymous,EN,75,88,95,50,50,93,Male,35,4,95377,"like big cities,cook at home,go to the gym,consume dairy products",NA,197
2018-11-22T05:34:50Z,2018-11-22 05:37:37,100,167,True,2018-11-22 05:37:38,NA,anonymous,EN,75,70,75,70,50,70,Male,37,2,40873,"like big cities,cook at home,go to the gym,consume dairy products",Thank you,198
2018-11-21T14:10:43Z,2018-11-21 14:13:23,100,159,True,2018-11-21 14:13:23,NA,anonymous,EN,60,60,65,60,50,55,Male,49,2,32746,"like big cities,cook at home,go to the gym,consume dairy products",NA,199
2018-11-21T21:27:32Z,2018-11-21 21:28:44,100,71,True,2018-11-21 21:28:44,NA,anonymous,EN,80,75,80,85,70,65,Female,36,3,46540,"like big cities,cook at home,go to the gym,consume dairy products",NA,200
2018-11-21T14:08:53Z,2018-11-21 14:10:07,100,74,True,2018-11-21 14:10:08,NA,anonymous,EN,73,46,100,38,22,90,Male,23,6,97223,"like big cities,cook at home,go to the gym,consume dairy products",Thank you,201
2018-11-21T21:07:44Z,2018-11-21 21:09:27,100,102,True,2018-11-21 21:09:27,NA,anonymous,EN,75,75,74,75,75,75,Male,35,1,77901,"like big cities,cook at home,go to the gym,consume dairy products",NA,202
2018-11-21T21:39:12Z,2018-11-21 21:42:23,100,190,True,2018-11-21 21:42:23,NA,anonymous,EN,62,63,77,79,60,51,Male,62,6,13350,"like big cities,cook at home,go to the gym,consume dairy products",NA,203
2018-11-22T01:28:15Z,2018-11-22 01:29:27,100,72,True,2018-11-22 01:29:28,NA,anonymous,EN,55,55,35,56,35,42,Female,25,2,90025,"like big cities,cook at home,go to the gym,consume dairy products",NA,204
2018-11-21T19:07:47Z,2018-11-21 19:09:19,100,92,True,2018-11-21 19:09:20,NA,anonymous,EN,85,77,73,75,52,72,Female,24,4,55416,"like big cities,cook at home,go to the gym,consume dairy products",NA,205
2018-11-21T14:08:51Z,2018-11-21 14:10:31,100,99,True,2018-11-21 14:10:31,NA,anonymous,EN,56,70,82,80,52,81,Female,54,7,43614,"like big cities,cook at home,go to the gym,consume dairy products",NA,206
2018-11-21T14:27:54Z,2018-11-21 14:29:58,100,123,True,2018-11-21 14:29:58,NA,anonymous,EN,57,52,74,71,56,83,Female,38,1,33328,"like big cities,cook at home,go to the gym,consume dairy products",all good,207
2018-11-21T20:40:36Z,2018-11-21 20:42:18,100,102,True,2018-11-21 20:42:18,NA,anonymous,EN,75,50,86,90,60,35,Female,29,5,90066,"like big cities,cook at home,go to the gym,consume dairy products",NA,208
2018-11-22T00:05:06Z,2018-11-22 00:06:51,100,105,True,2018-11-22 00:06:51,NA,anonymous,EN,65,60,75,60,45,70,Female,36,1,92129,"like big cities,go to the gym,consume dairy products,watch TV",NA,209
2018-11-21T17:49:40Z,2018-11-21 17:52:44,100,183,True,2018-11-21 17:52:44,NA,anonymous,EN,57,33,78,53,43,66,Male,70,4,48340,"like big cities,cook at home,go to the gym,consume dairy products",None at this time,210
2018-11-21T14:10:15Z,2018-11-21 14:11:49,100,94,True,2018-11-21 14:11:50,NA,anonymous,EN,37,59,69,82,67,93,Female,27,5,45342,"like big cities,cook at home,go to the gym,consume dairy products",NA,211
2018-11-22T02:57:35Z,2018-11-22 02:58:44,100,69,True,2018-11-22 02:58:45,NA,anonymous,EN,71,67,72,74,64,67,Male,29,4,95823,"like big cities,cook at home,go to the gym,consume dairy products",NA,212
2018-11-21T14:10:03Z,2018-11-21 14:13:29,100,206,True,2018-11-21 14:13:29,NA,anonymous,EN,65,70,75,65,62,75,Female,55,5,48157,"like big cities,cook at home,go to the gym,consume dairy products",NA,213
2018-11-21T14:50:58Z,2018-11-21 14:53:05,100,127,True,2018-11-21 14:53:06,NA,anonymous,EN,62,71,73,67,56,68,Male,59,5,37343,"like big cities,cook at home,go to the gym,consume dairy products",NA,214
2018-11-21T20:45:29Z,2018-11-21 20:48:28,100,179,True,2018-11-21 20:48:29,NA,anonymous,EN,90,90,90,90,90,90,Female,28,4,93437,"like big cities,go to the gym,consume dairy products",NA,215
2018-11-22T04:42:20Z,2018-11-22 04:43:58,100,98,True,2018-11-22 04:43:58,NA,anonymous,EN,75,75,60,81,65,85,Male,40,2,37421,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,216
2018-11-21T21:02:01Z,2018-11-21 21:04:09,100,128,True,2018-11-21 21:04:10,NA,anonymous,EN,81,82,57,98,88,92,Female,24,2,15137,"like big cities,cook at home,go to the gym,consume dairy products",no,217
2018-11-22T04:26:22Z,2018-11-22 04:28:02,100,99,True,2018-11-22 04:28:02,NA,anonymous,EN,99,64,100,80,67,100,Female,28,2,37934,"like big cities,cook at home,go to the gym,consume dairy products",NA,218
2018-11-21T23:47:45Z,2018-11-21 23:50:39,100,174,True,2018-11-21 23:50:40,NA,anonymous,EN,100,36,75,85,35,20,Female,30,4,27834,"like big cities,cook at home,go to the gym,consume dairy products",NA,219
2018-11-21T20:42:53Z,2018-11-21 20:45:23,100,150,True,2018-11-21 20:45:23,NA,anonymous,EN,63,50,72,92,35,70,Male,58,6,97138,"like big cities,cook at home,go to the gym,consume dairy products",NA,220
2018-11-21T16:32:09Z,2018-11-21 16:34:23,100,133,True,2018-11-21 16:34:24,NA,anonymous,EN,63,70,61,80,43,50,Female,36,2,50638,"like big cities,cook at home,go to the gym,consume dairy products",NA,221
2018-11-22T03:17:49Z,2018-11-22 03:19:30,100,100,True,2018-11-22 03:19:30,NA,anonymous,EN,80,70,90,90,60,80,Male,44,3,15221,"like big cities,cook at home,go to the gym,consume dairy products",NA,222
2018-11-21T20:52:10Z,2018-11-21 20:54:16,100,126,True,2018-11-21 20:54:16,NA,anonymous,EN,80,80,80,80,80,80,Female,26,2,53081,"like big cities,cook at home,go to the gym,consume dairy products,go to bars",NA,223
2018-11-21T20:19:27Z,2018-11-21 20:20:38,100,71,True,2018-11-21 20:20:39,NA,anonymous,EN,70,57,75,85,68,78,Male,30,1,29693,"like big cities,cook at home,go to the gym,consume dairy products",NA,224
2018-11-21T22:34:37Z,2018-11-21 22:35:12,100,34,True,2018-11-21 22:35:12,NA,anonymous,EN,14,36,36,32,28,23,Male,27,3,90746,like big cities,n/a,225
2018-11-21T14:03:19Z,2018-11-21 14:04:28,100,68,True,2018-11-21 14:04:29,NA,anonymous,EN,47,63,97,87,86,81,Female,34,1,45056,"like big cities,cook at home,go to the gym,consume dairy products",NA,226
2018-11-21T14:53:31Z,2018-11-21 14:56:19,100,168,True,2018-11-21 14:56:20,NA,anonymous,EN,90,63,70,80,26,95,Female,22,4,23113,"like big cities,cook at home,go to the gym,consume dairy products",NA,227
2018-11-22T06:23:24Z,2018-11-22 06:25:30,100,126,True,2018-11-22 06:25:31,NA,anonymous,EN,60,55,75,60,50,75,Female,37,2,13057,"like big cities,cook at home,go to the gym,consume dairy products",NA,228
2018-11-21T21:22:59Z,2018-11-21 21:24:36,100,96,True,2018-11-21 21:24:36,NA,anonymous,EN,70,79,30,50,50,95,Male,33,1,37211,"like big cities,go to the gym,consume dairy products",NA,229
2018-11-21T14:04:13Z,2018-11-21 14:05:48,100,95,True,2018-11-21 14:05:48,NA,anonymous,EN,65,64,85,77,57,71,Female,48,6,70803,"like big cities,cook at home,go to the gym,consume dairy products",NA,230
2018-11-21T15:49:35Z,2018-11-21 15:51:48,100,133,True,2018-11-21 15:51:49,NA,anonymous,EN,63,70,80,78,50,67,Female,20,3,12308,"like big cities,cook at home,go to the gym,consume dairy products",NA,231
2018-11-21T14:09:19Z,2018-11-21 14:10:57,100,97,True,2018-11-21 14:10:57,NA,anonymous,EN,74,32,77,84,39,56,Male,43,2,27701,"like big cities,cook at home,go to the gym,consume dairy products",NA,232
2018-11-22T06:04:11Z,2018-11-22 06:05:35,100,84,True,2018-11-22 06:05:36,NA,anonymous,EN,83,80,85,77,86,89,Male,27,3,44505,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",44505,233
2018-11-22T06:56:12Z,2018-11-22 06:58:08,100,115,True,2018-11-22 06:58:08,NA,anonymous,EN,67,55,85,54,44,61,Female,40,3,70130,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,234
2018-11-21T17:07:25Z,2018-11-21 17:10:48,100,203,True,2018-11-21 17:10:49,NA,anonymous,EN,80,90,62,70,69,95,Male,31,3,95219,"like big cities,cook at home,go to the gym,consume dairy products",NA,235
2018-11-21T22:40:30Z,2018-11-21 22:42:52,100,141,True,2018-11-21 22:42:52,NA,anonymous,EN,78,63,80,91,57,71,Female,34,5,19425,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,236
2018-11-21T14:00:58Z,2018-11-21 14:02:46,100,108,True,2018-11-21 14:02:47,NA,anonymous,EN,36,43,90,85,37,51,Female,51,1,17055,"like big cities,cook at home,go to the gym,consume dairy products",NA,237
2018-11-22T03:34:24Z,2018-11-22 03:36:13,100,108,True,2018-11-22 03:36:13,NA,anonymous,EN,82,57,78,100,56,100,Male,41,4,85008,"like big cities,cook at home,go to the gym,consume dairy products",NA,238
2018-11-21T16:07:20Z,2018-11-21 16:12:24,100,303,True,2018-11-21 16:12:24,NA,anonymous,EN,15,65,70,85,30,75,Female,56,1,13324,"like big cities,cook at home,go to the gym,consume dairy products","Fun, thank you",239
2018-11-21T19:44:39Z,2018-11-21 19:46:03,100,84,True,2018-11-21 19:46:04,NA,anonymous,EN,30,6,100,100,60,10,Male,31,4,77406,"like big cities,cook at home,go to the gym,consume dairy products",NA,240
2018-11-21T15:00:38Z,2018-11-21 15:01:59,100,80,True,2018-11-21 15:01:59,NA,anonymous,EN,28,7,85,76,25,48,Male,35,3,25161,"like big cities,cook at home,go to the gym,consume dairy products",NA,241
2018-11-21T23:12:57Z,2018-11-21 23:14:13,100,76,True,2018-11-21 23:14:14,NA,anonymous,EN,52,38,75,77,26,32,Male,28,4,83647,"like big cities,cook at home,go to the gym,consume dairy products",NA,242
2018-11-21T20:48:01Z,2018-11-21 20:50:56,100,174,True,2018-11-21 20:50:56,NA,anonymous,EN,100,51,100,100,100,100,Male,55,2,48708,"like big cities,cook at home,go to the gym,consume dairy products,read newspapers",NA,243
2018-11-21T21:04:56Z,2018-11-21 21:06:18,100,82,True,2018-11-21 21:06:18,NA,anonymous,EN,57,61,64,76,51,49,Male,29,2,19148,"like big cities,cook at home,go to the gym,consume dairy products",NA,244
2018-11-22T00:36:54Z,2018-11-22 00:38:10,100,75,True,2018-11-22 00:38:10,NA,anonymous,EN,56,40,58,63,65,51,Male,25,1,32608,"cook at home,go to the gym,consume dairy products",NA,245
2018-11-22T01:22:55Z,2018-11-22 01:28:17,100,321,True,2018-11-22 01:28:17,NA,anonymous,EN,36,50,43,50,51,50,Female,36,1,50208,"like big cities,cook at home,go to the gym,consume dairy products",Wasnt sure if read news papers counted as news on a phone assumed not as it implied paper..,246
2018-11-21T21:05:40Z,2018-11-21 21:08:03,100,143,True,2018-11-21 21:08:04,NA,anonymous,EN,100,100,100,100,100,100,Male,27,4,28654,"like big cities,cook at home,go to the gym,consume dairy products",NA,247
2018-11-22T07:07:43Z,2018-11-22 07:08:58,100,75,True,2018-11-22 07:08:59,NA,anonymous,EN,74,75,83,64,50,90,Female,28,3,24401,"like big cities,cook at home,go to the gym,consume dairy products",NA,248
