StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,big_cities_1,computer_preference_1,cook_at_home_1,drink_coffee_1,own_homes_1,podcast_1,gender,age,politics_1,zip,attention_check,Q11,id
2019-01-07T14:40:00Z,2019-01-07 14:41:23,100,82,True,2019-01-07 14:41:23,NA,anonymous,EN,80,90,95,90,56,70,Male,27,1,20037,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,123
2019-01-07T15:02:37Z,2019-01-07 15:04:31,100,114,True,2019-01-07 15:04:31,NA,anonymous,EN,28,50,50,50,50,29,Female,27,4,90802,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,124
2019-01-07T14:43:58Z,2019-01-07 14:45:10,100,72,True,2019-01-07 14:45:10,NA,anonymous,EN,65,62,81,76,70,60,Male,33,2,06492,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,125
2019-01-07T14:24:19Z,2019-01-07 14:26:30,100,131,True,2019-01-07 14:26:30,NA,anonymous,EN,96,93,98,97,97,89,Female,44,3,19403,"like big cities,cook at home,listen to podcasts",NA,126
2019-01-07T14:19:07Z,2019-01-07 14:20:28,100,81,True,2019-01-07 14:20:29,NA,anonymous,EN,65,68,55,94,71,45,Male,24,4,13751,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,127
2019-01-07T14:33:23Z,2019-01-07 14:36:10,100,166,True,2019-01-07 14:36:10,NA,anonymous,EN,75,60,65,75,90,80,Male,33,3,07042,"like big cities,cook at home,like to drink coffee,listen to podcasts",I may have forgotten one of the choices on the previous page but enjoyed this hit.,128
2019-01-07T14:30:43Z,2019-01-07 14:31:31,100,48,True,2019-01-07 14:31:32,NA,anonymous,EN,75,21,92,81,32,60,Female,27,1,03275,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,129
2019-01-07T14:20:44Z,2019-01-07 14:33:51,100,787,True,2019-01-07 14:33:51,NA,anonymous,EN,85,74,84,74,100,70,Male,21,3,78705,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,130
2019-01-07T14:51:09Z,2019-01-07 14:52:34,100,85,True,2019-01-07 14:52:34,NA,anonymous,EN,80,60,85,85,95,3,Female,19,1,30016,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,131
2019-01-07T14:31:15Z,2019-01-07 14:33:19,100,124,True,2019-01-07 14:33:19,NA,anonymous,EN,80,80,85,85,50,25,Female,36,6,75604,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,132
2019-01-07T14:24:11Z,2019-01-07 14:29:16,100,305,True,2019-01-07 14:29:16,NA,anonymous,EN,54,51,75,68,15,20,Male,34,2,80249,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,133
2019-01-07T15:33:26Z,2019-01-07 15:35:10,100,103,True,2019-01-07 15:35:10,NA,anonymous,EN,70,75,90,80,95,61,Female,33,1,33315,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,134
2019-01-07T14:22:19Z,2019-01-07 14:23:57,100,97,True,2019-01-07 14:23:57,NA,anonymous,EN,63,80,92,85,50,69,Male,28,2,65202,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,135
2019-01-07T14:29:58Z,2019-01-07 14:31:05,100,66,True,2019-01-07 14:31:05,NA,anonymous,EN,71,79,67,89,89,85,Male,29,2,60133,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,136
2019-01-07T14:46:14Z,2019-01-07 14:48:07,100,112,True,2019-01-07 14:48:07,NA,anonymous,EN,39,62,76,73,49,28,Male,46,5,23665,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,137
2019-01-07T14:57:18Z,2019-01-07 14:59:28,100,130,True,2019-01-07 14:59:29,NA,anonymous,EN,70,67,75,91,80,73,Male,30,2,92677,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,138
2019-01-07T14:22:10Z,2019-01-07 14:24:24,100,134,True,2019-01-07 14:24:24,NA,anonymous,EN,76,90,86,91,91,90,Male,25,6,32044,watch TV,NA,139
2019-01-07T16:01:28Z,2019-01-07 16:03:06,100,97,True,2019-01-07 16:03:06,NA,anonymous,EN,64,70,90,90,75,40,Male,29,6,85234,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,140
2019-01-07T14:52:45Z,2019-01-07 14:55:12,100,146,True,2019-01-07 14:55:12,NA,anonymous,EN,50,60,70,75,65,25,Female,27,4,98003,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,141
2019-01-07T15:41:41Z,2019-01-07 15:43:40,100,118,True,2019-01-07 15:43:40,NA,anonymous,EN,45,30,90,80,65,50,Male,40,5,33178,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,142
2019-01-07T15:44:50Z,2019-01-07 15:47:46,100,175,True,2019-01-07 15:47:46,NA,anonymous,EN,60,50,60,60,55,30,Male,46,1,80026,"like big cities,cook at home,like to drink coffee,listen to podcasts",n/a,143
2019-01-07T14:45:21Z,2019-01-07 14:54:10,100,528,True,2019-01-07 14:54:12,NA,anonymous,EN,45,50,70,70,65,75,Female,52,7,24541,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,144
2019-01-07T15:44:51Z,2019-01-07 15:46:16,100,85,True,2019-01-07 15:46:17,NA,anonymous,EN,54,45,86,79,68,61,Male,28,4,15801,"cook at home,like to drink coffee,watch TV,read newspapers,go to the movies",NA,145
2019-01-07T14:33:35Z,2019-01-07 14:35:58,100,142,True,2019-01-07 14:35:59,NA,anonymous,EN,80,75,80,50,80,70,Male,26,3,85257,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,146
2019-01-07T14:23:38Z,2019-01-07 14:25:41,100,123,True,2019-01-07 14:25:42,NA,anonymous,EN,60,55,95,65,70,55,Male,30,4,68128,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,147
2019-01-07T14:29:18Z,2019-01-07 14:31:11,100,112,True,2019-01-07 14:31:11,NA,anonymous,EN,58,79,73,90,100,66,Female,23,2,94062,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,148
2019-01-07T15:13:49Z,2019-01-07 15:15:24,100,94,True,2019-01-07 15:15:24,NA,anonymous,EN,65,60,80,88,50,50,Female,34,1,45324,"like big cities,cook at home,like to drink coffee,listen to podcasts",N/A,149
2019-01-07T14:31:16Z,2019-01-07 14:33:23,100,127,True,2019-01-07 14:33:23,NA,anonymous,EN,50,59,79,79,38,65,Male,27,4,46556,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,150
2019-01-07T14:23:05Z,2019-01-07 14:26:32,100,207,True,2019-01-07 14:26:32,NA,anonymous,EN,75,80,96,90,95,70,Female,31,2,18966,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,151
2019-01-07T15:20:50Z,2019-01-07 15:22:11,100,81,True,2019-01-07 15:22:11,NA,anonymous,EN,78,59,78,89,87,68,Female,42,6,43162,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,152
2019-01-07T14:52:41Z,2019-01-07 14:54:24,100,102,True,2019-01-07 14:54:24,NA,anonymous,EN,75,70,80,65,70,70,Male,31,2,46368,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,153
2019-01-07T14:22:50Z,2019-01-07 14:24:40,100,110,True,2019-01-07 14:24:40,NA,anonymous,EN,91,89,90,87,89,88,Female,54,4,48317,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,154
2019-01-07T14:22:50Z,2019-01-07 14:24:34,100,103,True,2019-01-07 14:24:34,NA,anonymous,EN,43,29,67,78,34,74,Female,36,3,43935,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,155
2019-01-07T14:35:00Z,2019-01-07 14:36:49,100,109,True,2019-01-07 14:36:49,NA,anonymous,EN,60,65,55,68,58,35,Male,49,2,97203,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,156
2019-01-07T14:38:12Z,2019-01-07 14:40:58,100,165,True,2019-01-07 14:40:58,NA,anonymous,EN,59,47,95,81,74,30,Male,18,5,01721,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,157
2019-01-07T14:34:58Z,2019-01-07 14:36:43,100,105,True,2019-01-07 14:36:44,NA,anonymous,EN,65,56,66,69,55,55,Male,46,2,01740,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,158
2019-01-07T15:56:32Z,2019-01-07 15:58:40,100,127,True,2019-01-07 15:58:40,NA,anonymous,EN,90,90,95,95,84,84,Female,35,4,26101,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,159
2019-01-07T15:39:57Z,2019-01-07 15:43:05,100,187,True,2019-01-07 15:43:05,NA,anonymous,EN,75,75,75,75,75,75,Male,52,3,28277,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,160
2019-01-07T15:17:01Z,2019-01-07 15:19:00,100,119,True,2019-01-07 15:19:00,NA,anonymous,EN,70,60,90,80,85,75,Female,33,3,53149,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,161
2019-01-07T15:46:44Z,2019-01-07 15:49:59,100,195,True,2019-01-07 15:50:00,NA,anonymous,EN,73,74,64,85,80,44,Female,57,5,14450,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,162
2019-01-07T14:19:56Z,2019-01-07 14:21:29,100,93,True,2019-01-07 14:21:30,NA,anonymous,EN,66,56,73,92,58,80,Female,34,5,38016,"like big cities,cook at home,like to drink coffee,listen to podcasts",none,163
2019-01-07T14:31:38Z,2019-01-07 14:32:56,100,77,True,2019-01-07 14:32:56,NA,anonymous,EN,77,65,86,86,52,29,Male,22,5,06511,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,164
2019-01-07T15:58:34Z,2019-01-07 16:00:37,100,123,True,2019-01-07 16:00:38,NA,anonymous,EN,90,65,100,91,100,100,Female,50,3,27520,like to drink coffee,NA,165
2019-01-07T14:26:27Z,2019-01-07 14:29:11,100,163,True,2019-01-07 14:29:11,NA,anonymous,EN,50,54,69,80,73,50,Female,46,6,23452,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,166
2019-01-07T14:38:12Z,2019-01-07 14:39:56,100,104,True,2019-01-07 14:39:57,NA,anonymous,EN,30,53,59,91,88,76,Male,29,4,53207,"like big cities,cook at home,like to drink coffee,listen to podcasts",none that I can think of,167
2019-01-07T14:23:23Z,2019-01-07 14:24:51,100,87,True,2019-01-07 14:24:51,NA,anonymous,EN,75,75,80,85,66,60,Male,20,5,97030,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,168
2019-01-07T14:30:44Z,2019-01-07 14:32:01,100,76,True,2019-01-07 14:32:01,NA,anonymous,EN,70,65,80,75,70,60,Female,40,6,30710,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,169
2019-01-07T15:01:21Z,2019-01-07 15:04:51,100,210,True,2019-01-07 15:04:51,NA,anonymous,EN,66,47,56,79,43,76,Female,25,2,33476,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thank you.,170
2019-01-07T14:53:05Z,2019-01-07 14:54:49,100,104,True,2019-01-07 14:54:49,NA,anonymous,EN,26,30,100,90,60,20,Female,35,6,92399,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,171
2019-01-07T14:21:11Z,2019-01-07 14:22:46,100,95,True,2019-01-07 14:22:47,NA,anonymous,EN,92,86,94,90,89,83,Female,62,4,30601,"like big cities,cook at home,like to drink coffee,listen to podcasts",nc,172
2019-01-07T14:21:12Z,2019-01-07 14:23:50,100,157,True,2019-01-07 14:23:50,NA,anonymous,EN,50,30,65,50,60,30,Male,30,3,11374,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,173
2019-01-07T15:07:10Z,2019-01-07 15:23:01,100,950,True,2019-01-07 15:23:02,NA,anonymous,EN,56,27,84,92,76,47,Female,32,4,33909,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,174
2019-01-07T14:22:31Z,2019-01-07 14:24:13,100,101,True,2019-01-07 14:24:13,NA,anonymous,EN,60,30,53,74,70,47,Other/Non-conforming,18,3,43953,"like big cities,cook at home,like to drink coffee,listen to podcasts",I'm interested to see what this is about,175
2019-01-07T14:28:09Z,2019-01-07 14:30:03,100,113,True,2019-01-07 14:30:03,NA,anonymous,EN,20,29,63,59,39,29,Female,33,2,03246,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,176
2019-01-07T15:59:00Z,2019-01-07 16:01:56,100,176,True,2019-01-07 16:01:57,NA,anonymous,EN,80,70,90,85,80,49,Female,33,2,13807,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,177
2019-01-07T15:47:35Z,2019-01-07 15:49:36,100,120,True,2019-01-07 15:49:36,NA,anonymous,EN,69,64,53,40,47,42,Female,29,3,84721,like to drink coffee,NA,178
2019-01-07T14:25:13Z,2019-01-07 14:26:44,100,91,True,2019-01-07 14:26:44,NA,anonymous,EN,88,80,95,75,85,95,Male,43,5,80112,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,179
2019-01-07T14:21:55Z,2019-01-07 14:23:49,100,114,True,2019-01-07 14:23:49,NA,anonymous,EN,60,40,60,60,30,40,Female,20,2,35205,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,180
2019-01-07T14:34:19Z,2019-01-07 14:35:26,100,66,True,2019-01-07 14:35:26,NA,anonymous,EN,75,62,86,83,69,66,Female,31,1,13041,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,181
2019-01-07T14:19:32Z,2019-01-07 14:22:13,100,160,True,2019-01-07 14:22:14,NA,anonymous,EN,66,64,84,85,85,48,Female,24,2,92692,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,182
2019-01-07T14:23:15Z,2019-01-07 14:26:37,100,201,True,2019-01-07 14:26:37,NA,anonymous,EN,92,88,96,91,100,90,Male,27,4,24701,"cook at home,like to drink coffee,listen to podcasts",NA,183
2019-01-07T15:28:18Z,2019-01-07 15:30:16,100,117,True,2019-01-07 15:30:16,NA,anonymous,EN,80,70,85,75,50,60,Female,20,3,32073,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,184
2019-01-07T14:44:45Z,2019-01-07 14:46:24,100,98,True,2019-01-07 14:46:24,NA,anonymous,EN,89,96,95,86,97,91,Female,29,5,21228,"like big cities,cook at home,like to drink coffee,listen to podcasts",n/a,185
2019-01-07T15:16:02Z,2019-01-07 15:19:33,100,210,True,2019-01-07 15:19:34,NA,anonymous,EN,65,55,75,75,60,77,Male,81,1,08759,"like big cities,cook at home,like to drink coffee,listen to podcasts",no,186
2019-01-07T14:23:16Z,2019-01-07 14:26:38,100,202,True,2019-01-07 14:26:38,NA,anonymous,EN,100,100,100,100,100,100,Female,27,2,91304,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,187
2019-01-07T16:13:08Z,2019-01-07 16:15:37,100,149,True,2019-01-07 16:15:38,NA,anonymous,EN,80,45,80,70,60,40,Male,36,3,85719,"like big cities,cook at home,like to drink coffee,listen to podcasts",assumed not all of the population were included (when owning a computer mac vs pc),188
2019-01-07T14:20:13Z,2019-01-07 14:22:31,100,138,True,2019-01-07 14:22:31,NA,anonymous,EN,75,80,85,75,80,60,Female,60,2,54302,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,189
2019-01-07T14:41:33Z,2019-01-07 14:43:37,100,124,True,2019-01-07 14:43:37,NA,anonymous,EN,50,60,75,80,65,45,Female,33,2,90028,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,190
2019-01-07T15:26:42Z,2019-01-07 15:30:38,100,235,True,2019-01-07 15:30:38,NA,anonymous,EN,50,60,80,50,75,25,Male,23,4,11374,"like big cities,cook at home,listen to podcasts",NA,191
2019-01-07T14:56:43Z,2019-01-07 14:58:39,100,116,True,2019-01-07 14:58:40,NA,anonymous,EN,73,65,70,70,72,75,Female,22,1,94509,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,192
2019-01-07T15:44:47Z,2019-01-07 15:47:40,100,173,True,2019-01-07 15:47:40,NA,anonymous,EN,60,80,90,75,90,80,Other/Non-conforming,22,1,91902,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,193
2019-01-07T14:30:54Z,2019-01-07 14:32:43,100,108,True,2019-01-07 14:32:43,NA,anonymous,EN,90,76,82,86,80,81,Female,33,2,24502,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,194
2019-01-07T14:20:14Z,2019-01-07 14:22:09,100,115,True,2019-01-07 14:22:09,NA,anonymous,EN,80,80,80,75,85,70,Male,35,2,53207,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,195
2019-01-07T16:04:50Z,2019-01-07 16:07:49,100,178,True,2019-01-07 16:07:49,NA,anonymous,EN,26,65,54,40,100,44,Male,31,3,60473,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,196
2019-01-07T14:20:25Z,2019-01-07 14:22:39,100,133,True,2019-01-07 14:22:39,NA,anonymous,EN,94,81,97,69,86,80,Female,19,3,10502,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,197
2019-01-07T14:44:13Z,2019-01-07 14:46:37,100,144,True,2019-01-07 14:46:37,NA,anonymous,EN,58,50,70,82,17,76,Male,32,4,70331,"cook at home,listen to podcasts,read newspapers,go to the movies",none,198
2019-01-07T15:02:06Z,2019-01-07 15:06:38,100,271,True,2019-01-07 15:06:38,NA,anonymous,EN,70,50,80,77,40,60,Female,64,6,16001,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,199
2019-01-07T15:04:17Z,2019-01-07 15:06:32,100,134,True,2019-01-07 15:06:32,NA,anonymous,EN,50,100,90,100,80,5,Female,66,6,34231,"like big cities,cook at home,like to drink coffee,listen to podcasts",interesting and fun survey/study,200
2019-01-07T15:07:38Z,2019-01-07 15:09:01,100,83,True,2019-01-07 15:09:02,NA,anonymous,EN,91,73,100,89,100,65,Male,63,5,02190,"like big cities,cook at home,like to drink coffee,listen to podcasts",ty,201
2019-01-07T15:46:16Z,2019-01-07 15:48:23,100,126,True,2019-01-07 15:48:23,NA,anonymous,EN,75,75,75,75,75,75,Female,30,2,85286,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,202
2019-01-07T14:32:32Z,2019-01-07 14:33:18,100,45,True,2019-01-07 14:33:19,NA,anonymous,EN,71,69,80,70,79,60,Female,70,5,85381,"like big cities,cook at home,like to drink coffee,listen to podcasts",n,203
2019-01-07T14:28:00Z,2019-01-07 14:32:12,100,251,True,2019-01-07 14:32:12,NA,anonymous,EN,78,76,79,75,79,74,Female,30,2,84404,"like big cities,cook at home,listen to podcasts",NA,204
2019-01-07T14:55:04Z,2019-01-07 14:59:14,100,249,True,2019-01-07 14:59:14,NA,anonymous,EN,100,100,100,100,100,100,Female,60,3,28635,"cook at home,like to drink coffee,listen to podcasts",NA,205
2019-01-07T14:32:16Z,2019-01-07 14:34:59,100,162,True,2019-01-07 14:35:00,NA,anonymous,EN,36,60,80,90,39,50,Male,30,4,15102,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,206
2019-01-07T14:31:52Z,2019-01-07 14:33:32,100,100,True,2019-01-07 14:33:32,NA,anonymous,EN,45,60,55,80,55,60,Female,35,2,62040,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,207
2019-01-07T15:42:11Z,2019-01-07 15:47:19,100,308,True,2019-01-07 15:47:20,NA,anonymous,EN,68,61,95,69,42,15,Male,29,1,53202,"like big cities,cook at home,like to drink coffee,listen to podcasts",No idea what you're researching.  Good sign for honesty of responses.,208
2019-01-07T14:31:28Z,2019-01-07 14:33:23,100,115,True,2019-01-07 14:33:24,NA,anonymous,EN,80,70,75,80,90,80,Male,26,3,91214,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,209
2019-01-07T14:26:59Z,2019-01-07 14:28:40,100,101,True,2019-01-07 14:28:40,NA,anonymous,EN,60,60,75,75,60,40,Female,24,2,19146,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,210
2019-01-07T14:44:23Z,2019-01-07 14:46:56,100,153,True,2019-01-07 14:46:56,NA,anonymous,EN,50,62,85,70,80,50,Female,29,2,92404,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,211
2019-01-07T14:23:06Z,2019-01-07 14:29:08,100,362,True,2019-01-07 14:29:08,NA,anonymous,EN,75,53,90,75,90,55,Female,62,5,06511,"like big cities,cook at home,like to drink coffee,listen to podcasts",Interesting and thought provoking!,212
2019-01-07T14:58:18Z,2019-01-07 14:59:44,100,85,True,2019-01-07 14:59:44,NA,anonymous,EN,75,78,30,70,50,94,Male,20,3,95051,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,213
2019-01-07T14:26:56Z,2019-01-07 14:30:44,100,228,True,2019-01-07 14:30:45,NA,anonymous,EN,69,75,87,89,96,80,Female,35,2,91766,"like big cities,cook at home,like to drink coffee,listen to podcasts",no,214
2019-01-07T14:55:47Z,2019-01-07 15:01:45,100,357,True,2019-01-07 15:01:45,NA,anonymous,EN,81,91,86,89,94,82,Male,24,6,78130,"cook at home,like to drink coffee",NA,215
2019-01-07T16:05:49Z,2019-01-07 16:07:29,100,100,True,2019-01-07 16:07:30,NA,anonymous,EN,70,60,80,88,84,70,Female,31,5,80249,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,216
2019-01-07T14:28:47Z,2019-01-07 14:30:53,100,125,True,2019-01-07 14:30:53,NA,anonymous,EN,100,99,100,100,100,100,Male,34,4,61443,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,217
2019-01-07T14:24:49Z,2019-01-07 14:26:39,100,110,True,2019-01-07 14:26:39,NA,anonymous,EN,75,65,95,90,80,70,Male,27,4,55125,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,218
2019-01-07T14:51:25Z,2019-01-07 14:52:44,100,79,True,2019-01-07 14:52:44,NA,anonymous,EN,70,25,80,85,72,53,Female,28,1,68124,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,219
2019-01-07T14:32:49Z,2019-01-07 14:36:09,100,199,True,2019-01-07 14:36:09,NA,anonymous,EN,75,40,90,95,60,30,Female,51,4,85650,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,220
2019-01-07T15:07:17Z,2019-01-07 15:08:49,100,91,True,2019-01-07 15:08:50,NA,anonymous,EN,90,90,100,90,100,90,Male,26,4,61240,"like big cities,cook at home,like to drink coffee,listen to podcasts,read newspapers",NA,221
2019-01-07T14:21:49Z,2019-01-07 14:27:49,100,360,True,2019-01-07 14:27:50,NA,anonymous,EN,100,82,93,85,65,73,Female,64,6,21740,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,222
2019-01-07T15:31:27Z,2019-01-07 15:33:33,100,126,True,2019-01-07 15:33:34,NA,anonymous,EN,75,66,90,71,90,68,Female,46,6,55304,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,223
2019-01-07T14:27:11Z,2019-01-07 14:29:56,100,164,True,2019-01-07 14:29:56,NA,anonymous,EN,75,60,70,86,100,81,Female,43,2,11211,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,224
2019-01-07T14:23:21Z,2019-01-07 14:24:57,100,95,True,2019-01-07 14:24:57,NA,anonymous,EN,59,27,54,74,87,36,Female,32,3,98055,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,225
2019-01-07T14:21:51Z,2019-01-07 14:22:53,100,61,True,2019-01-07 14:22:53,NA,anonymous,EN,57,64,45,48,46,20,Male,28,2,48420,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV",NA,226
2019-01-07T16:12:11Z,2019-01-07 16:14:03,100,112,True,2019-01-07 16:14:03,NA,anonymous,EN,74,62,95,98,70,90,Female,23,2,44139,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,227
2019-01-07T14:32:53Z,2019-01-07 14:33:37,100,44,True,2019-01-07 14:33:38,NA,anonymous,EN,73,28,14,50,56,40,Female,40,2,78229,like big cities,NA,228
2019-01-07T14:44:28Z,2019-01-07 14:46:41,100,132,True,2019-01-07 14:46:41,NA,anonymous,EN,50,43,60,76,51,50,Female,37,1,32169,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,229
2019-01-07T14:36:14Z,2019-01-07 14:37:22,100,67,True,2019-01-07 14:37:22,NA,anonymous,EN,50,78,91,50,63,71,Female,24,2,48312,"cook at home,like to drink coffee,listen to podcasts",NA,230
2019-01-07T14:20:22Z,2019-01-07 14:21:57,100,95,True,2019-01-07 14:21:58,NA,anonymous,EN,85,70,85,85,75,65,Female,40,2,33710,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,231
2019-01-07T16:36:13Z,2019-01-07 16:39:13,100,180,True,2019-01-07 16:39:13,NA,anonymous,EN,80,75,92,86,89,81,Female,36,4,53040,"like big cities,cook at home,like to drink coffee,listen to podcasts",none,232
2019-01-07T14:28:49Z,2019-01-07 14:31:55,100,185,True,2019-01-07 14:31:55,NA,anonymous,EN,51,49,51,51,51,51,Male,57,5,92345,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thank you for allowing my participation in your study,233
2019-01-07T14:19:53Z,2019-01-07 14:21:49,100,116,True,2019-01-07 14:21:49,NA,anonymous,EN,69,66,71,68,82,63,Male,32,2,48104,"like big cities,cook at home,listen to podcasts",None,234
2019-01-07T14:54:32Z,2019-01-07 14:58:33,100,241,True,2019-01-07 14:58:33,NA,anonymous,EN,90,100,100,100,100,95,Male,66,5,03818,"like big cities,cook at home,like to drink coffee,listen to podcasts,watch TV,go to the movies",Interesting to take. Thanks.,235
2019-01-07T14:56:51Z,2019-01-07 14:59:18,100,146,True,2019-01-07 14:59:18,NA,anonymous,EN,87,79,100,80,75,79,Female,58,6,76903,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thanks,236
2019-01-07T14:21:57Z,2019-01-07 14:23:43,100,106,True,2019-01-07 14:23:44,NA,anonymous,EN,82,65,75,63,94,21,Male,30,3,95125,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,237
2019-01-07T14:22:27Z,2019-01-07 14:24:08,100,101,True,2019-01-07 14:24:09,NA,anonymous,EN,74,75,80,80,75,71,Female,31,5,17601,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,238
2019-01-07T15:14:57Z,2019-01-07 15:16:30,100,93,True,2019-01-07 15:16:31,NA,anonymous,EN,75,75,75,75,75,75,Male,38,4,06010,"watch TV,go to the movies,go to bars",no comment,239
2019-01-07T16:10:38Z,2019-01-07 16:13:13,100,154,True,2019-01-07 16:13:13,NA,anonymous,EN,75,52,94,81,65,65,Female,28,1,77063,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,240
2019-01-07T14:29:52Z,2019-01-07 14:31:00,100,68,True,2019-01-07 14:31:01,NA,anonymous,EN,82,29,97,86,84,60,Male,47,5,48104,"like big cities,cook at home,like to drink coffee,listen to podcasts",You only got one opinion.,241
2019-01-07T14:20:12Z,2019-01-07 14:21:08,100,55,True,2019-01-07 14:21:08,NA,anonymous,EN,91,84,91,94,87,87,Female,35,2,95687,"like big cities,cook at home,like to drink coffee,listen to podcasts,go to the movies",NA,242
2019-01-07T14:50:23Z,2019-01-07 14:53:19,100,176,True,2019-01-07 14:53:20,NA,anonymous,EN,60,70,70,70,80,70,Male,33,3,16830,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,243
2019-01-07T14:19:24Z,2019-01-07 14:21:45,100,141,True,2019-01-07 14:21:45,NA,anonymous,EN,80,64,66,71,65,47,Female,31,3,28134,like to drink coffee,nice,244
2019-01-07T14:22:59Z,2019-01-07 14:28:10,100,310,True,2019-01-07 14:28:10,NA,anonymous,EN,71,66,87,80,80,66,Female,37,2,97220,"like big cities,cook at home,like to drink coffee,listen to podcasts",NA,245
