StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,gender_watchsports_1,gender_desserts_1,age_nightlynews_1,age_onlineshopping_1,control_drive_1,control_windowseat_1,gender,age,attention_check,Q11,id
2018-05-09T09:21:57Z,2018-05-09 09:23:22,IP Address,100,85,True,2018-05-09 09:23:22,NA,NA,NA,NA,anonymous,EN,80,95,75,90,90,85,Female,24,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,104
2018-05-09T09:39:13Z,2018-05-09 09:43:02,IP Address,100,229,True,2018-05-09 09:43:02,NA,NA,NA,NA,anonymous,EN,80,90,90,60,70,75,Male,38,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",Thank you very much for the opportunity to complete this survey. This was a very intriguing one and very different from the norm.,105
2018-05-09T09:29:23Z,2018-05-09 09:30:23,IP Address,100,59,True,2018-05-09 09:30:23,NA,NA,NA,NA,anonymous,EN,49,67,45,72,90,59,Male,36,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,106
2018-05-09T09:19:46Z,2018-05-09 09:21:09,IP Address,100,83,True,2018-05-09 09:21:10,NA,NA,NA,NA,anonymous,EN,80,93,76,80,90,85,Female,34,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,107
2018-05-09T09:15:11Z,2018-05-09 09:17:02,IP Address,100,110,True,2018-05-09 09:17:02,NA,NA,NA,NA,anonymous,EN,50,64,40,25,42,11,Male,40,watch professional sports,NA,108
2018-05-09T09:14:01Z,2018-05-09 09:15:28,IP Address,100,87,True,2018-05-09 09:15:29,NA,NA,NA,NA,anonymous,EN,98,83,91,96,100,92,Male,34,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,109
2018-05-09T09:30:47Z,2018-05-09 09:31:40,IP Address,100,52,True,2018-05-09 09:31:40,NA,NA,NA,NA,anonymous,EN,68,86,73,77,92,47,Female,50,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,110
2018-05-09T09:32:03Z,2018-05-09 09:33:31,IP Address,100,87,True,2018-05-09 09:33:31,NA,NA,NA,NA,anonymous,EN,85,45,30,75,65,60,Male,27,watch professional sports,NA,111
2018-05-09T09:13:44Z,2018-05-09 09:15:21,IP Address,100,97,True,2018-05-09 09:15:22,NA,NA,NA,NA,anonymous,EN,90,60,40,80,85,70,Male,26,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,112
2018-05-09T09:39:34Z,2018-05-09 09:40:18,IP Address,100,44,True,2018-05-09 09:40:18,NA,NA,NA,NA,anonymous,EN,46,61,59,30,79,70,Male,27,"watch nightly news on tv,go to bars",none,113
2018-05-09T09:32:24Z,2018-05-09 09:33:37,IP Address,100,72,True,2018-05-09 09:33:37,NA,NA,NA,NA,anonymous,EN,74,83,83,85,79,82,Female,38,like online shopping,NA,114
2018-05-09T09:30:48Z,2018-05-09 09:33:02,IP Address,100,134,True,2018-05-09 09:33:03,NA,NA,NA,NA,anonymous,EN,68,29,63,85,53,81,Male,31,watch nightly news on tv,Thanks,115
2018-05-09T09:25:55Z,2018-05-09 09:27:39,IP Address,100,103,True,2018-05-09 09:27:39,NA,NA,NA,NA,anonymous,EN,66,98,72,92,87,61,Female,51,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,116
2018-05-09T09:17:26Z,2018-05-09 09:19:38,IP Address,100,132,True,2018-05-09 09:19:39,NA,NA,NA,NA,anonymous,EN,90,90,80,71,90,75,Female,68,like online shopping,"very interesting and easy to understand, thank you",117
2018-05-09T09:32:37Z,2018-05-09 09:34:41,IP Address,100,124,True,2018-05-09 09:34:42,NA,NA,NA,NA,anonymous,EN,50,50,50,50,50,50,Female,38,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports,read newspapers",NA,118
2018-05-09T09:27:10Z,2018-05-09 09:30:56,IP Address,100,225,True,2018-05-09 09:30:56,NA,NA,NA,NA,anonymous,EN,30,40,40,60,65,45,Male,21,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,119
2018-05-09T09:15:46Z,2018-05-09 09:20:23,IP Address,100,276,True,2018-05-09 09:20:23,NA,NA,NA,NA,anonymous,EN,88,85,85,80,90,80,Male,32,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,120
2018-05-09T09:26:31Z,2018-05-09 09:27:48,IP Address,100,76,True,2018-05-09 09:27:49,NA,NA,NA,NA,anonymous,EN,26,96,76,56,87,54,Male,31,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,121
2018-05-09T09:40:50Z,2018-05-09 09:41:56,IP Address,100,65,True,2018-05-09 09:41:56,NA,NA,NA,NA,anonymous,EN,70,60,90,71,97,53,Male,36,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,122
2018-05-09T09:22:57Z,2018-05-09 09:25:11,IP Address,100,133,True,2018-05-09 09:25:11,NA,NA,NA,NA,anonymous,EN,75,75,75,75,75,75,Male,29,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports","Didn't really understand the last question. The akarians or whatever only talked about one thing, right? I figured you meant what are the six things through all the scenarios.",123
2018-05-09T09:16:44Z,2018-05-09 09:17:44,IP Address,100,59,True,2018-05-09 09:17:44,NA,NA,NA,NA,anonymous,EN,90,92,70,74,52,64,Male,28,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,124
2018-05-09T09:31:46Z,2018-05-09 09:33:29,IP Address,100,103,True,2018-05-09 09:33:29,NA,NA,NA,NA,anonymous,EN,75,90,70,80,70,65,Male,38,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,125
2018-05-09T09:14:34Z,2018-05-09 09:18:37,IP Address,100,242,True,2018-05-09 09:18:37,NA,NA,NA,NA,anonymous,EN,60,85,60,70,80,75,Male,39,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,126
2018-05-09T09:16:47Z,2018-05-09 09:17:57,IP Address,100,70,True,2018-05-09 09:17:58,NA,NA,NA,NA,anonymous,EN,78,100,55,75,51,33,Female,44,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,127
2018-05-09T09:18:16Z,2018-05-09 09:19:49,IP Address,100,92,True,2018-05-09 09:19:49,NA,NA,NA,NA,anonymous,EN,80,83,50,31,97,67,Male,32,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,128
2018-05-09T09:28:01Z,2018-05-09 09:30:32,IP Address,100,150,True,2018-05-09 09:30:32,NA,NA,NA,NA,anonymous,EN,99,99,99,99,99,99,Male,43,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,129
2018-05-09T09:16:31Z,2018-05-09 09:19:00,IP Address,100,149,True,2018-05-09 09:19:01,NA,NA,NA,NA,anonymous,EN,85,40,90,95,70,75,Male,42,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",No comments,130
2018-05-09T09:23:41Z,2018-05-09 09:25:47,IP Address,100,125,True,2018-05-09 09:25:47,NA,NA,NA,NA,anonymous,EN,80,90,75,76,91,70,Male,29,"watch nightly news on tv,like the window seat on the plane,like desserts,drive to work,watch professional sports,read newspapers",NA,131
2018-05-09T09:21:49Z,2018-05-09 09:27:33,IP Address,100,344,True,2018-05-09 09:27:33,NA,NA,NA,NA,anonymous,EN,65,75,75,65,75,50,Female,31,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,132
2018-05-09T09:26:18Z,2018-05-09 09:26:58,IP Address,100,40,True,2018-05-09 09:26:59,NA,NA,NA,NA,anonymous,EN,41,56,52,24,61,28,Male,29,"watch nightly news on tv,like online shopping,like desserts,drive to work,watch professional sports,read newspapers",NA,133
2018-05-09T09:14:13Z,2018-05-09 09:16:08,IP Address,100,114,True,2018-05-09 09:16:09,NA,NA,NA,NA,anonymous,EN,95,95,70,95,41,90,Male,40,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",none,134
2018-05-09T09:48:17Z,2018-05-09 09:50:33,IP Address,100,135,True,2018-05-09 09:50:33,NA,NA,NA,NA,anonymous,EN,87,90,55,71,92,61,Male,29,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,135
2018-05-09T09:15:37Z,2018-05-09 09:17:51,IP Address,100,134,True,2018-05-09 09:17:52,NA,NA,NA,NA,anonymous,EN,70,85,65,75,85,70,Female,43,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,136
2018-05-09T09:20:52Z,2018-05-09 09:22:33,IP Address,100,101,True,2018-05-09 09:22:34,NA,NA,NA,NA,anonymous,EN,65,65,50,75,80,50,Female,46,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,137
2018-05-09T09:14:24Z,2018-05-09 09:16:38,IP Address,100,133,True,2018-05-09 09:16:39,NA,NA,NA,NA,anonymous,EN,95,75,70,90,98,90,Male,38,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,138
2018-05-09T09:14:09Z,2018-05-09 09:17:13,IP Address,100,183,True,2018-05-09 09:17:13,NA,NA,NA,NA,anonymous,EN,85,82,72,61,91,39,Female,28,like online shopping,NA,139
2018-05-09T09:16:21Z,2018-05-09 09:18:02,IP Address,100,100,True,2018-05-09 09:18:02,NA,NA,NA,NA,anonymous,EN,74,91,38,55,35,10,Female,48,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,140
2018-05-09T09:31:46Z,2018-05-09 09:33:42,IP Address,100,116,True,2018-05-09 09:33:43,NA,NA,NA,NA,anonymous,EN,60,92,69,90,71,87,Female,31,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,141
2018-05-09T09:16:03Z,2018-05-09 09:18:12,IP Address,100,128,True,2018-05-09 09:18:12,NA,NA,NA,NA,anonymous,EN,75,81,82,50,75,50,Male,36,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,142
2018-05-09T09:23:17Z,2018-05-09 09:24:37,IP Address,100,79,True,2018-05-09 09:24:38,NA,NA,NA,NA,anonymous,EN,50,50,53,50,50,50,Female,37,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,143
2018-05-09T09:30:38Z,2018-05-09 09:32:21,IP Address,100,102,True,2018-05-09 09:32:21,NA,NA,NA,NA,anonymous,EN,80,81,81,80,75,82,Male,22,"like the window seat on the plane,like desserts",NA,144
2018-05-09T09:41:56Z,2018-05-09 09:44:34,IP Address,100,157,True,2018-05-09 09:44:34,NA,NA,NA,NA,anonymous,EN,55,58,71,44,67,41,Female,27,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,145
2018-05-09T09:20:12Z,2018-05-09 09:21:21,IP Address,100,69,True,2018-05-09 09:21:22,NA,NA,NA,NA,anonymous,EN,55,80,65,65,75,60,Female,29,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,146
2018-05-09T09:18:37Z,2018-05-09 09:20:13,IP Address,100,95,True,2018-05-09 09:20:13,NA,NA,NA,NA,anonymous,EN,66,74,82,76,62,65,Female,29,"like the window seat on the plane,like desserts,drive to work,watch professional sports,read newspapers",NA,147
2018-05-09T09:26:27Z,2018-05-09 09:28:38,IP Address,100,131,True,2018-05-09 09:28:39,NA,NA,NA,NA,anonymous,EN,44,80,35,66,80,65,Male,33,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,148
2018-05-09T09:17:17Z,2018-05-09 09:21:09,IP Address,100,231,True,2018-05-09 09:21:09,NA,NA,NA,NA,anonymous,EN,70,70,70,70,70,70,Male,29,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,149
2018-05-09T09:23:13Z,2018-05-09 09:26:10,IP Address,100,177,True,2018-05-09 09:26:11,NA,NA,NA,NA,anonymous,EN,83,72,79,79,75,71,Male,23,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",It is a bit much to ask us to remember all 6 of the questions. Would you really be able to do that? Unlikely.,150
2018-05-09T09:16:35Z,2018-05-09 09:21:01,IP Address,100,266,True,2018-05-09 09:21:02,NA,NA,NA,NA,anonymous,EN,50,70,50,50,70,50,Female,47,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports","It took me 4.5 minutes, full attention, if that helps to know with your stats",151
2018-05-09T09:22:18Z,2018-05-09 09:23:37,IP Address,100,78,True,2018-05-09 09:23:37,NA,NA,NA,NA,anonymous,EN,77,59,30,77,67,50,Male,35,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,152
2018-05-09T09:33:03Z,2018-05-09 09:36:56,IP Address,100,233,True,2018-05-09 09:36:57,NA,NA,NA,NA,anonymous,EN,50,90,50,55,66,80,Male,30,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",I was unsure about the previous question as it asked what the Akarians said (but then it said 6 items)--but everything went smoothly.,153
2018-05-09T09:32:18Z,2018-05-09 09:33:26,IP Address,100,67,True,2018-05-09 09:33:26,NA,NA,NA,NA,anonymous,EN,80,70,65,65,70,60,Male,30,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,154
2018-05-09T09:27:50Z,2018-05-09 09:29:58,IP Address,100,127,True,2018-05-09 09:29:59,NA,NA,NA,NA,anonymous,EN,80,90,90,80,90,80,Female,44,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,watch professional sports","I believe only 5 were mentioned in the last question, not 6.",155
2018-05-09T09:24:48Z,2018-05-09 09:27:11,IP Address,100,143,True,2018-05-09 09:27:12,NA,NA,NA,NA,anonymous,EN,69,67,60,62,64,60,Female,30,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,156
2018-05-09T09:17:13Z,2018-05-09 09:19:41,IP Address,100,148,True,2018-05-09 09:19:42,NA,NA,NA,NA,anonymous,EN,85,92,85,90,80,97,Female,37,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,157
2018-05-09T09:19:07Z,2018-05-09 09:21:06,IP Address,100,119,True,2018-05-09 09:21:07,NA,NA,NA,NA,anonymous,EN,80,80,50,65,55,75,Male,22,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,158
2018-05-09T09:34:00Z,2018-05-09 09:38:33,IP Address,100,273,True,2018-05-09 09:38:34,NA,NA,NA,NA,anonymous,EN,8,10,7,10,10,9,Male,35,like the window seat on the plane,INTERESTING SURVEY,159
2018-05-09T09:40:37Z,2018-05-09 09:42:23,IP Address,100,105,True,2018-05-09 09:42:24,NA,NA,NA,NA,anonymous,EN,45,90,65,60,70,55,Male,46,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",Thank you for allowing me to participate.,160
2018-05-09T09:22:53Z,2018-05-09 09:23:38,IP Address,100,45,True,2018-05-09 09:23:39,NA,NA,NA,NA,anonymous,EN,95,93,92,87,97,85,Female,36,drive to work,NA,161
2018-05-09T09:27:14Z,2018-05-09 09:28:56,IP Address,100,102,True,2018-05-09 09:28:57,NA,NA,NA,NA,anonymous,EN,71,60,50,50,65,75,Male,33,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",I hope I did the last step correctly.. I thought the Akarians only told me about 1 of the 6 things..But I need 6 of the 9?,162
2018-05-09T09:24:38Z,2018-05-09 09:26:32,IP Address,100,113,True,2018-05-09 09:26:32,NA,NA,NA,NA,anonymous,EN,86,92,87,82,95,80,Female,37,watch nightly news on tv,NA,163
2018-05-09T09:30:14Z,2018-05-09 09:31:31,IP Address,100,76,True,2018-05-09 09:31:31,NA,NA,NA,NA,anonymous,EN,75,75,78,75,75,77,Male,21,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",none,164
2018-05-09T09:21:58Z,2018-05-09 09:24:39,IP Address,100,161,True,2018-05-09 09:24:40,NA,NA,NA,NA,anonymous,EN,90,30,60,40,80,20,Female,25,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,165
2018-05-09T09:27:33Z,2018-05-09 09:28:59,IP Address,100,85,True,2018-05-09 09:28:59,NA,NA,NA,NA,anonymous,EN,59,94,60,85,91,65,Male,31,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,166
2018-05-09T09:42:03Z,2018-05-09 09:43:49,IP Address,100,106,True,2018-05-09 09:43:50,NA,NA,NA,NA,anonymous,EN,58,68,67,62,74,75,Female,56,like online shopping,Not sure of the purpose of this survey,167
2018-05-09T09:25:27Z,2018-05-09 09:28:27,IP Address,100,180,True,2018-05-09 09:28:28,NA,NA,NA,NA,anonymous,EN,50,70,60,50,75,45,Male,31,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,168
2018-05-09T09:29:02Z,2018-05-09 09:30:15,IP Address,100,72,True,2018-05-09 09:30:15,NA,NA,NA,NA,anonymous,EN,72,56,36,49,61,57,Male,48,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,169
2018-05-09T09:40:40Z,2018-05-09 09:42:49,IP Address,100,129,True,2018-05-09 09:42:49,NA,NA,NA,NA,anonymous,EN,51,80,100,43,95,64,Female,31,like desserts,NA,170
2018-05-09T09:32:40Z,2018-05-09 09:35:34,IP Address,100,173,True,2018-05-09 09:35:34,NA,NA,NA,NA,anonymous,EN,90,99,95,95,99,95,Male,62,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,171
2018-05-09T09:46:04Z,2018-05-09 09:47:27,IP Address,100,83,True,2018-05-09 09:47:27,NA,NA,NA,NA,anonymous,EN,72,68,60,84,87,47,Male,35,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,172
2018-05-09T09:18:11Z,2018-05-09 09:19:38,IP Address,100,87,True,2018-05-09 09:19:39,NA,NA,NA,NA,anonymous,EN,72,72,70,52,87,56,Female,30,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,173
2018-05-09T09:39:13Z,2018-05-09 09:40:54,IP Address,100,100,True,2018-05-09 09:40:54,NA,NA,NA,NA,anonymous,EN,85,85,75,70,80,50,Female,32,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,174
2018-05-09T09:41:55Z,2018-05-09 09:44:15,IP Address,100,140,True,2018-05-09 09:44:16,NA,NA,NA,NA,anonymous,EN,69,75,35,69,50,50,Female,65,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,175
2018-05-09T09:16:13Z,2018-05-09 09:18:09,IP Address,100,115,True,2018-05-09 09:18:09,NA,NA,NA,NA,anonymous,EN,50,80,90,85,90,65,Female,35,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,176
2018-05-09T09:33:45Z,2018-05-09 09:34:55,IP Address,100,70,True,2018-05-09 09:34:56,NA,NA,NA,NA,anonymous,EN,60,77,77,39,65,30,Female,24,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,177
2018-05-09T09:57:07Z,2018-05-09 10:00:20,IP Address,100,192,True,2018-05-09 10:00:20,NA,NA,NA,NA,anonymous,EN,75,80,75,40,60,50,Male,39,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,178
2018-05-09T09:22:36Z,2018-05-09 09:24:54,IP Address,100,137,True,2018-05-09 09:24:54,NA,NA,NA,NA,anonymous,EN,25,40,25,35,55,35,Male,35,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,179
2018-05-09T09:30:28Z,2018-05-09 09:32:30,IP Address,100,122,True,2018-05-09 09:32:31,NA,NA,NA,NA,anonymous,EN,95,88,81,90,85,86,Female,70,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,180
2018-05-09T09:15:21Z,2018-05-09 09:19:24,IP Address,100,243,True,2018-05-09 09:19:24,NA,NA,NA,NA,anonymous,EN,90,91,90,91,90,92,Male,41,watch professional sports,No,181
2018-05-09T09:17:50Z,2018-05-09 09:19:21,IP Address,100,90,True,2018-05-09 09:19:22,NA,NA,NA,NA,anonymous,EN,56,90,71,66,91,85,Female,35,watch nightly news on tv,NA,182
2018-05-09T09:38:43Z,2018-05-09 09:40:49,IP Address,100,125,True,2018-05-09 09:40:49,NA,NA,NA,NA,anonymous,EN,65,79,67,72,69,65,Female,47,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,watch professional sports,read newspapers",thanks,183
2018-05-09T09:17:41Z,2018-05-09 09:19:27,IP Address,100,105,True,2018-05-09 09:19:27,NA,NA,NA,NA,anonymous,EN,50,33,42,32,73,26,Male,24,"watch nightly news on tv,like online shopping,like the window seat on the plane,drive to work,watch professional sports,read newspapers","I only recognized 5 out of the 6 options I chose in the last question, I just clicked the newspaper option because I was supposed to click 6",184
2018-05-09T09:25:26Z,2018-05-09 09:27:30,IP Address,100,124,True,2018-05-09 09:27:30,NA,NA,NA,NA,anonymous,EN,61,73,70,80,85,63,Male,47,watch nightly news on tv,thank you for letting me participate,185
2018-05-09T09:30:06Z,2018-05-09 09:32:30,IP Address,100,143,True,2018-05-09 09:32:30,NA,NA,NA,NA,anonymous,EN,65,65,65,65,65,65,Male,29,"watch nightly news on tv,like online shopping,like the window seat on the plane,drive to work,watch professional sports,go to bars",NA,186
2018-05-09T09:14:56Z,2018-05-09 09:16:09,IP Address,100,73,True,2018-05-09 09:16:10,NA,NA,NA,NA,anonymous,EN,49,55,46,42,69,22,Male,24,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,187
2018-05-09T09:25:52Z,2018-05-09 09:27:45,IP Address,100,113,True,2018-05-09 09:27:46,NA,NA,NA,NA,anonymous,EN,81,94,81,74,90,76,Female,33,like online shopping,NA,188
2018-05-09T09:25:27Z,2018-05-09 09:27:26,IP Address,100,119,True,2018-05-09 09:27:26,NA,NA,NA,NA,anonymous,EN,51,80,20,72,63,80,Female,22,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,189
2018-05-09T09:14:22Z,2018-05-09 09:15:40,IP Address,100,77,True,2018-05-09 09:15:41,NA,NA,NA,NA,anonymous,EN,74,76,58,69,68,61,Female,30,"watch nightly news on tv,like online shopping,like desserts,drive to work,watch professional sports,read newspapers",NA,190
2018-05-09T09:22:37Z,2018-05-09 09:24:15,IP Address,100,97,True,2018-05-09 09:24:15,NA,NA,NA,NA,anonymous,EN,40,72,37,71,90,54,Male,22,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,191
2018-05-09T09:37:10Z,2018-05-09 09:39:26,IP Address,100,135,True,2018-05-09 09:39:27,NA,NA,NA,NA,anonymous,EN,75,75,55,70,65,50,Female,43,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",none,192
2018-05-09T09:14:03Z,2018-05-09 09:15:36,IP Address,100,92,True,2018-05-09 09:15:36,NA,NA,NA,NA,anonymous,EN,51,93,46,71,84,67,Female,36,watch professional sports,NA,193
2018-05-09T09:16:02Z,2018-05-09 09:17:25,IP Address,100,82,True,2018-05-09 09:17:26,NA,NA,NA,NA,anonymous,EN,80,90,90,80,90,85,Male,36,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,194
2018-05-09T09:22:42Z,2018-05-09 09:24:14,IP Address,100,92,True,2018-05-09 09:24:14,NA,NA,NA,NA,anonymous,EN,66,78,79,49,66,61,Female,58,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,195
2018-05-09T09:28:17Z,2018-05-09 09:29:49,IP Address,100,91,True,2018-05-09 09:29:49,NA,NA,NA,NA,anonymous,EN,60,54,40,56,79,74,Male,44,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,196
2018-05-09T09:14:16Z,2018-05-09 09:16:04,IP Address,100,107,True,2018-05-09 09:16:04,NA,NA,NA,NA,anonymous,EN,65,65,80,65,80,65,Male,41,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",n/a,197
2018-05-09T09:30:51Z,2018-05-09 09:33:30,IP Address,100,159,True,2018-05-09 09:33:31,NA,NA,NA,NA,anonymous,EN,65,40,60,45,65,50,Male,45,"watch nightly news on tv,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,198
2018-05-09T09:16:20Z,2018-05-09 09:17:33,IP Address,100,72,True,2018-05-09 09:17:33,NA,NA,NA,NA,anonymous,EN,62,40,59,70,46,45,Male,40,"watch nightly news on tv,like online shopping,like desserts,drive to work,watch professional sports,read newspapers",NA,199
2018-05-09T09:23:31Z,2018-05-09 09:24:36,IP Address,100,64,True,2018-05-09 09:24:37,NA,NA,NA,NA,anonymous,EN,82,90,80,74,89,75,Male,27,"watch nightly news on tv,like online shopping,like the window seat on the plane,like desserts,drive to work,watch professional sports",NA,200
