StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,big_cities_1,computer_preference_1,cook_at_home_1,drink_coffee_1,own_homes_1,podcast_1,gender,age,politics_1,zip,attention_check,Q11,MTurkCode
2019-01-07 14:22:50,2019-01-07 14:24:40,IP Address,99.100.238.66,100,110,True,2019-01-07 14:24:40,R_3pgOmidyzQE8Ok2,,,,,42.64129638671875,-83.0503997802734375,anonymous,EN,91,89,90,87,89,88,Female,54,4,48317,"like big cities,cook at home,like to drink coffee,listen to podcasts",,45668206
2019-01-07 14:21:34,2019-01-07 14:24:42,IP Address,73.132.58.246,100,188,True,2019-01-07 14:24:42,R_1OvIto98WmR2sqI,,,,,38.69549560546875,-76.60610198974609375,anonymous,EN,70,65,90,70,75,50,Male,33,4,20639,"like big cities,cook at home,like to drink coffee,listen to podcasts",,80051860
2019-01-07 14:23:05,2019-01-07 14:24:43,IP Address,68.14.47.161,100,97,True,2019-01-07 14:24:43,R_3Dw4m8F5CcITSEq,,,,,41.6338043212890625,-71.1808013916015625,anonymous,EN,50,64,90,90,75,60,Male,23,2,02871,"like big cities,cook at home,like to drink coffee,listen to podcasts",,76116095
2019-01-07 14:22:33,2019-01-07 14:24:45,IP Address,74.113.47.152,100,131,True,2019-01-07 14:24:45,R_2pJlMwRK2d02eww,,,,,39.5370025634765625,-83.4550018310546875,anonymous,EN,47,60,58,88,82,24,Male,27,2,43140,"like big cities,cook at home,like to drink coffee,listen to podcasts",,13608783
2019-01-07 14:22:58,2019-01-07 14:24:50,IP Address,73.141.78.139,100,112,True,2019-01-07 14:24:50,R_3iy7d7nS9BAplZ1,,,,,39.9207000732421875,-75.1595001220703125,anonymous,EN,82,61,94,88,62,18,Male,27,2,19147,"like big cities,cook at home,like to drink coffee,listen to podcasts,read newspapers",,96453641
2019-01-07 14:23:23,2019-01-07 14:24:51,IP Address,50.39.207.72,100,87,True,2019-01-07 14:24:51,R_wLDtOZt2LoFSluF,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,75,75,80,85,66,60,Male,20,5,97030,"like big cities,cook at home,like to drink coffee,listen to podcasts",,49246418
2019-01-07 14:23:21,2019-01-07 14:24:57,IP Address,24.22.214.236,100,95,True,2019-01-07 14:24:57,R_3iDVmTHpmzZnryt,,,,,47.38800048828125,-122.19319915771484375,anonymous,EN,59,27,54,74,87,36,Female,32,3,98055,"like big cities,cook at home,like to drink coffee,listen to podcasts",,61684237
2019-01-07 14:20:43,2019-01-07 14:25:00,IP Address,45.56.150.83,100,256,True,2019-01-07 14:25:00,R_22rCMYLVkbcPoe6,,,,,34.0659942626953125,-118.4739990234375,anonymous,EN,96,96,100,90,96,95,Female,34,6,95492,"like big cities,cook at home,like to drink coffee,listen to podcasts",,61940339
2019-01-07 14:22:49,2019-01-07 14:25:06,IP Address,75.163.114.202,100,136,True,2019-01-07 14:25:06,R_XS2GORKIzcSBiM1,,,,,41.8383941650390625,-96.46710205078125,anonymous,EN,71,60,66,72,75,74,Male,33,3,68124,"like big cities,cook at home,like to drink coffee,listen to podcasts",,81359814
2019-01-07 14:23:15,2019-01-07 14:25:12,IP Address,173.244.36.44,100,116,True,2019-01-07 14:25:12,R_2dmbzClgsuaSTro,,,,,33.448394775390625,-112.07399749755859375,anonymous,EN,90,80,65,45,95,35,Male,29,1,85225,"like big cities,cook at home,like to drink coffee,listen to podcasts",No comment,85309789
2019-01-07 14:23:33,2019-01-07 14:25:13,IP Address,204.113.73.217,100,100,True,2019-01-07 14:25:13,R_07EDu2ugRzqpLgd,,,,,41.0879058837890625,-111.97039794921875,anonymous,EN,78,65,69,77,49,39,Female,39,2,84025,"like big cities,cook at home,like to drink coffee,listen to podcasts",,93059241
2019-01-07 14:22:15,2019-01-07 14:25:20,IP Address,72.177.202.245,100,185,True,2019-01-07 14:25:21,R_3gLvre910b39qzv,,,,,29.5041961669921875,-98.5697021484375,anonymous,EN,92,64,78,72,63,76,Female,24,4,78249,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thank you for your time!,11672518
2019-01-07 14:24:05,2019-01-07 14:25:37,IP Address,69.116.19.39,100,91,True,2019-01-07 14:25:37,R_AndX8D3dlySxd1n,,,,,40.690704345703125,-73.927398681640625,anonymous,EN,55,75,60,60,65,55,Female,32,1,11211,"like big cities,cook at home,like to drink coffee,listen to podcasts",,83674900
2019-01-07 14:22:30,2019-01-07 14:25:38,IP Address,73.4.169.50,100,187,True,2019-01-07 14:25:38,R_2rYLhQ8PbiGt82N,,,,,42.0928955078125,-72.52739715576171875,anonymous,EN,50,90,80,50,85,40,Female,61,1,01118,"like big cities,cook at home,like to drink coffee,listen to podcasts",,28585388
2019-01-07 14:23:38,2019-01-07 14:25:41,IP Address,192.94.102.2,100,123,True,2019-01-07 14:25:42,R_Wio0qylDLT4rAkN,,,,,41.25860595703125,-95.93779754638671875,anonymous,EN,60,55,95,65,70,55,Male,30,4,68128,"like big cities,cook at home,like to drink coffee,listen to podcasts",,41752656
2019-01-07 14:24:00,2019-01-07 14:25:48,IP Address,173.216.247.34,100,108,True,2019-01-07 14:25:49,R_3qa4pbNdveusrUq,,,,,36.66900634765625,-93.24810028076171875,anonymous,EN,68,53,72,68,54,50,Male,30,7,65616,"like big cities,cook at home,like to drink coffee,listen to podcasts",,18199996
2019-01-07 14:24:11,2019-01-07 14:25:54,IP Address,73.221.181.78,100,103,True,2019-01-07 14:25:55,R_1eIAz4cq92hpewR,,,,,47.684906005859375,-122.2967987060546875,anonymous,EN,35,15,95,90,80,55,Male,65,2,98115,"like big cities,cook at home,like to drink coffee,listen to podcasts",,81870040
2019-01-07 14:24:11,2019-01-07 14:25:57,IP Address,73.224.72.182,100,105,True,2019-01-07 14:25:57,R_1ikwBWezRxN6V9k,,,,,30.3583984375,-81.6920013427734375,anonymous,EN,67,70,71,72,79,63,Male,25,2,32208,"like big cities,cook at home,like to drink coffee,listen to podcasts",No comments. Thank you.,82609192
2019-01-07 14:24:43,2019-01-07 14:26:00,IP Address,206.201.80.36,100,76,True,2019-01-07 14:26:00,R_22zPJ4GkX1fxzXL,,,,,32.73919677734375,-97.38520050048828125,anonymous,EN,79,52,90,83,94,65,Female,31,6,76018,"like big cities,cook at home,like to drink coffee,listen to podcasts",,70884191
2019-01-07 14:24:33,2019-01-07 14:26:03,IP Address,107.140.26.187,100,90,True,2019-01-07 14:26:04,R_9TcTz99q5NMiv5v,,,,,33.2920074462890625,-96.9878997802734375,anonymous,EN,60,50,80,90,70,50,Female,26,7,76227,"like big cities,cook at home,like to drink coffee,listen to podcasts",,13466218
2019-01-07 14:24:45,2019-01-07 14:26:08,IP Address,184.98.188.198,100,82,True,2019-01-07 14:26:08,R_3e2dz4MI0nWcRCl,,,,,33.63079833984375,-112.2071990966796875,anonymous,EN,65,68,76,60,82,52,Male,35,7,85305,"like big cities,cook at home,like to drink coffee,listen to podcasts",n,73384995
2019-01-07 14:24:19,2019-01-07 14:26:30,IP Address,96.245.219.136,100,131,True,2019-01-07 14:26:30,R_2fBqTRetIbPDrCf,,,,,40.14959716796875,-75.37960052490234375,anonymous,EN,96,93,98,97,97,89,Female,44,3,19403,"like big cities,cook at home,listen to podcasts",,38473567
2019-01-07 14:23:05,2019-01-07 14:26:32,IP Address,72.92.26.92,100,207,True,2019-01-07 14:26:32,R_2RVWpABwqNEg7D3,,,,,40.26300048828125,-74.95549774169921875,anonymous,EN,75,80,96,90,95,70,Female,31,2,18966,"like big cities,cook at home,like to drink coffee,listen to podcasts",,44710870
2019-01-07 14:23:17,2019-01-07 14:26:35,IP Address,24.19.234.71,100,198,True,2019-01-07 14:26:35,R_Rn6zDpg8gHLpgGJ,,,,,47.6338958740234375,-122.34759521484375,anonymous,EN,75,75,85,75,85,75,Male,24,1,98109,"like big cities,cook at home,like to drink coffee,listen to podcasts","Very interesting HIT! I thought that there would be more to the study, such as the verbiage used between all the different statements, or how the estimation slider changed, but there wasn't! I liked the survey nonetheless!",94638052
2019-01-07 14:23:15,2019-01-07 14:26:37,IP Address,70.32.0.125,100,201,True,2019-01-07 14:26:37,R_123THBS3yGDyILW,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,92,88,96,91,100,90,Male,27,4,24701,"cook at home,like to drink coffee,listen to podcasts",,51912874
2019-01-07 14:23:52,2019-01-07 14:26:38,IP Address,184.17.211.15,100,165,True,2019-01-07 14:26:38,R_32Mbtn9cwlcuHEP,,,,,41.1371002197265625,-85.0684967041015625,anonymous,EN,80,90,80,80,100,80,Female,25,4,46835,"like big cities,cook at home,like to drink coffee,listen to podcasts",,79115924
2019-01-07 14:23:16,2019-01-07 14:26:38,IP Address,96.11.242.58,100,202,True,2019-01-07 14:26:38,R_111Mdnbzbi3zCpG,,,,,41.501007080078125,-81.46939849853515625,anonymous,EN,100,100,100,100,100,100,Female,27,2,91304,"like big cities,cook at home,like to drink coffee,listen to podcasts",,52655250
2019-01-07 14:24:49,2019-01-07 14:26:39,IP Address,50.244.218.70,100,110,True,2019-01-07 14:26:39,R_3P76RiCQPvbucnz,,,,,44.82879638671875,-93.03910064697265625,anonymous,EN,75,65,95,90,80,70,Male,27,4,55125,"like big cities,cook at home,like to drink coffee,listen to podcasts",,59303566
2019-01-07 14:25:11,2019-01-07 14:26:40,IP Address,24.225.117.43,100,89,True,2019-01-07 14:26:41,R_1GyomyPzo1E9i8V,,,,,48.1190948486328125,-96.18109893798828125,anonymous,EN,74,46,78,80,87,55,Male,33,1,56701,"like big cities,cook at home,like to drink coffee,listen to podcasts",,17508959
2019-01-07 14:23:07,2019-01-07 14:26:41,IP Address,104.176.145.107,100,214,True,2019-01-07 14:26:42,R_3koAZJUbem4yGhl,,,,,33.515899658203125,-101.9344024658203125,anonymous,EN,65,70,80,90,75,60,Male,40,5,79424,"like big cities,cook at home,like to drink coffee,listen to podcasts",,91289428
2019-01-07 14:25:13,2019-01-07 14:26:44,IP Address,73.203.2.155,100,91,True,2019-01-07 14:26:44,R_2WVx2DwmSZz5ibv,,,,,39.489501953125,-104.84470367431640625,anonymous,EN,88,80,95,75,85,95,Male,43,5,80112,"like big cities,cook at home,like to drink coffee,listen to podcasts",,51356172
2019-01-07 14:24:15,2019-01-07 14:27:01,IP Address,45.37.192.180,100,166,True,2019-01-07 14:27:01,R_3DuzPQuV6NV4e1i,,,,,35.9456939697265625,-78.64330291748046875,anonymous,EN,75,75,80,75,75,75,Male,46,2,27587,"like big cities,cook at home,like to drink coffee,listen to podcasts",,18042200
2019-01-07 14:24:32,2019-01-07 14:27:04,IP Address,198.49.82.49,100,152,True,2019-01-07 14:27:04,R_3JxhsVPiq04rev4,,,,,37.3950958251953125,-94.71050262451171875,anonymous,EN,80,60,100,70,100,80,Female,57,7,66762,"like big cities,cook at home,like to drink coffee,listen to podcasts",None. Interesting survey.,28875760
2019-01-07 14:25:58,2019-01-07 14:27:27,IP Address,73.81.115.171,100,89,True,2019-01-07 14:27:27,R_umjpMZ8eiDxCheV,,,,,39.92230224609375,-75.23380279541015625,anonymous,EN,60,55,79,70,58,35,Female,22,2,19121,"like big cities,cook at home,like to drink coffee,listen to podcasts",,80113945
2019-01-07 14:24:31,2019-01-07 14:27:46,IP Address,81.171.110.226,100,194,True,2019-01-07 14:27:46,R_79T0ovaacSLKqdj,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,80,78,90,81,70,80,Female,52,4,97206,"like big cities,cook at home,like to drink coffee,listen to podcasts",None,97477551
2019-01-07 14:20:21,2019-01-07 14:27:48,IP Address,174.49.176.39,100,447,True,2019-01-07 14:27:49,R_rjNFGIPbHpqDtXr,,,,,40.3506927490234375,-75.91429901123046875,anonymous,EN,82,69,86,60,45,86,Female,56,3,19601,"like big cities,cook at home,like to drink coffee,listen to podcasts,read newspapers",,21556149
2019-01-07 14:21:49,2019-01-07 14:27:49,IP Address,205.251.150.210,100,360,True,2019-01-07 14:27:50,R_12xqzTGZBahzssw,,,,,30.050506591796875,-95.4694976806640625,anonymous,EN,100,82,93,85,65,73,Female,64,6,21740,"like big cities,cook at home,like to drink coffee,listen to podcasts",,60460556
2019-01-07 14:26:54,2019-01-07 14:28:00,IP Address,52.95.75.9,100,65,True,2019-01-07 14:28:00,R_3CVPhHK6K8Yvqpy,,,,,18.975006103515625,72.8258056640625,anonymous,EN,44,70,25,44,43,33,Male,24,3,65454,go to bars,cvbfgnhg,27530073
2019-01-07 14:22:59,2019-01-07 14:28:10,IP Address,24.21.185.188,100,310,True,2019-01-07 14:28:10,R_2B3dS6vWFtwaTbP,,,,,45.4886932373046875,-122.50910186767578125,anonymous,EN,71,66,87,80,80,66,Female,37,2,97220,"like big cities,cook at home,like to drink coffee,listen to podcasts",,65350460
2019-01-07 14:24:58,2019-01-07 14:28:28,IP Address,23.118.25.216,100,209,True,2019-01-07 14:28:28,R_1rNcSuCjY8Shdjt,,,,,30.1387939453125,-97.2920989990234375,anonymous,EN,73,83,94,95,100,85,Female,35,6,78602,"like big cities,cook at home,like to drink coffee,listen to podcasts",,19387542
2019-01-07 14:27:23,2019-01-07 14:28:33,IP Address,24.228.78.127,100,69,True,2019-01-07 14:28:33,R_O9gnxq8tduhUXFT,,,,,41.0301055908203125,-74.29650115966796875,anonymous,EN,50,50,50,50,50,25,Male,24,4,07442,"like big cities,cook at home,like to drink coffee,listen to podcasts",This was fun!,97848124
2019-01-07 14:26:59,2019-01-07 14:28:40,IP Address,158.130.222.16,100,101,True,2019-01-07 14:28:40,R_28YU7BbloD5iX8f,,,,,39.9597015380859375,-75.20240020751953125,anonymous,EN,60,60,75,75,60,40,Female,24,2,19146,"like big cities,cook at home,like to drink coffee,listen to podcasts",,57413394
2019-01-07 14:27:25,2019-01-07 14:28:44,IP Address,170.146.220.20,100,78,True,2019-01-07 14:28:44,R_XzZMzVbI93L3nX3,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,3,5,8,71,24,19,Male,27,2,30005,"like big cities,cook at home,like to drink coffee,listen to podcasts",,66559218
2019-01-07 14:21:26,2019-01-07 14:28:47,IP Address,107.152.231.246,100,441,True,2019-01-07 14:28:48,R_3WoutbjaBSZ5G2l,,,,,33.9730987548828125,-118.247894287109375,anonymous,EN,67,75,77,72,69,77,Female,42,6,70726,watch TV,good,94532312
2019-01-07 14:27:07,2019-01-07 14:28:51,IP Address,71.188.50.120,100,104,True,2019-01-07 14:28:51,R_1KiDq0ALzKFCSMk,,,,,40.21710205078125,-74.74289703369140625,anonymous,EN,75,80,95,80,95,85,Female,46,7,08640,"like big cities,cook at home,like to drink coffee,listen to podcasts",,36520404
2019-01-07 14:26:34,2019-01-07 14:28:54,IP Address,99.68.58.81,100,139,True,2019-01-07 14:28:54,R_bfvSzpqR7a2nknn,,,,,37.822296142578125,-83.78530120849609375,anonymous,EN,60,61,85,53,76,39,Female,66,1,40380,"like big cities,like to drink coffee,listen to podcasts",,94429692
2019-01-07 14:23:06,2019-01-07 14:29:08,IP Address,32.217.33.20,100,362,True,2019-01-07 14:29:08,R_3JxiU9Fcmjp698P,,,,,41.8468017578125,-73.01039886474609375,anonymous,EN,75,53,90,75,90,55,Female,62,5,06511,"like big cities,cook at home,like to drink coffee,listen to podcasts",Interesting and thought provoking!,58585696
2019-01-07 14:26:27,2019-01-07 14:29:11,IP Address,98.183.208.203,100,163,True,2019-01-07 14:29:11,R_AhedApXPRagO91f,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,50,54,69,80,73,50,Female,46,6,23452,"like big cities,cook at home,like to drink coffee,listen to podcasts",,48822713
2019-01-07 14:25:55,2019-01-07 14:29:16,IP Address,67.163.202.196,100,200,True,2019-01-07 14:29:16,R_3EhSJAbzlC6iwiY,,,,,39.6504974365234375,-79.944000244140625,anonymous,EN,74,62,84,68,57,48,Female,36,5,26508,"like big cities,cook at home,like to drink coffee,listen to podcasts",,79676552
2019-01-07 14:24:11,2019-01-07 14:29:16,IP Address,67.164.179.247,100,305,True,2019-01-07 14:29:16,R_3IW8LfH7qTOYNNN,,,,,39.6956024169921875,-105.0341033935546875,anonymous,EN,54,51,75,68,15,20,Male,34,2,80249,"like big cities,cook at home,like to drink coffee,listen to podcasts",,40211556
2019-01-07 14:27:22,2019-01-07 14:29:25,IP Address,35.133.192.13,100,122,True,2019-01-07 14:29:25,R_paV6pRcVf9dlmrT,,,,,34.696197509765625,-82.28929901123046875,anonymous,EN,65,80,99,85,35,75,Male,36,1,29680,"like big cities,cook at home,like to drink coffee,listen to podcasts",,72187842
2019-01-07 14:24:31,2019-01-07 14:29:39,IP Address,173.21.194.109,100,308,True,2019-01-07 14:29:39,R_6zEDJJqgByUiayd,,,,,39.0070037841796875,-87.7483978271484375,anonymous,EN,74,80,60,81,42,70,Female,28,6,61920,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thanks,25683834
2019-01-07 14:27:50,2019-01-07 14:29:45,IP Address,72.84.208.8,100,114,True,2019-01-07 14:29:45,R_3PLcMjEeWZss05b,,,,,37.3428955078125,-77.4156036376953125,anonymous,EN,80,56,85,60,89,85,Male,23,2,20001,"like big cities,cook at home,like to drink coffee,listen to podcasts",,66828817
2019-01-07 14:29:02,2019-01-07 14:29:49,IP Address,73.13.232.142,100,46,True,2019-01-07 14:29:49,R_129EvjltnJThS0c,,,,,39.8188018798828125,-75.50640106201171875,anonymous,EN,60,69,55,47,44,63,Male,24,4,19810,"like big cities,cook at home",,30146947
2019-01-07 14:27:11,2019-01-07 14:29:56,IP Address,71.105.236.45,100,164,True,2019-01-07 14:29:56,R_246mtrboWFh0jT4,,,,,40.744598388671875,-73.93450164794921875,anonymous,EN,75,60,70,86,100,81,Female,43,2,11211,"like big cities,cook at home,like to drink coffee,listen to podcasts",,60986666
2019-01-07 14:27:24,2019-01-07 14:29:56,IP Address,76.95.86.57,100,151,True,2019-01-07 14:29:56,R_T6CtRasqaXMVXxv,,,,,34.0281982421875,-117.0489044189453125,anonymous,EN,70,67,83,90,91,60,Male,37,6,92399,"like big cities,cook at home,like to drink coffee,listen to podcasts",,89253789
2019-01-07 14:28:09,2019-01-07 14:30:03,IP Address,65.175.166.137,100,113,True,2019-01-07 14:30:03,R_1oABes3hqq6HDR9,,,,,43.57269287109375,-71.4781036376953125,anonymous,EN,20,29,63,59,39,29,Female,33,2,03246,"like big cities,cook at home,like to drink coffee,listen to podcasts",,50578101
2019-01-07 14:26:15,2019-01-07 14:30:40,IP Address,192.55.54.41,100,265,True,2019-01-07 14:30:41,R_3HOI7PmgyWpzZ4r,,,,,45.5482940673828125,-122.82759857177734375,anonymous,EN,48,56,71,57,59,56,Male,27,2,97007,"like big cities,cook at home,like to drink coffee,listen to podcasts",,77956348
2019-01-07 14:26:56,2019-01-07 14:30:44,IP Address,47.149.19.117,100,228,True,2019-01-07 14:30:45,R_a3lnRp9CaSuAsed,,,,,34.0417938232421875,-117.75689697265625,anonymous,EN,69,75,87,89,96,80,Female,35,2,91766,"like big cities,cook at home,like to drink coffee,listen to podcasts",no,58909814
2019-01-07 14:26:01,2019-01-07 14:30:50,IP Address,75.3.77.175,100,288,True,2019-01-07 14:30:50,R_2ZEpaIljCrGd4nI,,,,,30.8672943115234375,-93.99770355224609375,anonymous,EN,64,58,86,75,81,50,Male,37,2,75951,"like big cities,cook at home,like to drink coffee,listen to podcasts",,70580272
2019-01-07 14:28:53,2019-01-07 14:30:51,IP Address,67.164.99.249,100,118,True,2019-01-07 14:30:52,R_1k0KvYUuFykuv4s,,,,,37.37640380859375,-122.0238037109375,anonymous,EN,80,70,100,70,100,80,Male,22,3,94087,"like big cities,cook at home,like to drink coffee,listen to podcasts",,16511814
2019-01-07 14:28:47,2019-01-07 14:30:53,IP Address,172.58.3.50,100,125,True,2019-01-07 14:30:53,R_DUamgo4xshhgd0Z,,,,,33.8235931396484375,-84.32140350341796875,anonymous,EN,100,99,100,100,100,100,Male,34,4,61443,"like big cities,cook at home,like to drink coffee,listen to podcasts",,59239530
2019-01-07 14:29:52,2019-01-07 14:31:00,IP Address,50.224.112.118,100,68,True,2019-01-07 14:31:01,R_2RZVL77AZvP33oo,,,,,42.2693939208984375,-83.72820281982421875,anonymous,EN,82,29,97,86,84,60,Male,47,5,48104,"like big cities,cook at home,like to drink coffee,listen to podcasts",You only got one opinion.,64517200
2019-01-07 14:29:58,2019-01-07 14:31:05,IP Address,73.247.63.17,100,66,True,2019-01-07 14:31:05,R_11Z58kDbgLjTmJT,,,,,42.164093017578125,-88.306396484375,anonymous,EN,71,79,67,89,89,85,Male,29,2,60133,"like big cities,cook at home,like to drink coffee,listen to podcasts",,40523916
2019-01-07 14:29:18,2019-01-07 14:31:11,IP Address,68.105.164.232,100,112,True,2019-01-07 14:31:11,R_qO8O8ewp7NCwtPj,,,,,29.6132049560546875,-82.387298583984375,anonymous,EN,58,79,73,90,100,66,Female,23,2,94062,"like big cities,cook at home,like to drink coffee,listen to podcasts",,42747057
2019-01-07 14:30:43,2019-01-07 14:31:31,IP Address,24.62.152.54,100,48,True,2019-01-07 14:31:32,R_1KpWMzQKN1phCqT,,,,,43.160400390625,-71.41790008544921875,anonymous,EN,75,21,92,81,32,60,Female,27,1,03275,"like big cities,cook at home,like to drink coffee,listen to podcasts",,39660757
2019-01-07 14:30:21,2019-01-07 14:31:33,IP Address,68.227.240.164,100,72,True,2019-01-07 14:31:33,R_3kG2sMVZI4Mzhph,,,,,33.5102996826171875,-112.05560302734375,anonymous,EN,70,75,90,85,75,80,Male,30,6,85012,"watch TV,read newspapers,go to the movies,go to bars",,66133745
2019-01-07 14:30:35,2019-01-07 14:31:34,IP Address,76.90.105.46,100,58,True,2019-01-07 14:31:34,R_1FLdfqdGdB7QfON,,,,,33.9976959228515625,-117.9651947021484375,anonymous,EN,57,60,60,82,59,54,Male,32,3,91765,"like big cities,cook at home,like to drink coffee,listen to podcasts",,94573033
2019-01-07 14:30:21,2019-01-07 14:31:41,IP Address,198.105.229.34,100,80,True,2019-01-07 14:31:41,R_1JVM9dHErKspe0Q,,,,,42.78509521484375,-83.729400634765625,anonymous,EN,80,40,75,85,65,60,Female,28,1,48430,"like big cities,cook at home,like to drink coffee,listen to podcasts",,36032673
2019-01-07 14:30:06,2019-01-07 14:31:48,IP Address,169.133.141.13,100,102,True,2019-01-07 14:31:48,R_AMRzGUzMWlfn3dn,,,,,39.759002685546875,-104.96610260009765625,anonymous,EN,78,52,81,33,95,40,Male,32,6,80033,"like big cities,cook at home,like to drink coffee,listen to podcasts",,32646978
2019-01-07 14:28:49,2019-01-07 14:31:55,IP Address,68.118.22.156,100,185,True,2019-01-07 14:31:55,R_3nHhyRo4MvBBJZT,,,,,34.5016021728515625,-117.294403076171875,anonymous,EN,51,49,51,51,51,51,Male,57,5,92345,"like big cities,cook at home,like to drink coffee,listen to podcasts",Thank you for allowing my participation in your study,63144410
2019-01-07 14:30:44,2019-01-07 14:32:01,IP Address,205.144.211.64,100,76,True,2019-01-07 14:32:01,R_6qXQMVBe3dwtRm1,,,,,34.7635040283203125,-84.9875030517578125,anonymous,EN,70,65,80,75,70,60,Female,40,6,30710,"like big cities,cook at home,like to drink coffee,listen to podcasts",,49517802
2019-01-07 14:28:00,2019-01-07 14:32:12,IP Address,63.248.165.76,100,251,True,2019-01-07 14:32:12,R_1EiDpTcCg5BTlTF,,,,,41.3112030029296875,-111.968902587890625,anonymous,EN,78,76,79,75,79,74,Female,30,2,84404,"like big cities,cook at home,listen to podcasts",,56392878
2019-01-07 14:31:19,2019-01-07 14:32:41,IP Address,67.246.89.139,100,81,True,2019-01-07 14:32:42,R_3R2uOuVI5blu7aw,,,,,43.32110595703125,-76.4033966064453125,anonymous,EN,75,64,92,67,70,53,Male,32,3,13069,"like big cities,cook at home,listen to podcasts",,67910880
2019-01-07 14:30:54,2019-01-07 14:32:43,IP Address,24.53.64.226,100,108,True,2019-01-07 14:32:43,R_1gTubmDEUI29gUr,,,,,37.2610015869140625,-79.23169708251953125,anonymous,EN,90,76,82,86,80,81,Female,33,2,24502,"like big cities,cook at home,like to drink coffee,listen to podcasts",,54651170
2019-01-07 14:30:45,2019-01-07 14:32:49,IP Address,76.30.255.79,100,124,True,2019-01-07 14:32:49,R_234BCDbWP3zmtjj,,,,,29.74090576171875,-95.392303466796875,anonymous,EN,53,45,80,70,75,51,Female,58,5,77006,"like big cities,like to drink coffee,listen to podcasts",,29677052
2019-01-07 14:31:38,2019-01-07 14:32:56,IP Address,73.60.245.166,100,77,True,2019-01-07 14:32:56,R_3MDPuDRHTO0aj4l,,,,,41.409698486328125,-72.91100311279296875,anonymous,EN,77,65,86,86,52,29,Male,22,5,06511,"like big cities,cook at home,like to drink coffee,listen to podcasts",,48392046
2019-01-07 14:30:48,2019-01-07 14:32:57,IP Address,70.171.182.215,100,129,True,2019-01-07 14:32:58,R_2UWNjgr3kXT5NrG,,,,,41.24029541015625,-95.9980010986328125,anonymous,EN,75,65,90,45,85,50,Female,31,3,68102,"like big cities,cook at home,like to drink coffee,listen to podcasts",,10009893
2019-01-07 14:31:03,2019-01-07 14:32:58,IP Address,173.169.206.189,100,114,True,2019-01-07 14:32:58,R_2tL1Fi8F3RibbaX,,,,,27.8914031982421875,-82.5066986083984375,anonymous,EN,55,59,30,84,67,38,Female,26,2,33611,"cook at home,like to drink coffee,watch TV,go to bars",,33367360
2019-01-07 14:32:32,2019-01-07 14:33:18,IP Address,184.98.188.198,100,45,True,2019-01-07 14:33:19,R_1r7as5cp5XIjhaI,,,,,33.63079833984375,-112.2071990966796875,anonymous,EN,71,69,80,70,79,60,Female,70,5,85381,"like big cities,cook at home,like to drink coffee,listen to podcasts",n,56256893
2019-01-07 14:31:15,2019-01-07 14:33:19,IP Address,206.255.15.51,100,124,True,2019-01-07 14:33:19,R_1mIearya2qUhgMY,,,,,32.5547027587890625,-94.776702880859375,anonymous,EN,80,80,85,85,50,25,Female,36,6,75604,"like big cities,cook at home,like to drink coffee,listen to podcasts",,40211031
2019-01-07 14:31:16,2019-01-07 14:33:23,IP Address,172.4.200.129,100,127,True,2019-01-07 14:33:23,R_3M9XqwDwTlJ8a3c,,,,,41.65069580078125,-86.16230010986328125,anonymous,EN,50,59,79,79,38,65,Male,27,4,46556,"like big cities,cook at home,like to drink coffee,listen to podcasts",,43942473
2019-01-07 14:31:28,2019-01-07 14:33:23,IP Address,155.186.81.253,100,115,True,2019-01-07 14:33:24,R_3QEqwKHERjcZzVF,,,,,34.1920928955078125,-118.2350006103515625,anonymous,EN,80,70,75,80,90,80,Male,26,3,91214,"like big cities,cook at home,like to drink coffee,listen to podcasts",,57273103
2019-01-07 14:31:52,2019-01-07 14:33:32,IP Address,108.247.100.165,100,100,True,2019-01-07 14:33:32,R_2e5s5pB9LzLF5Dc,,,,,38.8932952880859375,-89.4051971435546875,anonymous,EN,45,60,55,80,55,60,Female,35,2,62040,"like big cities,cook at home,like to drink coffee,listen to podcasts",,56991807
2019-01-07 14:32:53,2019-01-07 14:33:37,IP Address,76.217.138.112,100,44,True,2019-01-07 14:33:38,R_31pCjR3D5tkQBum,,,,,29.330902099609375,-98.505401611328125,anonymous,EN,73,28,14,50,56,40,Female,40,2,78229,like big cities,,62101953
2019-01-07 14:20:44,2019-01-07 14:33:51,IP Address,72.182.48.166,100,787,True,2019-01-07 14:33:51,R_10YiAH0TVlLMZ6h,,,,,30.34710693359375,-97.76090240478515625,anonymous,EN,85,74,84,74,100,70,Male,21,3,78705,"like big cities,cook at home,like to drink coffee,listen to podcasts",,39716158
