StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q2_1,Q3,Q4_1,Q5,Q6_1,Q8,condition,L_object,L_feature,M_object,M_feature,H_object,H_feature,L_object_cap,M_object_cap,H_object_cap,id
2018-02-07T15:26:32Z,2018-02-07 15:27:15,IP Address,100,43,True,2018-02-07 15:27:16,NA,NA,NA,NA,anonymous,EN,Yes,100,Yes,82,Yes,59,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,91
2018-02-07T15:21:14Z,2018-02-07 15:21:46,IP Address,100,31,True,2018-02-07 15:21:46,NA,NA,NA,NA,anonymous,EN,Yes,84,Yes,85,Yes,100,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,92
2018-02-07T15:59:05Z,2018-02-07 15:59:59,IP Address,100,54,True,2018-02-07 15:59:59,NA,NA,NA,NA,anonymous,EN,No,20,No,29,Yes,78,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,93
2018-02-07T15:49:19Z,2018-02-07 15:51:31,IP Address,100,132,True,2018-02-07 15:51:32,NA,NA,NA,NA,anonymous,EN,Yes,72,Yes,80,Yes,90,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,94
2018-02-07T16:47:29Z,2018-02-07 16:48:24,IP Address,100,55,True,2018-02-07 16:48:25,NA,NA,NA,NA,anonymous,EN,Yes,35,Yes,67,Yes,93,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,95
2018-02-07T16:42:38Z,2018-02-07 16:43:54,IP Address,100,75,True,2018-02-07 16:43:55,NA,NA,NA,NA,anonymous,EN,Yes,80,Yes,100,Yes,100,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,96
2018-02-07T15:33:51Z,2018-02-07 15:34:27,IP Address,100,35,True,2018-02-07 15:34:27,NA,NA,NA,NA,anonymous,EN,No,0,Yes,56,Yes,81,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,97
2018-02-07T14:59:07Z,2018-02-07 15:00:25,IP Address,100,77,True,2018-02-07 15:00:25,NA,NA,NA,NA,anonymous,EN,No,9,Yes,34,Yes,81,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,98
2018-02-07T15:10:25Z,2018-02-07 15:11:48,IP Address,100,82,True,2018-02-07 15:11:48,NA,NA,NA,NA,anonymous,EN,No,5,Yes,60,Yes,75,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,99
2018-02-07T15:08:44Z,2018-02-07 15:09:53,IP Address,100,69,True,2018-02-07 15:09:53,NA,NA,NA,NA,anonymous,EN,Yes,80,Yes,50,Yes,65,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,100
2018-02-07T15:22:43Z,2018-02-07 15:23:26,IP Address,100,42,True,2018-02-07 15:23:26,NA,NA,NA,NA,anonymous,EN,No,22,Yes,93,Yes,60,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,101
2018-02-07T15:29:24Z,2018-02-07 15:30:20,IP Address,100,55,True,2018-02-07 15:30:21,NA,NA,NA,NA,anonymous,EN,No,11,Yes,90,Yes,90,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,102
2018-02-07T15:25:12Z,2018-02-07 15:25:50,IP Address,100,38,True,2018-02-07 15:25:51,NA,NA,NA,NA,anonymous,EN,Yes,98,Yes,85,Yes,90,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,103
2018-02-07T15:22:52Z,2018-02-07 15:24:34,IP Address,100,102,True,2018-02-07 15:24:35,NA,NA,NA,NA,anonymous,EN,Yes,100,Yes,95,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,104
2018-02-07T15:28:50Z,2018-02-07 15:30:06,IP Address,100,75,True,2018-02-07 15:30:06,NA,NA,NA,NA,anonymous,EN,Yes,86,Yes,66,Yes,20,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,105
2018-02-07T15:01:25Z,2018-02-07 15:02:37,IP Address,100,72,True,2018-02-07 15:02:38,NA,NA,NA,NA,anonymous,EN,Yes,64,Yes,28,Yes,81,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,106
2018-02-07T15:01:28Z,2018-02-07 15:03:49,IP Address,100,140,True,2018-02-07 15:03:49,NA,NA,NA,NA,anonymous,EN,No,50,No,30,Yes,90,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,107
2018-02-07T15:16:41Z,2018-02-07 15:17:36,IP Address,100,55,True,2018-02-07 15:17:37,NA,NA,NA,NA,anonymous,EN,Yes,85,No,35,Yes,90,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,108
2018-02-07T15:08:50Z,2018-02-07 15:10:09,IP Address,100,79,True,2018-02-07 15:10:10,NA,NA,NA,NA,anonymous,EN,No,5,Yes,60,Yes,85,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,109
2018-02-07T15:03:08Z,2018-02-07 15:03:57,IP Address,100,48,True,2018-02-07 15:03:58,NA,NA,NA,NA,anonymous,EN,No,71,No,36,Yes,93,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,110
2018-02-07T14:59:35Z,2018-02-07 15:00:21,IP Address,100,45,True,2018-02-07 15:00:21,NA,NA,NA,NA,anonymous,EN,No,23,Yes,67,Yes,70,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,111
2018-02-07T15:43:07Z,2018-02-07 15:43:54,IP Address,100,46,True,2018-02-07 15:43:54,NA,NA,NA,NA,anonymous,EN,No,32,Yes,80,Yes,93,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,112
2018-02-07T14:59:12Z,2018-02-07 15:00:05,IP Address,100,52,True,2018-02-07 15:00:06,NA,NA,NA,NA,anonymous,EN,Yes,75,No,25,Yes,100,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,113
2018-02-07T15:08:19Z,2018-02-07 15:09:58,IP Address,100,98,True,2018-02-07 15:09:58,NA,NA,NA,NA,anonymous,EN,Yes,81,Yes,76,Yes,65,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,114
2018-02-07T16:56:49Z,2018-02-07 16:58:28,IP Address,100,99,True,2018-02-07 16:58:28,NA,NA,NA,NA,anonymous,EN,Yes,75,Yes,20,Yes,100,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,115
2018-02-07T14:58:31Z,2018-02-07 14:59:29,IP Address,100,57,True,2018-02-07 14:59:29,NA,NA,NA,NA,anonymous,EN,No,40,Yes,90,Yes,81,"friendly,tasty,heavy",L2M1H3,bikes,heavy,fruits,tasty,puppies,friendly,Bikes,Fruits,Puppies,116
2018-02-07T15:30:25Z,2018-02-07 15:34:18,IP Address,100,232,True,2018-02-07 15:34:18,NA,NA,NA,NA,anonymous,EN,Yes,60,No,51,Yes,82,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,117
2018-02-07T15:30:55Z,2018-02-07 15:31:56,IP Address,100,60,True,2018-02-07 15:31:57,NA,NA,NA,NA,anonymous,EN,Yes,85,Yes,75,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,118
2018-02-07T15:01:26Z,2018-02-07 15:02:01,IP Address,100,35,True,2018-02-07 15:02:02,NA,NA,NA,NA,anonymous,EN,No,49,Yes,86,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,119
2018-02-07T15:17:06Z,2018-02-07 15:18:41,IP Address,100,95,True,2018-02-07 15:18:42,NA,NA,NA,NA,anonymous,EN,No,23,No,8,Yes,81,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,120
2018-02-07T15:00:34Z,2018-02-07 15:01:54,IP Address,100,79,True,2018-02-07 15:01:54,NA,NA,NA,NA,anonymous,EN,Yes,70,No,5,Yes,99,heavy,L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,121
2018-02-07T15:50:47Z,2018-02-07 15:52:04,IP Address,100,77,True,2018-02-07 15:52:04,NA,NA,NA,NA,anonymous,EN,Yes,71,Yes,58,Yes,95,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,122
2018-02-07T15:01:04Z,2018-02-07 15:02:42,IP Address,100,98,True,2018-02-07 15:02:42,NA,NA,NA,NA,anonymous,EN,No,15,Yes,75,Yes,85,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,123
2018-02-07T15:55:05Z,2018-02-07 15:58:26,IP Address,100,200,True,2018-02-07 15:58:27,NA,NA,NA,NA,anonymous,EN,Yes,50,Yes,50,Yes,100,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,124
2018-02-07T15:48:12Z,2018-02-07 15:49:11,IP Address,100,59,True,2018-02-07 15:49:12,NA,NA,NA,NA,anonymous,EN,No,36,Yes,84,Yes,94,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,125
2018-02-07T15:09:40Z,2018-02-07 15:11:04,IP Address,100,84,True,2018-02-07 15:11:05,NA,NA,NA,NA,anonymous,EN,Yes,85,Yes,80,Yes,100,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,126
2018-02-07T16:03:32Z,2018-02-07 16:04:34,IP Address,100,61,True,2018-02-07 16:04:34,NA,NA,NA,NA,anonymous,EN,No,20,No,30,Yes,65,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,127
2018-02-07T17:01:36Z,2018-02-07 17:02:23,IP Address,100,46,True,2018-02-07 17:02:23,NA,NA,NA,NA,anonymous,EN,Yes,77,Yes,94,Yes,84,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,128
2018-02-07T15:23:48Z,2018-02-07 15:24:51,IP Address,100,62,True,2018-02-07 15:24:52,NA,NA,NA,NA,anonymous,EN,Yes,25,Yes,65,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,129
2018-02-07T15:31:54Z,2018-02-07 15:33:26,IP Address,100,91,True,2018-02-07 15:33:26,NA,NA,NA,NA,anonymous,EN,No,45,Yes,60,Yes,70,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,130
2018-02-07T15:33:05Z,2018-02-07 15:34:16,IP Address,100,70,True,2018-02-07 15:34:16,NA,NA,NA,NA,anonymous,EN,Yes,77,Yes,65,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,131
2018-02-07T14:59:37Z,2018-02-07 15:00:19,IP Address,100,42,True,2018-02-07 15:00:20,NA,NA,NA,NA,anonymous,EN,Yes,24,Yes,77,Yes,95,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,132
2018-02-07T15:27:35Z,2018-02-07 15:28:43,IP Address,100,68,True,2018-02-07 15:28:44,NA,NA,NA,NA,anonymous,EN,No,33,Yes,44,Yes,88,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,133
2018-02-07T15:13:01Z,2018-02-07 15:14:11,IP Address,100,69,True,2018-02-07 15:14:12,NA,NA,NA,NA,anonymous,EN,No,10,Yes,70,Yes,95,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,134
2018-02-07T14:59:38Z,2018-02-07 15:00:38,IP Address,100,59,True,2018-02-07 15:00:38,NA,NA,NA,NA,anonymous,EN,Yes,61,Yes,66,Yes,99,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,135
2018-02-07T16:00:03Z,2018-02-07 16:01:32,IP Address,100,89,True,2018-02-07 16:01:32,NA,NA,NA,NA,anonymous,EN,No,5,Yes,95,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,136
2018-02-07T15:11:48Z,2018-02-07 15:13:08,IP Address,100,80,True,2018-02-07 15:13:09,NA,NA,NA,NA,anonymous,EN,Yes,62,Yes,86,Yes,81,"friendly,tasty,heavy",L1M3H2,vegetables,tasty,goats,friendly,trucks,heavy,Vegetables,Goats,Trucks,137
2018-02-07T15:24:24Z,2018-02-07 15:26:00,IP Address,100,95,True,2018-02-07 15:26:00,NA,NA,NA,NA,anonymous,EN,No,24,Yes,73,Yes,81,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,138
2018-02-07T14:59:54Z,2018-02-07 15:02:01,IP Address,100,126,True,2018-02-07 15:02:01,NA,NA,NA,NA,anonymous,EN,Yes,52,Yes,48,Yes,55,small,L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,139
2018-02-07T15:09:17Z,2018-02-07 15:10:33,IP Address,100,75,True,2018-02-07 15:10:33,NA,NA,NA,NA,anonymous,EN,No,25,Yes,80,Yes,85,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,140
2018-02-07T15:01:14Z,2018-02-07 15:02:38,IP Address,100,84,True,2018-02-07 15:02:39,NA,NA,NA,NA,anonymous,EN,Yes,71,Yes,45,Yes,100,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,141
2018-02-07T16:36:20Z,2018-02-07 16:37:18,IP Address,100,58,True,2018-02-07 16:37:19,NA,NA,NA,NA,anonymous,EN,No,30,No,19,Yes,100,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,142
2018-02-07T15:26:00Z,2018-02-07 15:27:37,IP Address,100,96,True,2018-02-07 15:27:37,NA,NA,NA,NA,anonymous,EN,No,60,No,3,Yes,90,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,143
2018-02-07T15:03:55Z,2018-02-07 15:05:11,IP Address,100,76,True,2018-02-07 15:05:12,NA,NA,NA,NA,anonymous,EN,No,18,Yes,50,Yes,82,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,144
2018-02-07T14:59:42Z,2018-02-07 15:00:59,IP Address,100,77,True,2018-02-07 15:01:00,NA,NA,NA,NA,anonymous,EN,No,1,Yes,20,Yes,90,"friendly,tasty,heavy",L3M2H1,squirrels,friendly,rocks,heavy,pizzas,tasty,Squirrels,Rocks,Pizzas,145
2018-02-07T15:03:00Z,2018-02-07 15:03:54,IP Address,100,53,True,2018-02-07 15:03:55,NA,NA,NA,NA,anonymous,EN,Yes,80,Yes,40,Yes,100,"friendly,tasty,heavy",L3M1H2,squirrels,friendly,fruits,tasty,trucks,heavy,Squirrels,Fruits,Trucks,146
2018-02-07T15:13:00Z,2018-02-07 15:14:25,IP Address,100,85,True,2018-02-07 15:14:25,NA,NA,NA,NA,anonymous,EN,Yes,70,Yes,75,Yes,90,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,147
2018-02-07T15:32:22Z,2018-02-07 15:34:47,IP Address,100,144,True,2018-02-07 15:34:47,NA,NA,NA,NA,anonymous,EN,No,1,Yes,70,Yes,90,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,148
2018-02-07T16:22:07Z,2018-02-07 16:23:04,IP Address,100,57,True,2018-02-07 16:23:05,NA,NA,NA,NA,anonymous,EN,Yes,84,Yes,53,Yes,88,"friendly,tasty,heavy",L1M2H3,vegetables,tasty,rocks,heavy,puppies,friendly,Vegetables,Rocks,Puppies,149
2018-02-07T15:00:10Z,2018-02-07 15:01:18,IP Address,100,68,True,2018-02-07 15:01:19,NA,NA,NA,NA,anonymous,EN,No,15,No,20,Yes,90,"friendly,tasty,heavy",L2M3H1,bikes,heavy,goats,friendly,pizzas,tasty,Bikes,Goats,Pizzas,150
